stim1,stim2,stim3
80,他提到了那个女店员回首了前半个人生的女店员。,-
81,他遇到了那个捏了一把汗的男学生。,+
82,他遇到了那个男学生捏了一把汗的男学生。,-
83,她们遇到了那个射杀了小女孩的女学者。,+
84,她们遇到了那个女学者射杀了小女孩的女学者。,-
85,他见到了那个接受了采访的女兽医。,+
86,他见到了那个女兽医接受了采访的女兽医。,-
87,他们遇见了那个封锁了形象的男店员。,+
88,他们遇见了那个男店员封锁了形象的男店员。,-
89,她见到了那个举行了财经会议的男工程师。,+
90,她见到了那个男工程师举行了财经会议的男工程师。,-
91,你们提到了那个提升了业绩的男兽医。,+
92,你们提到了那个男兽医提升了业绩的男兽医。,-
93,他们提到了那个进入了全球400强的女经理。,+
94,他们提到了那个女经理进入了全球400强的女经理。,-
95,他们遇到了那个倡导了和解的男工程师。,+
96,他们遇到了那个男工程师倡导了和解的男工程师。,-
97,她们遇见了那个封锁了现场的女店员。,+
98,她们遇见了那个女店员封锁了现场的女店员。,-
99,她们见到了那个叫了一碗板条的女售票员。,+
100,她们见到了那个女售票员叫了一碗板条的女售票员。,-
101,她们遇到了那个送了我一把吉他的女工程师。,+
102,她们遇到了那个女工程师送了我一把吉他的女工程师。,-
103,她提到了那个制造了毒品的男飞行员。,+
104,她提到了那个男飞行员制造了毒品的男飞行员。,-
105,你们见到了那个亲了米洛舍维奇政府的女矿。,+
106,你们见到了那个女矿亲了米洛舍维奇政府的女矿。,-
107,她们看见了那个捕猎了野生的男店员。,+
108,她们看见了那个男店员捕猎了野生的男店员。,-
109,你们遇到了那个告了一段落的女负责人。,+
110,你们遇到了那个女负责人告了一段落的女负责人。,-
111,她遇见了那个进行了产业结构调整的女主持人。,+
112,她遇见了那个女主持人进行了产业结构调整的女主持人。,-
113,他们见到了那个判了巨额赔偿的女主持人。,+
114,他们见到了那个女主持人判了巨额赔偿的女主持人。,-
115,你遇到了那个吸了二手烟的男校长。,+
116,你遇到了那个男校长吸了二手烟的男校长。,-
117,她见到了那个恢复了正常通车的男厨师。,+
118,她见到了那个男厨师恢复了正常通车的男厨师。,-
119,他见到了那个眺望了星光的男驾驶员。,+
120,他见到了那个男驾驶员眺望了星光的男驾驶员。,-
121,他看见了那个任了监察院长的女导演。,+
122,他看见了那个女导演任了监察院长的女导演。,-
123,她们遇见了那个生了个好鼻子的男领班。,+
124,她们遇见了那个男领班生了个好鼻子的男领班。,-
125,你见到了那个来了个三光的女顾问。,+
126,你见到了那个女顾问来了个三光的女顾问。,-
127,她遇见了那个走进了卧室的女导购。,+
128,她遇见了那个女导购走进了卧室的女导购。,-
129,她们提到了那个就任了省长的女歌手。,+
130,她们提到了那个女歌手就任了省长的女歌手。,-
131,她遇到了那个没了其他地方的男地勤。,+
132,她遇到了那个男地勤没了其他地方的男地勤。,-
133,他看见了那个回顾了九二一的女矿。,+
134,他看见了那个女矿回顾了九二一的女矿。,-
135,他遇到了那个消除了猜疑的男科学家。,+
136,他遇到了那个男科学家消除了猜疑的男科学家。,-
137,她们遇到了那个买了避孕药的男医生。,+
138,她们遇到了那个男医生买了避孕药的男医生。,-
139,她遇见了那个使用了芳香疗法的男导演。,+
140,她遇见了那个男导演使用了芳香疗法的男导演。,-
141,你们见到了那个逼宫了巴沙尔政权的女演员。,+
142,你们见到了那个女演员逼宫了巴沙尔政权的女演员。,-
143,你看见了那个适宜了军事干预的女制片人。,+
144,你看见了那个女制片人适宜了军事干预的女制片人。,-
145,你遇见了那个写了perl的男服务员。,+
146,你遇见了那个男服务员写了perl的男服务员。,-
147,你们见到了那个呈了上升趋势的女保安。,+
148,你们见到了那个女保安呈了上升趋势的女保安。,-
149,她见到了那个让渡了使用权的女矿。,+
150,她见到了那个女矿让渡了使用权的女矿。,-
151,她见到了那个给了你全奖的男矿。,+
152,她见到了那个男矿给了你全奖的男矿。,-
153,他提到了那个深入了实际的男制片人。,+
154,他提到了那个男制片人深入了实际的男制片人。,-
155,她们见到了那个适合了投资的男经理。,+
156,她们见到了那个男经理适合了投资的男经理。,-
157,她们看见了那个相信了哪一个阿扁的男维修工。,+
158,她们看见了那个男维修工相信了哪一个阿扁的男维修工。,-
159,她看见了那个演变成了暴力冲突的男保安。,+
160,她看见了那个男保安演变成了暴力冲突的男保安。,-
161,你们提到了那个付给了村民五千块钱的女导游。,+
162,你们提到了那个女导游付给了村民五千块钱的女导游。,-
163,她们提到了那个回了你短信的女农民。,+
164,她们提到了那个女农民回了你短信的女农民。,-
165,你提到了那个维护了社会稳定的男工程师。,+
166,你提到了那个男工程师维护了社会稳定的男工程师。,-
167,你们遇见了那个引入了市场机制的女服务员。,+
168,你们遇见了那个女服务员引入了市场机制的女服务员。,-
169,你们见到了那个做了监控和门禁的男演员。,+
170,你们见到了那个男演员做了监控和门禁的男演员。,-
171,他见到了那个买了点化妆品的女工程师。,+
172,他见到了那个女工程师买了点化妆品的女工程师。,-
173,他提到了那个创了历史最好水平的男店员。,+
174,他提到了那个男店员创了历史最好水平的男店员。,-
175,她见到了那个售了假种子的男学生。,+
176,她见到了那个男学生售了假种子的男学生。,-
177,他们见到了那个履行了职务的女歌手。,+
178,他们见到了那个女歌手履行了职务的女歌手。,-
179,你们遇到了那个解决了该问题的女校长。,+
180,你们遇到了那个女校长解决了该问题的女校长。,-
181,你见到了那个培养了网络新商城的男校长。,+
182,你见到了那个男校长培养了网络新商城的男校长。,-
183,他们遇见了那个展开了伞降机降救援的女助理。,+
184,他们遇见了那个女助理展开了伞降机降救援的女助理。,-
185,她们遇到了那个打了一号位的男会计。,+
186,她们遇到了那个男会计打了一号位的男会计。,-
187,他们遇见了那个究了其根本的女制片人。,+
188,他们遇见了那个女制片人究了其根本的女制片人。,-
189,她见到了那个溺爱了孩子的男驾驶员。,+
190,她见到了那个男驾驶员溺爱了孩子的男驾驶员。,-
191,他见到了那个负起了责任的女警察。,+
192,他见到了那个女警察负起了责任的女警察。,-
193,你见到了那个建立了这种救助体制的男导演。,+
194,你见到了那个男导演建立了这种救助体制的男导演。,-
195,她遇见了那个信赖了对方国家的男农民。,+
196,她遇见了那个男农民信赖了对方国家的男农民。,-
197,你们遇见了那个演讲了专业议题的男保安。,+
198,你们遇见了那个男保安演讲了专业议题的男保安。,-
199,你们见到了那个启动了杀毒程序的女导购。,+
200,你们见到了那个女导购启动了杀毒程序的女导购。,-
201,你提到了那个解决了欧债危机的女主持人。,+
202,你提到了那个女主持人解决了欧债危机的女主持人。,-
203,他们见到了那个就读了英文系三年级的女歌手。,+
204,他们见到了那个女歌手就读了英文系三年级的女歌手。,-
205,她们见到了那个公开了财产的男老师。,+
206,她们见到了那个男老师公开了财产的男老师。,-
207,你们遇见了那个发表了一项联合声明的女护士。,+
208,你们遇见了那个女护士发表了一项联合声明的女护士。,-
209,他见到了那个读了维勒贝克或米雷的女学者。,+
210,他见到了那个女学者读了维勒贝克或米雷的女学者。,-
211,他们提到了那个改造了老企业的女校长。,+
212,他们提到了那个女校长改造了老企业的女校长。,-
213,他遇到了那个想念了大家的男导演。,+
214,他遇到了那个男导演想念了大家的男导演。,-
215,你们提到了那个承担了国家财政困难的女护士。,+
216,你们提到了那个女护士承担了国家财政困难的女护士。,-
217,你见到了那个商讨了可能条件的女经理。,+
218,你见到了那个女经理商讨了可能条件的女经理。,-
219,你们遇见了那个违反了国际法的男店员。,+
220,你们遇见了那个男店员违反了国际法的男店员。,-
221,她看见了那个沿袭了普京时代的女飞行员。,+
222,她看见了那个女飞行员沿袭了普京时代的女飞行员。,-
223,她们见到了那个解除了制裁的女导购。,+
224,她们见到了那个女导购解除了制裁的女导购。,-
225,他们看见了那个清障打通了汶川道路的男科学家。,+
226,他们看见了那个男科学家清障打通了汶川道路的男科学家。,-
227,你见到了那个注重了实质的男农民。,+
228,你见到了那个男农民注重了实质的男农民。,-
229,他遇到了那个举办了电影招待会的女飞行员。,+
230,他遇到了那个女飞行员举办了电影招待会的女飞行员。,-
231,他们见到了那个实行了资本主义制度的女校长。,+
232,他们见到了那个女校长实行了资本主义制度的女校长。,-
233,她们遇到了那个杀了一个人的男木匠。,+
234,她们遇到了那个男木匠杀了一个人的男木匠。,-
235,她们提到了那个改变了现状的女歌手。,+
236,她们提到了那个女歌手改变了现状的女歌手。,-
237,她遇到了那个扼住了命脉的女职工。,+
238,她遇到了那个女职工扼住了命脉的女职工。,-
239,他看见了那个处理了教派问题的女负责人。,+
240,他看见了那个女负责人处理了教派问题的女负责人。,-
241,他们遇到了那个占尽了便宜的女店员。,+
242,他们遇到了那个女店员占尽了便宜的女店员。,-
243,你们看见了那个保护了情报来源的女店员。,+
244,你们看见了那个女店员保护了情报来源的女店员。,-
245,她遇见了那个压缩了成本的男工程师。,+
246,她遇见了那个男工程师压缩了成本的男工程师。,-
247,他遇到了那个宣传了大公无私的女售货员。,+
248,他遇到了那个女售货员宣传了大公无私的女售货员。,-
249,她见到了那个走了这条路的男导演。,+
250,她见到了那个男导演走了这条路的男导演。,-
251,你们见到了那个取消了制裁的男护士。,+
252,你们见到了那个男护士取消了制裁的男护士。,-
253,她们见到了那个搭乘了华航班机的男售票员。,+
254,她们见到了那个男售票员搭乘了华航班机的男售票员。,-
255,她提到了那个进入了官场的女演员。,+
256,她提到了那个女演员进入了官场的女演员。,-
257,你看见了那个培养了她自理能力的女制片人。,+
258,你看见了那个女制片人培养了她自理能力的女制片人。,-
259,她们见到了那个翻阅了近代史的女职工。,+
260,她们见到了那个女职工翻阅了近代史的女职工。,-
261,她们遇到了那个表现了自己的男学生。,+
262,她们遇到了那个男学生表现了自己的男学生。,-
263,他们见到了那个研究了汉藏语学的男主持人。,+
264,他们见到了那个男主持人研究了汉藏语学的男主持人。,-
265,你们提到了那个研究了五四的男护士。,+
266,你们提到了那个男护士研究了五四的男护士。,-
267,她看见了那个饱受了干旱之苦的女店员。,+
268,她看见了那个女店员饱受了干旱之苦的女店员。,-
269,你们见到了那个管了这些事的女领班。,+
270,你们见到了那个女领班管了这些事的女领班。,-
271,他们提到了那个买了来回机票的女职工。,+
272,他们提到了那个女职工买了来回机票的女职工。,-
273,你见到了那个实现了充足公共设施的男助理。,+
274,你见到了那个男助理实现了充足公共设施的男助理。,-
275,他遇到了那个参加了信息员培训的男制片人。,+
276,他遇到了那个男制片人参加了信息员培训的男制片人。,-
277,你们提到了那个成了巨虎的女工程师。,+
278,你们提到了那个女工程师成了巨虎的女工程师。,-
279,她们见到了那个开了个账户的女兽医。,+
280,她们见到了那个女兽医开了个账户的女兽医。,-
281,你们遇见了那个需了食物暖气或毯子的男医生。,+
282,你们遇见了那个男医生需了食物暖气或毯子的男医生。,-
283,她遇到了那个袭击了英国公民的男维修工。,+
284,她遇到了那个男维修工袭击了英国公民的男维修工。,-
285,她们遇见了那个处理好了关系的男地勤。,+
286,她们遇见了那个男地勤处理好了关系的男地勤。,-
287,你遇见了那个援建了电视台的男厨师。,+
288,你遇见了那个男厨师援建了电视台的男厨师。,-
289,你们遇到了那个多了一双筷子的男地勤。,+
290,你们遇到了那个男地勤多了一双筷子的男地勤。,-
291,她们看见了那个建立了军事基地的女公务员。,+
292,她们看见了那个女公务员建立了军事基地的女公务员。,-
293,你见到了那个叫做了交子的女歌手。,+
294,你见到了那个女歌手叫做了交子的女歌手。,-
295,他遇见了那个执行了国家强制性规范的女飞行员。,+
296,他遇见了那个女飞行员执行了国家强制性规范的女飞行员。,-
297,他见到了那个进行了分组会话练习的男队员。,+
298,他见到了那个男队员进行了分组会话练习的男队员。,-
299,她们提到了那个宣扬了统一的女维修工。,+
300,她们提到了那个女维修工宣扬了统一的女维修工。,-
301,你们看见了那个提动了中长程改革的女导游。,+
302,你们看见了那个女导游提动了中长程改革的女导游。,-
303,他遇到了那个练了半小时琴的女学者。,+
304,他遇到了那个女学者练了半小时琴的女学者。,-
305,他们遇见了那个谈起了前尘往事的女农民。,+
306,他们遇见了那个女农民谈起了前尘往事的女农民。,-
307,她见到了那个送往了急诊室的男领班。,+
308,她见到了那个男领班送往了急诊室的男领班。,-
309,你提到了那个道破了天机的男医生。,+
310,你提到了那个男医生道破了天机的男医生。,-
311,他遇见了那个开放了两个边界口岸的男老师。,+
312,他遇见了那个男老师开放了两个边界口岸的男老师。,-
313,她见到了那个经了专业训练的男会计。,+
314,她见到了那个男会计经了专业训练的男会计。,-
315,你们见到了那个违反了国际法准则的女制片人。,+
316,你们见到了那个女制片人违反了国际法准则的女制片人。,-
317,他们遇见了那个贯彻落实了科学发展观的男助理。,+
318,他们遇见了那个男助理贯彻落实了科学发展观的男助理。,-
319,她们见到了那个送来了矿泉水的男警察。,+
320,她们见到了那个男警察送来了矿泉水的男警察。,-
321,他遇到了那个引起了民众反感的男经理。,+
322,他遇到了那个男经理引起了民众反感的男经理。,-
323,她们见到了那个加大了流量的女顾问。,+
324,她们见到了那个女顾问加大了流量的女顾问。,-
325,他提到了那个买了消费卡的女驾驶员。,+
326,他提到了那个女驾驶员买了消费卡的女驾驶员。,-
327,你遇见了那个开发了新服务的男公务员。,+
328,你遇见了那个男公务员开发了新服务的男公务员。,-
329,他见到了那个考上了台大商研所的女工程师。,+
330,他见到了那个女工程师考上了台大商研所的女工程师。,-
331,你们见到了那个吃了西洋参的女经理。,+
332,你们见到了那个女经理吃了西洋参的女经理。,-
333,她见到了那个苦毒了小孩的女店员。,+
334,她见到了那个女店员苦毒了小孩的女店员。,-
335,她遇到了那个收购了企业的女演员。,+
336,她遇到了那个女演员收购了企业的女演员。,-
337,他见到了那个承建了项目的男出纳员。,+
338,他见到了那个男出纳员承建了项目的男出纳员。,-
339,她们见到了那个入了境内股市的女地勤。,+
340,她们见到了那个女地勤入了境内股市的女地勤。,-
341,你们看见了那个违反了组织犯罪条例的女厨师。,+
342,你们看见了那个女厨师违反了组织犯罪条例的女厨师。,-
343,他们提到了那个修正了错误的女学者。,+
344,他们提到了那个女学者修正了错误的女学者。,-
345,他遇到了那个列好了表儿的男负责人。,+
346,他遇到了那个男负责人列好了表儿的男负责人。,-
347,你见到了那个进行了除险保安的男队员。,+
348,你见到了那个男队员进行了除险保安的男队员。,-
349,你们提到了那个树立了纪念碑的女导演。,+
350,你们提到了那个女导演树立了纪念碑的女导演。,-
351,你们看见了那个领导了世界的女科学家。,+
352,你们看见了那个女科学家领导了世界的女科学家。,-
353,你遇到了那个用了质子号火箭的男店员。,+
354,你遇到了那个男店员用了质子号火箭的男店员。,-
355,她们遇见了那个评价了文学的男主持人。,+
356,她们遇见了那个男主持人评价了文学的男主持人。,-
357,她们遇见了那个争取了国家统一的女顾问。,+
358,她们遇见了那个女顾问争取了国家统一的女顾问。,-
359,你们见到了那个打骂体罚了学生的男木匠。,+
360,你们见到了那个男木匠打骂体罚了学生的男木匠。,-
361,他们遇到了那个提高了效率的男科学家。,+
362,他们遇到了那个男科学家提高了效率的男科学家。,-
363,她们见到了那个解决了利比亚危机的女护士。,+
364,她们见到了那个女护士解决了利比亚危机的女护士。,-
365,他见到了那个深化了改革的女领班。,+
366,他见到了那个女领班深化了改革的女领班。,-
367,她看见了那个冠上了胡姓的女导购。,+
368,她看见了那个女导购冠上了胡姓的女导购。,-
369,他遇见了那个参加了选举的男科学家。,+
370,他遇见了那个男科学家参加了选举的男科学家。,-
371,他们见到了那个提供了资讯的女学生。,+
372,他们见到了那个女学生提供了资讯的女学生。,-
373,她遇见了那个兴建了防洪工程的男导演。,+
374,她遇见了那个男导演兴建了防洪工程的男导演。,-
375,他们遇见了那个停止了监视行动的女经理。,+
376,他们遇见了那个女经理停止了监视行动的女经理。,-
377,他看见了那个调查了厦门重大贪赎案的女维修工。,+
378,他看见了那个女维修工调查了厦门重大贪赎案的女维修工。,-
379,你们看见了那个叱吒了画坛的男出纳员。,+
380,你们看见了那个男出纳员叱吒了画坛的男出纳员。,-
381,他提到了那个握住了系绳的男店员。,+
382,他提到了那个男店员握住了系绳的男店员。,-
383,你遇到了那个给了自己一点方便的女农民。,+
384,你遇到了那个女农民给了自己一点方便的女农民。,-
385,她们提到了那个管好了证券市场的男前台。,+
386,她们提到了那个男前台管好了证券市场的男前台。,-
387,他们见到了那个同处了一城的男导演。,+
388,他们见到了那个男导演同处了一城的男导演。,-
389,他遇到了那个宣布了停办的男制片人。,+
390,他遇到了那个男制片人宣布了停办的男制片人。,-
391,她们看见了那个举行了大使级会议的女助理。,+
392,她们看见了那个女助理举行了大使级会议的女助理。,-
393,你看见了那个否认了暴力文化的男校长。,+
394,你看见了那个男校长否认了暴力文化的男校长。,-
395,你们提到了那个降低了药价的女导游。,+
396,你们提到了那个女导游降低了药价的女导游。,-
397,你们见到了那个进入了量贩市场的女售货员。,+
398,你们见到了那个女售货员进入了量贩市场的女售货员。,-
399,她提到了那个问问了酒店的女职工。,+
400,她提到了那个女职工问问了酒店的女职工。,-
401,你见到了那个生了第二个孩子的女制片人。,+
402,你见到了那个女制片人生了第二个孩子的女制片人。,-
403,你见到了那个调进了粮食的男店员。,+
404,你见到了那个男店员调进了粮食的男店员。,-
405,她提到了那个预防了地震的女前台。,+
406,她提到了那个女前台预防了地震的女前台。,-
407,他见到了那个产了氨纶丝一千五百吨的女警察。,+
408,他见到了那个女警察产了氨纶丝一千五百吨的女警察。,-
409,他们看见了那个抗了胰蛋白酶的女导演。,+
410,他们看见了那个女导演抗了胰蛋白酶的女导演。,-
411,你们看见了那个发表了个人意见的男售票员。,+
412,你们看见了那个男售票员发表了个人意见的男售票员。,-
413,他遇到了那个蒙上了耻辱的男学生。,+
414,他遇到了那个男学生蒙上了耻辱的男学生。,-
415,你提到了那个否认了将心比心的女学者。,+
416,你提到了那个女学者否认了将心比心的女学者。,-
417,他看见了那个扮演了各种角色的男科学家。,+
418,他看见了那个男科学家扮演了各种角色的男科学家。,-
419,你见到了那个保护了首都的女农民。,+
420,你见到了那个女农民保护了首都的女农民。,-
421,你们提到了那个寻找了空间的女飞行员。,+
422,你们提到了那个女飞行员寻找了空间的女飞行员。,-
423,他们看见了那个妆点了自己的女科学家。,+
424,他们看见了那个女科学家妆点了自己的女科学家。,-
425,你们见到了那个移交了特区政府的女厨师。,+
426,你们见到了那个女厨师移交了特区政府的女厨师。,-
427,她们提到了那个遍布了整个江苏的女出纳员。,+
428,她们提到了那个女出纳员遍布了整个江苏的女出纳员。,-
429,你见到了那个带了点宾州特产的男矿。,+
430,你见到了那个男矿带了点宾州特产的男矿。,-
431,她遇见了那个推广了新纤维的女工程师。,+
432,她遇见了那个女工程师推广了新纤维的女工程师。,-
433,他们见到了那个筹建了博物馆的男保安。,+
434,他们见到了那个男保安筹建了博物馆的男保安。,-
435,你们看见了那个浪费了资源的女导购。,+
436,你们看见了那个女导购浪费了资源的女导购。,-
437,你遇到了那个实施了教改的男农民。,+
438,你遇到了那个男农民实施了教改的男农民。,-
439,你遇到了那个正行了正式访问的女木匠。,+
440,你遇到了那个女木匠正行了正式访问的女木匠。,-
441,你们见到了那个排了黑的男科学家。,+
442,你们见到了那个男科学家排了黑的男科学家。,-
443,你们见到了那个准备了这顿大餐的男公务员。,+
444,你们见到了那个男公务员准备了这顿大餐的男公务员。,-
445,她遇到了那个看了爷爷奶奶的女学生。,+
446,她遇到了那个女学生看了爷爷奶奶的女学生。,-
447,她们提到了那个淡忘了五四的男农民。,+
448,她们提到了那个男农民淡忘了五四的男农民。,-
449,你们见到了那个撕毁了停火协议的男维修工。,+
450,你们见到了那个男维修工撕毁了停火协议的男维修工。,-
451,你见到了那个运营了收费公路的女学者。,+
452,你见到了那个女学者运营了收费公路的女学者。,-
453,他见到了那个改成了隶书的男顾问。,+
454,他见到了那个男顾问改成了隶书的男顾问。,-
455,她见到了那个参加了初次面试的女制片人。,+
456,她见到了那个女制片人参加了初次面试的女制片人。,-
457,她见到了那个担心了这个的女工程师。,+
458,她见到了那个女工程师担心了这个的女工程师。,-
459,他们遇见了那个延续了现状的女护士。,+
460,他们遇见了那个女护士延续了现状的女护士。,-
461,她们见到了那个发表了这番讲话的男护士。,+
462,她们见到了那个男护士发表了这番讲话的男护士。,-
463,她们提到了那个宣誓就任了总统的男导购。,+
464,她们提到了那个男导购宣誓就任了总统的男导购。,-
465,她提到了那个买了一台手提式超音波的女主持人。,+
466,她提到了那个女主持人买了一台手提式超音波的女主持人。,-
467,他见到了那个从事了输电铁塔生产的男售票员。,+
468,他见到了那个男售票员从事了输电铁塔生产的男售票员。,-
469,你们见到了那个享受了消费的女助理。,+
470,你们见到了那个女助理享受了消费的女助理。,-
471,她遇见了那个扩大了国际市场的男木匠。,+
472,她遇见了那个男木匠扩大了国际市场的男木匠。,-
473,你们看见了那个打破了垄断的女导演。,+
474,你们看见了那个女导演打破了垄断的女导演。,-
475,她们提到了那个上了国语团契的女主持人。,+
476,她们提到了那个女主持人上了国语团契的女主持人。,-
477,你看见了那个颠覆了社会主义道德观的男维修工。,+
478,你看见了那个男维修工颠覆了社会主义道德观的男维修工。,-
479,她提到了那个抽了点时间的女经理。,+
480,她提到了那个女经理抽了点时间的女经理。,-
481,你见到了那个措失了良机的女制片人。,+
482,你见到了那个女制片人措失了良机的女制片人。,-
483,他们见到了那个偏向了暴政描述的男负责人。,+
484,他们见到了那个男负责人偏向了暴政描述的男负责人。,-
485,她们看见了那个恢复了国际联运的男地勤。,+
486,她们看见了那个男地勤恢复了国际联运的男地勤。,-
487,她们遇到了那个传来了阵阵香气的男主持人。,+
488,她们遇到了那个男主持人传来了阵阵香气的男主持人。,-
489,你看见了那个发了一张破照片的男公务员。,+
490,你看见了那个男公务员发了一张破照片的男公务员。,-
491,他遇到了那个处理了南海问题的女领班。,+
492,他遇到了那个女领班处理了南海问题的女领班。,-
493,她见到了那个给了个面子的女队员。,+
494,她见到了那个女队员给了个面子的女队员。,-
495,你见到了那个想想了办法的女老师。,+
496,你见到了那个女老师想想了办法的女老师。,-
497,你遇见了那个分隔给了大陆研究室的男维修工。,+
498,你遇见了那个男维修工分隔给了大陆研究室的男维修工。,-
499,他们见到了那个构造了母子公司体制的女医生。,+
500,他们见到了那个女医生构造了母子公司体制的女医生。,-
501,你遇到了那个缺了某种强硬的男领班。,+
502,你遇到了那个男领班缺了某种强硬的男领班。,-
503,她看见了那个做了储备金的女公务员。,+
504,她看见了那个女公务员做了储备金的女公务员。,-
505,你提到了那个引进了国内外科技成果的男会计。,+
506,你提到了那个男会计引进了国内外科技成果的男会计。,-
507,他们见到了那个从事了专业活动的男队员。,+
508,他们见到了那个男队员从事了专业活动的男队员。,-
509,她们提到了那个杀翻了全场的女校长。,+
510,她们提到了那个女校长杀翻了全场的女校长。,-
511,她们见到了那个评选了体育道德风尚奖的女店员。,+
512,她们见到了那个女店员评选了体育道德风尚奖的女店员。,-
513,你们提到了那个解冻了利资产的男厨师。,+
514,你们提到了那个男厨师解冻了利资产的男厨师。,-
515,她提到了那个发展了经济的男警察。,+
516,她提到了那个男警察发展了经济的男警察。,-
517,她看见了那个像了俄勒冈州软饮料罐的男科学家。,+
518,她看见了那个男科学家像了俄勒冈州软饮料罐的男科学家。,-
519,你见到了那个采取了税收保全措施的男导游。,+
520,你见到了那个男导游采取了税收保全措施的男导游。,-
521,他们遇到了那个克服了各种困难的男店员。,+
522,他们遇到了那个男店员克服了各种困难的男店员。,-
523,你见到了那个给了德国好处的男售货员。,+
524,你见到了那个男售货员给了德国好处的男售货员。,-
525,你见到了那个动用了催泪瓦斯的男导购。,+
526,你见到了那个男导购动用了催泪瓦斯的男导购。,-
527,她们遇到了那个进入救灾了灾区的男服务员。,+
528,她们遇到了那个男服务员进入救灾了灾区的男服务员。,-
529,他们遇见了那个成立了一个主体的男警察。,+
