stim1,stim2,stim3
232,这里有这任总统。,-
233,这里有一种作法。,+
234,这里有这种作法。,-
235,那里有一座炼油厂。,+
236,那里有那座炼油厂。,-
237,这里有一位领导人。,+
238,这里有这位领导人。,-
239,这里有一种学习。,+
240,这里有这种学习。,-
241,那里有一胞抢救组。,+
242,那里有那胞抢救组。,-
243,那里有一里海疆。,+
244,那里有那里海疆。,-
245,那里有一种邪教。,+
246,那里有那种邪教。,-
247,这里有一盘棋。,+
248,这里有这盘棋。,-
249,那里有一记耳光。,+
250,那里有那记耳光。,-
251,那里有一项步伐。,+
252,那里有那项步伐。,-
253,这里有一家书店。,+
254,这里有这家书店。,-
255,那里有一次能源。,+
256,那里有那次能源。,-
257,那里有一种观念。,+
258,那里有那种观念。,-
259,这里有一名宇航员。,+
260,这里有这名宇航员。,-
261,这里有一件意见。,+
262,这里有这件意见。,-
263,这里有一座车站。,+
264,这里有这座车站。,-
265,这里有一届银牌。,+
266,这里有这届银牌。,-
267,这里有一条规则。,+
268,这里有这条规则。,-
269,那里有一张脸。,+
270,那里有那张脸。,-
271,那里有一种赌博。,+
272,那里有那种赌博。,-
273,这里有一场战役。,+
274,这里有这场战役。,-
275,这里有一种文化。,+
276,这里有这种文化。,-
277,那里有一种管理。,+
278,那里有那种管理。,-
279,这里有一位老人。,+
280,这里有这位老人。,-
281,那里有一股绳。,+
282,那里有那股绳。,-
283,那里有一名人士。,+
284,那里有那名人士。,-
285,那里有一名抗议者。,+
286,那里有那名抗议者。,-
287,这里有一名老师。,+
288,这里有这名老师。,-
289,这里有一名专家。,+
290,这里有这名专家。,-
291,那里有一剂猛药。,+
292,那里有那剂猛药。,-
293,那里有一门课。,+
294,那里有那门课。,-
295,那里有一条纪侓。,+
296,那里有那条纪侓。,-
297,那里有一条线。,+
298,那里有那条线。,-
299,那里有一份工作。,+
300,那里有那份工作。,-
301,那里有一毫升血液。,+
302,那里有那毫升血液。,-
303,那里有一家门口。,+
304,那里有那家门口。,-
305,那里有一颗彗核。,+
306,那里有那颗彗核。,-
307,这里有一场事件。,+
308,这里有这场事件。,-
309,这里有一项灾情。,+
310,这里有这项灾情。,-
311,这里有一颗心。,+
312,这里有这颗心。,-
313,这里有一种动物。,+
314,这里有这种动物。,-
315,那里有一段时期。,+
316,那里有那段时期。,-
317,这里有一股风潮。,+
318,这里有这股风潮。,-
319,那里有一名嫌犯。,+
320,那里有那名嫌犯。,-
321,这里有一群仔。,+
322,这里有这群仔。,-
323,那里有一条道。,+
324,那里有那条道。,-
325,那里有一块金表。,+
326,那里有那块金表。,-
327,那里有一张金卡。,+
328,那里有那张金卡。,-
329,这里有一种语言。,+
330,这里有这种语言。,-
331,那里有一种晶片。,+
332,那里有那种晶片。,-
333,这里有一类群体。,+
334,这里有这类群体。,-
335,这里有一届航展。,+
336,这里有这届航展。,-
337,这里有一项基金。,+
338,这里有这项基金。,-
339,这里有一种判断。,+
340,这里有这种判断。,-
341,这里有一名死者。,+
342,这里有这名死者。,-
343,这里有一起走私案。,+
344,这里有这起走私案。,-
345,这里有一张照片儿。,+
346,这里有这张照片儿。,-
347,这里有一项运动。,+
348,这里有这项运动。,-
349,这里有一根骨头。,+
350,这里有这根骨头。,-
351,这里有一名信众。,+
352,这里有这名信众。,-
353,这里有一所高中。,+
354,这里有这所高中。,-
355,这里有一户居民。,+
356,这里有这户居民。,-
357,那里有一股火苗。,+
358,那里有那股火苗。,-
359,那里有一吨水泥。,+
360,那里有那吨水泥。,-
361,这里有一名以色列人。,+
362,这里有这名以色列人。,-
363,那里有一场斗争。,+
364,那里有那场斗争。,-
365,那里有一场梦。,+
366,那里有那场梦。,-
367,这里有一张卡片。,+
368,这里有这张卡片。,-
369,这里有一种技术。,+
370,这里有这种技术。,-
371,这里有一股暖流。,+
372,这里有这股暖流。,-
373,这里有一天会场。,+
374,这里有这天会场。,-
375,那里有一种成药。,+
376,那里有那种成药。,-
377,这里有一名同胞。,+
378,这里有这名同胞。,-
379,这里有一种野性。,+
380,这里有这种野性。,-
381,这里有一届部长。,+
382,这里有这届部长。,-
383,那里有一根烟。,+
384,那里有那根烟。,-
385,那里有一级联赛。,+
386,那里有那级联赛。,-
387,这里有一种老板。,+
388,这里有这种老板。,-
389,那里有一道催命符。,+
390,那里有那道催命符。,-
391,这里有一套小说。,+
392,这里有这套小说。,-
393,那里有一笔保险。,+
394,那里有那笔保险。,-
395,那里有一次洽谈会。,+
396,那里有那次洽谈会。,-
397,那里有一名住户。,+
398,那里有那名住户。,-
399,这里有一种浮夸风。,+
400,这里有这种浮夸风。,-
401,那里有一位兄弟。,+
402,那里有那位兄弟。,-
403,这里有一件日货。,+
404,这里有这件日货。,-
405,这里有一级政府。,+
406,这里有这级政府。,-
407,那里有一名官兵。,+
408,那里有那名官兵。,-
409,那里有一轮热潮。,+
410,那里有那轮热潮。,-
411,这里有一场游戏。,+
412,这里有这场游戏。,-
413,这里有一段季节。,+
414,这里有这段季节。,-
415,这里有一场内战。,+
416,这里有这场内战。,-
417,这里有一项决定。,+
418,这里有这项决定。,-
419,这里有一种乡下。,+
420,这里有这种乡下。,-
421,这里有一般养成所。,+
422,这里有这般养成所。,-
423,这里有一次赈灾。,+
424,这里有这次赈灾。,-
425,这里有一箱尿裤。,+
426,这里有这箱尿裤。,-
427,这里有一场车祸。,+
428,这里有这场车祸。,-
429,这里有一帮叫花子。,+
430,这里有这帮叫花子。,-
431,这里有一头牲畜。,+
432,这里有这头牲畜。,-
433,这里有一种贸易。,+
434,这里有这种贸易。,-
435,这里有一名众议员。,+
436,这里有这名众议员。,-
437,这里有一阵混乱。,+
438,这里有这阵混乱。,-
439,这里有一家工厂。,+
440,这里有这家工厂。,-
441,那里有一艘舰艇。,+
442,那里有那艘舰艇。,-
443,这里有一种丑闻。,+
444,这里有这种丑闻。,-
445,这里有一处用房。,+
446,这里有这处用房。,-
447,那里有一条短信。,+
448,那里有那条短信。,-
449,这里有一条规定。,+
450,这里有这条规定。,-
451,那里有一代台湾人。,+
452,那里有那代台湾人。,-
453,这里有一份工。,+
454,这里有这份工。,-
455,这里有一条技巧。,+
456,这里有这条技巧。,-
457,这里有一起喋血案。,+
458,这里有这起喋血案。,-
459,那里有一名被告。,+
460,那里有那名被告。,-
461,这里有一种种族。,+
462,这里有这种种族。,-
463,那里有一种股票。,+
464,那里有那种股票。,-
465,这里有一项规范。,+
466,这里有这项规范。,-
467,这里有一家分店。,+
468,这里有这家分店。,-
469,那里有一次婚。,+
470,那里有那次婚。,-
471,这里有一把砍刀。,+
472,这里有这把砍刀。,-
473,这里有一幅照片。,+
474,这里有这幅照片。,-
475,这里有一只羊。,+
476,这里有这只羊。,-
477,这里有一场血案。,+
478,这里有这场血案。,-
479,这里有一次调控。,+
480,这里有这次调控。,-
481,这里有一块牌子。,+
482,这里有这块牌子。,-
483,那里有一倍效率。,+
484,那里有那倍效率。,-
485,这里有一项议案。,+
486,这里有这项议案。,-
487,那里有一类声明。,+
488,那里有那类声明。,-
489,那里有一名冤魂。,+
490,那里有那名冤魂。,-
491,那里有一只苹果。,+
492,那里有那只苹果。,-
493,那里有一批成果。,+
494,那里有那批成果。,-
495,这里有一名水兵。,+
496,这里有这名水兵。,-
497,这里有一种桌面。,+
498,这里有这种桌面。,-
499,那里有一封推荐信。,+
500,那里有那封推荐信。,-
501,那里有一位斗士。,+
502,那里有那位斗士。,-
503,那里有一种部门。,+
504,那里有那种部门。,-
505,那里有一名定居者。,+
506,那里有那名定居者。,-
507,这里有一位获得者。,+
508,这里有这位获得者。,-
509,那里有一块地皮。,+
510,那里有那块地皮。,-
511,那里有一把刀。,+
512,那里有那把刀。,-
513,这里有一名负责人。,+
514,这里有这名负责人。,-
515,那里有一种原料。,+
516,那里有那种原料。,-
517,那里有一段日子。,+
518,那里有那段日子。,-
519,那里有一代宗师。,+
520,那里有那代宗师。,-
521,这里有一项乐器。,+
522,这里有这项乐器。,-
523,这里有一位受害者。,+
524,这里有这位受害者。,-
525,那里有一名观众。,+
526,那里有那名观众。,-
527,这里有一种体会。,+
528,这里有这种体会。,-
529,那里有一美元经费。,+
530,那里有那美元经费。,-
531,那里有一头狮子。,+
532,那里有那头狮子。,-
533,这里有一名副校长。,+
534,这里有这名副校长。,-
535,那里有一次全运会。,+
536,那里有那次全运会。,-
537,这里有一天研究生。,+
538,这里有这天研究生。,-
539,这里有一次讲座。,+
540,这里有这次讲座。,-
541,那里有一项共识。,+
542,那里有那项共识。,-
543,这里有一台处理器。,+
544,这里有这台处理器。,-
545,那里有一场火警。,+
546,那里有那场火警。,-
547,这里有一家医院。,+
548,这里有这家医院。,-
549,那里有一种焦虑。,+
550,那里有那种焦虑。,-
551,这里有一种结构。,+
552,这里有这种结构。,-
553,那里有一位钱物。,+
554,那里有那位钱物。,-
555,这里有一种感觉。,+
556,这里有这种感觉。,-
557,那里有一份备忘录。,+
558,那里有那份备忘录。,-
559,那里有一件修理件。,+
560,那里有那件修理件。,-
561,这里有一位总理。,+
562,这里有这位总理。,-
563,这里有一种情况。,+
564,这里有这种情况。,-
565,那里有一艘航母。,+
566,那里有那艘航母。,-
567,那里有一种理念。,+
568,那里有那种理念。,-
569,这里有一项举措。,+
570,这里有这项举措。,-
571,那里有一次集会。,+
572,那里有那次集会。,-
573,那里有一种装置。,+
574,那里有那种装置。,-
575,那里有一天行程。,+
576,那里有那天行程。,-
577,那里有一名乘客。,+
578,那里有那名乘客。,-
579,这里有一座题字碑。,+
580,这里有这座题字碑。,-
581,这里有一家加盟商。,+
582,这里有这家加盟商。,-
583,那里有一种说法。,+
584,那里有那种说法。,-
585,那里有一名示威者。,+
586,那里有那名示威者。,-
587,那里有一周视点。,+
588,那里有那周视点。,-
589,那里有一种课题。,+
590,那里有那种课题。,-
591,这里有一段历史。,+
592,这里有这段历史。,-
593,这里有一名中尉。,+
594,这里有这名中尉。,-
595,那里有一毛用处。,+
596,那里有那毛用处。,-
597,那里有一档节目。,+
598,那里有那档节目。,-
599,这里有一位主管。,+
600,这里有这位主管。,-
601,这里有一堆事情。,+
602,这里有这堆事情。,-
603,那里有一次展览。,+
604,那里有那次展览。,-
605,这里有一名士兵。,+
606,这里有这名士兵。,-
607,这里有一级干部。,+
608,这里有这级干部。,-
609,那里有一代伟人。,+
610,那里有那代伟人。,-
611,这里有一元新台币。,+
612,这里有这元新台币。,-
613,那里有一种方式。,+
614,那里有那种方式。,-
615,那里有一趟火车。,+
616,那里有那趟火车。,-
617,那里有一次倡议人。,+
618,那里有那次倡议人。,-
619,那里有一吨大豆。,+
620,那里有那吨大豆。,-
621,这里有一次目录。,+
622,这里有这次目录。,-
623,这里有一颗原子弹。,+
624,这里有这颗原子弹。,-
625,那里有一位参与者。,+
626,那里有那位参与者。,-
627,那里有一亩实验区。,+
628,那里有那亩实验区。,-
629,这里有一位领袖。,+
630,这里有这位领袖。,-
631,这里有一位作家。,+
632,这里有这位作家。,-
633,那里有一张发票。,+
634,那里有那张发票。,-
635,那里有一次检查。,+
636,那里有那次检查。,-
637,那里有一公里干流。,+
638,那里有那公里干流。,-
639,那里有一种在意。,+
640,那里有那种在意。,-
641,这里有一公斤物品。,+
642,这里有这公斤物品。,-
643,这里有一处胜地。,+
644,这里有这处胜地。,-
645,那里有一本诗篇。,+
646,那里有那本诗篇。,-
647,这里有一份不忍心。,+
648,这里有这份不忍心。,-
649,这里有一届交易会。,+
650,这里有这届交易会。,-
651,这里有一份礼物。,+
652,这里有这份礼物。,-
653,这里有一幢房子。,+
654,这里有这幢房子。,-
655,那里有一批开发区。,+
656,那里有那批开发区。,-
657,这里有一部电影。,+
658,这里有这部电影。,-
659,这里有一名嫌疑犯。,+
660,这里有这名嫌疑犯。,-
661,这里有一轮增长。,+
662,这里有这轮增长。,-
663,这里有一种好处。,+
664,这里有这种好处。,-
665,这里有一名议员。,+
666,这里有这名议员。,-
667,这里有一次异议权。,+
668,这里有这次异议权。,-
669,这里有一帮同学。,+
670,这里有这帮同学。,-
671,这里有一类新闻。,+
672,这里有这类新闻。,-
673,这里有一种利润。,+
674,这里有这种利润。,-
675,那里有一种人权。,+
676,那里有那种人权。,-
677,这里有一场爆炸。,+
678,这里有这场爆炸。,-
679,那里有一种暴行。,+
680,那里有那种暴行。,-
681,这里有一种选择。,+
682,这里有这种选择。,-
683,那里有一家保荐人。,+
684,那里有那家保荐人。,-
685,这里有一美元逆差。,+
686,这里有这美元逆差。,-
687,这里有一句好话。,+
688,这里有这句好话。,-
689,这里有一名法官。,+
690,这里有这名法官。,-
691,这里有一名警力。,+
692,这里有这名警力。,-
693,那里有一场演讲。,+
694,那里有那场演讲。,-
695,这里有一碗馄饨。,+
696,这里有这碗馄饨。,-
697,那里有一种心态。,+
698,那里有那种心态。,-
699,那里有一种期刊。,+
700,那里有那种期刊。,-
701,那里有一种效应。,+
702,那里有那种效应。,-
703,这里有一艘直升飞机。,+
704,这里有这艘直升飞机。,-
705,那里有一封信。,+
706,那里有那封信。,-
707,那里有一所院内。,+
708,那里有那所院内。,-
709,这里有一种药剂。,+
710,这里有这种药剂。,-
711,那里有一声咳嗽。,+
712,那里有那声咳嗽。,-
713,这里有一股定价。,+
714,这里有这股定价。,-
715,那里有一家服饰店。,+
716,那里有那家服饰店。,-
717,那里有一任署长。,+
718,那里有那任署长。,-
719,那里有一届运动会。,+
720,那里有那届运动会。,-
721,这里有一级承包。,+
722,这里有这级承包。,-
723,那里有一名警察。,+
724,那里有那名警察。,-
725,那里有一种伙伴。,+
726,那里有那种伙伴。,-
727,那里有一位嘉宾。,+
728,那里有那位嘉宾。,-
729,那里有一种天方夜谭。,+
730,那里有那种天方夜谭。,-
731,那里有一位名人。,+
732,那里有那位名人。,-
733,那里有一层意思。,+
734,那里有那层意思。,-
735,这里有一位医生。,+
736,这里有这位医生。,-
737,这里有一户会员。,+
738,这里有这户会员。,-
739,那里有一名工人。,+
740,那里有那名工人。,-
741,那里有一名面前。,+
742,那里有那名面前。,-
743,那里有一所高校。,+
744,那里有那所高校。,-
745,这里有一名矿工。,+
746,这里有这名矿工。,-
747,那里有一届众议院。,+
748,那里有那届众议院。,-
749,那里有一次会。,+
750,那里有那次会。,-
751,这里有一条路。,+
752,这里有这条路。,-
753,那里有一场大火。,+
754,那里有那场大火。,-
755,那里有一日安宁。,+
756,那里有那日安宁。,-
757,这里有一段时日。,+
758,这里有这段时日。,-
759,这里有一位看官。,+
760,这里有这位看官。,-
761,这里有一首会歌。,+
762,这里有这首会歌。,-
763,这里有一位穆斯林。,+
764,这里有这位穆斯林。,-
765,那里有一次总量。,+
766,那里有那次总量。,-
767,那里有一种趋势。,+
768,那里有那种趋势。,-
769,这里有一只崽。,+
770,这里有这只崽。,-
771,那里有一位战士。,+
772,那里有那位战士。,-
773,那里有一家店。,+
774,那里有那家店。,-
775,这里有一枚火箭弹。,+
776,这里有这枚火箭弹。,-
777,这里有一位民代。,+
778,这里有这位民代。,-
779,这里有一发炮弹。,+
780,这里有这发炮弹。,-
781,这里有一次接见。,+
782,这里有这次接见。,-
783,那里有一名好手。,+
784,那里有那名好手。,-
785,这里有一种黄片。,+
786,这里有这种黄片。,-
787,那里有一片草皮。,+
788,那里有那片草皮。,-
789,那里有一场政治战。,+
790,那里有那场政治战。,-
791,那里有一系列措施。,+
792,那里有那系列措施。,-
793,那里有一支枪。,+
794,那里有那支枪。,-
795,这里有一种房屋。,+
796,这里有这种房屋。,-
797,那里有一处收费点。,+
798,那里有那处收费点。,-
799,那里有一次疏散。,+
800,那里有那次疏散。,-
801,那里有一次购并案。,+
802,那里有那次购并案。,-
803,那里有一排右。,+
804,那里有那排右。,-
805,这里有一种乞讨者。,+
806,这里有这种乞讨者。,-
807,这里有一号大厅。,+
808,这里有这号大厅。,-
809,那里有一批人员。,+
810,那里有那批人员。,-
811,这里有一场雨水。,+
812,这里有这场雨水。,-
813,那里有一次大海啸。,+
814,那里有那次大海啸。,-
815,这里有一种概念化。,+
816,这里有这种概念化。,-
817,那里有一种类型。,+
818,那里有那种类型。,-
819,这里有一届金质奖。,+
820,这里有这届金质奖。,-
821,那里有一代网络。,+
822,那里有那代网络。,-
823,那里有一美元投资。,+
824,那里有那美元投资。,-
825,这里有一位法王。,+
826,这里有这位法王。,-
827,这里有一份简报。,+
828,这里有这份简报。,-
829,那里有一张纸头。,+
830,那里有那张纸头。,-
831,那里有一颗大牙。,+
832,那里有那颗大牙。,-
833,这里有一位博士后。,+
834,这里有这位博士后。,-
835,这里有一种想法。,+
836,这里有这种想法。,-
837,这里有一块吞吐量。,+
838,这里有这块吞吐量。,-
839,那里有一种后果。,+
840,那里有那种后果。,-
841,这里有一颗炸弹。,+
842,这里有这颗炸弹。,-
843,这里有一所军校。,+
844,这里有这所军校。,-
845,那里有一次跤。,+
846,那里有那次跤。,-
847,那里有一家装饰店。,+
848,那里有那家装饰店。,-
849,这里有一波乐团热。,+
850,这里有这波乐团热。,-
851,那里有一套发射器。,+
852,那里有那套发射器。,-
853,这里有一届亚军。,+
854,这里有这届亚军。,-
855,这里有一篇帖子。,+
856,这里有这篇帖子。,-
857,这里有一种关系。,+
858,这里有这种关系。,-
859,那里有一位大使。,+
860,那里有那位大使。,-
861,那里有一等公屋。,+
862,那里有那等公屋。,-
863,那里有一起命案。,+
864,那里有那起命案。,-
865,这里有一部戏。,+
866,这里有这部戏。,-
867,那里有一美元贷款。,+
868,那里有那美元贷款。,-
869,那里有一天年假。,+
870,那里有那天年假。,-
871,那里有一名儿童。,+
872,那里有那名儿童。,-
873,这里有一位政客。,+
874,这里有这位政客。,-
875,这里有一条留言。,+
876,这里有这条留言。,-
877,这里有一家料理店。,+
878,这里有这家料理店。,-
879,那里有一册图书。,+
880,那里有那册图书。,-
881,这里有一种逻辑。,+
882,这里有这种逻辑。,-
883,那里有一次演出。,+
884,那里有那次演出。,-
885,这里有一次衰退。,+
886,这里有这次衰退。,-
887,那里有一次里面。,+
888,那里有那次里面。,-
889,那里有一艘护卫舰。,+
890,那里有那艘护卫舰。,-
891,这里有一天暴雨。,+
892,这里有这天暴雨。,-
893,那里有一名将领。,+
894,那里有那名将领。,-
895,那里有一台起重机。,+
896,那里有那台起重机。,-
897,这里有一种状况。,+
898,这里有这种状况。,-
899,那里有一批项目。,+
900,那里有那批项目。,-
901,这里有一张地图。,+
902,这里有这张地图。,-
903,那里有一套哲学。,+
904,那里有那套哲学。,-
905,这里有一张胶片。,+
906,这里有这张胶片。,-
907,那里有一种底气。,+
908,那里有那种底气。,-
909,这里有一架战斗机。,+
910,这里有这架战斗机。,-
911,这里有一瓶红酒。,+
912,这里有这瓶红酒。,-
913,这里有一次金额。,+
914,这里有这次金额。,-
915,那里有一公斤种。,+
916,那里有那公斤种。,-
917,那里有一种战略。,+
918,那里有那种战略。,-
919,这里有一篇讲稿。,+
920,这里有这篇讲稿。,-
921,那里有一系列协议。,+
922,那里有那系列协议。,-
923,那里有一种叠墅。,+
924,那里有那种叠墅。,-
925,这里有一双眼睛。,+
926,这里有这双眼睛。,-
927,这里有一名军官。,+
928,这里有这名军官。,-
929,那里有一辆方案。,+
930,那里有那辆方案。,-
931,这里有一种打法。,+
932,这里有这种打法。,-
933,那里有一天案件。,+
934,那里有那天案件。,-
935,这里有一次起起落落。,+
936,这里有这次起起落落。,-
937,那里有一名同业。,+
938,那里有那名同业。,-
939,那里有一种传染病。,+
940,那里有那种传染病。,-
941,这里有一条策略。,+
942,这里有这条策略。,-
943,那里有一位教授。,+
944,那里有那位教授。,-
945,那里有一次爆裂物。,+
946,那里有那次爆裂物。,-
947,这里有一届冠军。,+
948,这里有这届冠军。,-
949,那里有一天年纪。,+
950,那里有那天年纪。,-
951,这里有一名女子。,+
952,这里有这名女子。,-
953,那里有一项建议。,+
954,那里有那项建议。,-
955,这里有一名球员。,+
956,这里有这名球员。,-
957,这里有一把刀子。,+
958,这里有这把刀子。,-
959,这里有一种公司。,+
960,这里有这种公司。,-
961,那里有一次演说。,+
962,那里有那次演说。,-
963,那里有一种形式。,+
964,那里有那种形式。,-
965,这里有一公斤金牌。,+
966,这里有这公斤金牌。,-
967,那里有一番讲话。,+
968,那里有那番讲话。,-
969,那里有一门子法治。,+
970,那里有那门子法治。,-
971,这里有一天交流。,+
972,这里有这天交流。,-
973,这里有一颗卫星。,+
974,这里有这颗卫星。,-
975,那里有一名家长。,+
976,那里有那名家长。,-
977,这里有一部分选民。,+
978,这里有这部分选民。,-
979,这里有一张台。,+
980,这里有这张台。,-
981,这里有一名打工爸。,+
982,这里有这名打工爸。,-
983,那里有一块地方。,+
984,那里有那块地方。,-
985,这里有一次大会。,+
986,这里有这次大会。,-
987,这里有一班美眉。,+
988,这里有这班美眉。,-
989,那里有一家单位。,+
990,那里有那家单位。,-
991,这里有一种偶然。,+
992,这里有这种偶然。,-
993,这里有一种烧饼。,+
994,这里有这种烧饼。,-
995,那里有一栋楼。,+
996,那里有那栋楼。,-
997,这里有一路记者。,+
998,这里有这路记者。,-
999,那里有一种生命观。,+
1000,那里有那种生命观。,-
1001,这里有一份遗嘱。,+
1002,这里有这份遗嘱。,-
1003,这里有一门子公平。,+
1004,这里有这门子公平。,-
1005,那里有一张成本。,+
1006,那里有那张成本。,-
1007,这里有一届锦标赛。,+
1008,这里有这届锦标赛。,-
1009,这里有一段人生。,+
1010,这里有这段人生。,-
1011,这里有一元提货券。,+
1012,这里有这元提货券。,-
1013,那里有一号合署。,+
