stim1,stim2,stim3
214,她们在学了那computer。,-
215,他们在做生意了。,+
216,他们在做了生意。,-
217,她们在学英语了。,+
218,她们在学了英语。,-
219,她们在批评他了。,+
220,她们在批评了他。,-
221,她们在干啥了。,+
222,她们在干了啥。,-
223,她们在看书了。,+
224,她们在看了书。,-
225,他们在装空调了。,+
226,他们在装了空调。,-
227,她们在欣赏你的文章了。,+
228,她们在欣赏了你的文章。,-
229,他们在抹黑他了。,+
230,他们在抹黑了他。,-
231,她们在不受性放纵了。,+
232,她们在不了受性放纵。,-
233,他们在批评台湾当选总统陈水扁了。,+
234,他们在批评了台湾当选总统陈水扁。,-
235,他们在平衡自己了。,+
236,他们在平衡了自己。,-
237,他们在给她了。,+
238,他们在给了她。,-
239,她们在去澳洲了。,+
240,她们在去了澳洲。,-
241,他们在准备这个月的质量简报了。,+
242,他们在准备了这个月的质量简报。,-
243,她们在看资料了。,+
244,她们在看了资料。,-
245,她们在发微博了。,+
246,她们在发了微博。,-
247,他们在制造需求了。,+
248,他们在制造了需求。,-
249,她们在干么了。,+
250,她们在干了么。,-
251,她们在啃这一件事了。,+
252,她们在啃了这一件事。,-
253,她们在做服装批发了。,+
254,她们在做了服装批发。,-
255,他们在解决问题了。,+
256,他们在解决了问题。,-
257,他们在寻求补贴了。,+
258,他们在寻求了补贴。,-
259,他们在争取传统的支持了。,+
260,他们在争取了传统的支持。,-
261,她们在发动各地的州长了。,+
262,她们在发动了各地的州长。,-
263,他们在看电视了。,+
264,他们在看了电视。,-
265,她们在用硼酸了。,+
266,她们在用了硼酸。,-
267,他们在装道学家了。,+
268,他们在装了道学家。,-
269,他们在调查车祸的肇事原因了。,+
270,他们在调查了车祸的肇事原因。,-
271,他们在干吗了。,+
272,他们在干了吗。,-
273,她们在看稿子了。,+
274,她们在看了稿子。,-
275,他们在听另一个小孩的case了。,+
276,他们在听了另一个小孩的case。,-
277,她们在想念你了。,+
278,她们在想念了你。,-
279,他们在进行恐怖计划了。,+
280,他们在进行了恐怖计划。,-
281,他们在编鬼话了。,+
282,他们在编了鬼话。,-
283,他们在拿你的东西了。,+
284,他们在拿了你的东西。,-
285,他们在执行命令了。,+
286,他们在执行了命令。,-
287,她们在等一个关于特鲁门的问答了。,+
288,她们在等了一个关于特鲁门的问答。,-
289,她们在用中国人的思维看这件事儿了。,+
290,她们在用了中国人的思维看这件事儿。,-
291,她们在读纽约时报了。,+
292,她们在读了纽约时报。,-
293,她们在积累词汇量了。,+
294,她们在积累了词汇量。,-
295,他们在看什么了。,+
296,他们在看了什么。,-
297,她们在换新钞票了。,+
298,她们在换了新钞票。,-
299,他们在监视有疑情案情了。,+
300,他们在监视了有疑情案情。,-
301,他们在保护土地了。,+
302,他们在保护了土地。,-
303,他们在骗你们钱了。,+
304,他们在骗了你们钱。,-
305,她们在干什么事了。,+
306,她们在干了什么事。,-
307,她们在敲中国的大门了。,+
308,她们在敲了中国的大门。,-
309,他们在带上孩子车了。,+
310,他们在带上了孩子车。,-
311,他们在搞年中庆了。,+
312,他们在搞了年中庆。,-
313,她们在抢专家号了。,+
314,她们在抢了专家号。,-
315,他们在跟她老公打电话了。,+
316,他们在跟她老公打了电话。,-
317,她们在等最新的电池了。,+
318,她们在等最新的电池了。,-
319,她们在弄别的了。,+
320,她们在弄别的了。,-
321,她们在做大事情了。,+
322,她们在做大事情了。,-
323,他们在做什么了。,+
324,他们在做了什么。,-
325,他们在发生什么了。,+
326,他们在发生了什么。,-
327,他们在审查一份保密的银行记录了。,+
328,他们在审查了一份保密的银行记录。,-
329,他们在走相对专业化的路线了。,+
330,他们在走了相对专业化的路线。,-
331,她们在起作用了。,+
332,她们在起了作用。,-
333,她们在谈那个北方四岛的问题了。,+
334,她们在谈了那个北方四岛的问题。,-
335,他们在一个劲的坚称自己是发展中国家了。,+
336,他们在一个劲的坚称了自己是发展中国家。,-
337,他们在宰我们了。,+
338,他们在宰了我们。,-
339,她们在忙装修了。,+
340,她们在忙了装修。,-
341,他们在发大水了。,+
342,他们在发了大水。,-
343,她们在还我们的偶像雷锋的真实面貌了。,+
344,她们在还了我们的偶像雷锋的真实面貌。,-
345,她们在看那电视了。,+
346,她们在看了那电视。,-
347,她们在确定一下是不是ADN的原因了。,+
348,她们在确定了一下是不是ADN的原因。,-
349,她们在拍视频了。,+
350,她们在拍了视频。,-
351,他们在在乎那些所谓的名声了。,+
352,他们在在乎了那些所谓的名声。,-
353,他们在忙妞妞了。,+
354,他们在忙了妞妞。,-
355,他们在定纽约的宾馆了。,+
356,他们在定了纽约的宾馆。,-
357,她们在等待最后一次手术了。,+
358,她们在等待了最后一次手术。,-
359,她们在殴打他了。,+
360,她们在殴打了他。,-
361,他们在做娱乐新闻了。,+
362,他们在做了娱乐新闻。,-
363,她们在敲打船体了。,+
364,她们在敲打了船体。,-
365,她们在吃麦当劳了。,+
366,她们在吃了麦当劳。,-
367,她们在问这个事了。,+
368,她们在问了这个事。,-
369,他们在玩躲猫猫了。,+
370,他们在玩了躲猫猫。,-
371,他们在逐渐地发生变化了。,+
372,他们在逐渐地发生了变化。,-
373,她们在考虑这个问题了。,+
374,她们在考虑这个了问题。,-
375,他们在进行基因研究了。,+
376,他们在进行了基因研究。,-
377,她们在处理照片了。,+
378,她们在处理了照片。,-
379,她们在迷恋他了。,+
380,她们在迷恋了他。,-
381,她们在考虑移民了。,+
382,她们在考虑了移民。,-
383,她们在淡忘五四了。,+
384,她们在淡忘了五四。,-
385,她们在P图了。,+
386,她们在P了图。,-
387,她们在出租pinebrook的房子了。,+
388,她们在出租了pinebrook的房子。,-
389,他们在考托福了。,+
390,他们在考了托福。,-
391,他们在讨论这个他妈新移民法案了。,+
392,他们在讨论了这个他妈新移民法案。,-
393,她们在体现权贵利益了。,+
394,她们在体现了权贵利益。,-
395,他们在看下大屏幕了。,+
396,他们在看下了大屏幕。,-
397,她们在发生作用了。,+
398,她们在发生了作用。,-
399,他们在谈论通行费和私有化了。,+
400,他们在谈论了通行费和私有化。,-
401,她们在听后头了。,+
402,她们在听了后头。,-
403,他们在笑话我了。,+
404,他们在笑话了我。,-
405,她们在产生债务了。,+
406,她们在产生了债务。,-
407,她们在在起这个枢纽作用了。,+
408,她们在在了起这个枢纽作用。,-
409,他们在起这个枢纽作用了。,+
410,他们在起了这个枢纽作用。,-
411,他们在随着国力强大以后参与国际竞争了。,+
412,他们在随着国力强大以后参与了国际竞争。,-
413,她们在进行一种实验了。,+
414,她们在进行一种实验了。,-
415,他们在说这个话了。,+
416,他们在说了这个话。,-
417,她们在熟悉美国的大学了。,+
418,她们在熟悉了美国的大学。,-
419,他们在接受审问了。,+
420,他们在接受了审问。,-
421,他们在谴责叙利亚对反对派的镇压了。,+
422,他们在谴责了叙利亚对反对派的镇压。,-
423,他们在担任法庭庭长了。,+
424,他们在担任了法庭庭长。,-
425,他们在调侃我了。,+
426,他们在调侃了我。,-
427,她们在搞东西了。,+
428,她们在搞了东西。,-
429,他们在说这句话了。,+
430,他们在说了这句话。,-
431,她们在想啥了。,+
432,她们在想了啥。,-
433,他们在做迪拜的业务了。,+
434,他们在做了迪拜的业务。,-
435,她们在做业务了。,+
436,她们在做了业务。,-
437,她们在和反对派利库德集团的领导人沙龙进行谈判了。,+
438,她们在和了反对派利库德集团的领导人沙龙进行谈判。,-
439,她们在装桌子了。,+
440,她们在装了桌子。,-
441,他们在残害国人的生命了。,+
442,他们在残害了国人的生命。,-
443,她们在造成二次污染了。,+
444,她们在造成了二次污染。,-
445,他们在等我们了。,+
446,他们在等了我们。,-
447,他们在开那个计算机的什么店了。,+
448,他们在开了那个计算机的什么店。,-
449,她们在说什么东西了。,+
450,她们在说了什么东西。,-
451,他们在买这些东西了。,+
452,他们在买了这些东西。,-
453,她们在玩游戏了。,+
454,她们在玩了游戏。,-
455,他们在定往返机票的事情了。,+
456,他们在定了往返机票的事情。,-
457,他们在重走陈水扁的老路了。,+
458,他们在重走了陈水扁的老路。,-
459,她们在强奸法律了。,+
460,她们在强奸法律了。,-
461,他们在寄到中国了。,+
462,他们在寄到了中国。,-
463,她们在放点红糖了。,+
464,她们在放了点红糖。,-
465,他们在讲电话了。,+
466,他们在讲了电话。,-
467,她们在玩飞行棋了。,+
468,她们在玩了飞行棋。,-
469,他们在做好最后一次关门的准备了。,+
470,他们在做好了最后一次关门的准备。,-
471,他们在依赖政府补助了。,+
472,他们在依赖了政府补助。,-
473,他们在跟父母打电话了。,+
474,他们在跟父母打了电话。,-
475,他们在快递发票了。,+
476,他们在快递了发票。,-
477,她们在帮主子的忙了。,+
478,她们在帮了主子的忙。,-
479,他们在破坏中日友好的大局了。,+
480,他们在破坏了中日友好的大局。,-
481,她们在吃鸡蛋了。,+
482,她们在吃了鸡蛋。,-
483,她们在问自己是谁了。,+
484,她们在问了自己是谁。,-
485,他们在积极地支持当地的一些救援活动了。,+
486,他们在积极地支持了当地的一些救援活动。,-
487,他们在代表普通民众了。,+
488,他们在代表了普通民众。,-
489,他们在一直审核标书了。,+
490,他们在一直审核了标书。,-
491,她们在冲入运河里面了。,+
492,她们在冲入运河了里面。,-
493,她们在搞一个咨询服务的合同了。,+
494,她们在搞一了个咨询服务的合同。,-
495,她们在忙么司了。,+
496,她们在忙么了司。,-
497,她们在写煽情的话了。,+
498,她们在写煽情了的话。,-
499,他们在大量赚中国人的钱了。,+
500,他们在大量赚了中国人的钱。,-
501,他们在为农民生产现代化生活用品了。,+
502,他们在为农民生产了现代化生活用品。,-
503,她们在做作业了。,+
504,她们在做作业了。,-
505,他们在痛苦寻找工作了。,+
506,他们在痛苦寻找了工作。,-
507,他们在接受警方调查了。,+
508,他们在接受了警方调查。,-
509,他们在操纵司法了。,+
510,他们在操纵了司法。,-
511,她们在堵截后面的船了。,+
512,她们在堵截了后面的船。,-
513,他们在给他了。,+
514,他们在给了他。,-
515,她们在将小说了。,+
516,她们在将了小说。,-
517,他们在争取参政了。,+
518,他们在争取了参政。,-
519,他们在张扬什么了。,+
520,他们在张扬了什么。,-
521,他们在纵容犯罪了。,+
522,他们在纵容了犯罪。,-
523,她们在监视他们了。,+
524,她们在监视了他们。,-
525,她们在向观众说故事了。,+
526,她们在向了观众说故事。,-
527,她们在发泄她对北京的怒气了。,+
528,她们在发泄了她对北京的怒气。,-
529,他们在想什么了。,+
530,他们在想了什么。,-
531,他们在进行经济改革了。,+
532,他们在进行了经济改革。,-
533,她们在发挥积极的作用了。,+
534,她们在发挥了积极的作用。,-
535,他们在想办法了。,+
536,他们在想了办法。,-
537,她们在举行非法集会了。,+
538,她们在举行了非法集会。,-
539,她们在选择政党政治与民主发展的新方向了。,+
540,她们在选择了政党政治与民主发展的新方向。,-
541,他们在选择国家未来的政党政治与宪政走向了。,+
542,他们在选择了国家未来的政党政治与宪政走向。,-
543,她们在缔造两岸人民的前途与台湾各族群间的和谐社会了。,+
544,她们在缔造了两岸人民的前途与台湾各族群间的和谐社会。,-
545,他们在作复原了。,+
546,他们在作了复原。,-
547,他们在确认直线视线内无其他车辆了。,+
548,他们在确认了直线视线内无其他车辆。,-
549,她们在跟其它的品牌谈合资或者是合作了。,+
550,她们在跟了其它的品牌谈合资或者是合作。,-
551,他们在学SAT了。,+
552,他们在学了SAT。,-
553,他们在向中共传达一项和平的讯息了。,+
554,他们在向中共传达了一项和平的讯息。,-
555,他们在喝粥了。,+
556,他们在喝了粥。,-
557,他们在写材料了。,+
558,他们在写了材料。,-
559,她们在呼唤社会的包容和灌溉了。,+
560,她们在呼唤了社会的包容和灌溉。,-
561,她们在找你了。,+
562,她们在找了你。,-
563,他们在反对转基因了。,+
564,他们在反对了转基因。,-
565,她们在看下子房子的信息了。,+
566,她们在看了下子房子的信息。,-
567,他们在观看一场表演了。,+
568,他们在观看了一场表演。,-
569,她们在和高级助手与中东有关国家磋商立场了。,+
570,她们在和了高级助手与中东有关国家磋商立场。,-
571,她们在看bible了。,+
572,她们在看了bible。,-
573,他们在听北京北京了。,+
574,他们在听了北京北京。,-
575,她们在迷惑美国了。,+
576,她们在迷惑了美国。,-
577,她们在做运动了。,+
578,她们在做了运动。,-
579,他们在做培训了。,+
580,他们在做了培训。,-
581,她们在发生变化了。,+
582,她们在发生了变化。,-
583,她们在租房子了。,+
584,她们在租了房子。,-
585,她们在做全科医生了。,+
586,她们在做了全科医生。,-
587,她们在做省著名商标了。,+
588,她们在做了省著名商标。,-
589,她们在讨论这些问题了。,+
590,她们在讨论了这些问题。,-
591,他们在追查其他嫌犯了。,+
592,他们在追查了其他嫌犯。,-
593,他们在威胁我们的安全了。,+
594,他们在威胁了我们的安全。,-
595,他们在做舍徽了。,+
596,他们在做了舍徽。,-
597,他们在垄断世界经济命脉了。,+
598,他们在垄断了世界经济命脉。,-
599,他们在说我了。,+
600,他们在说了我。,-
601,他们在搞什么二十周年庆了。,+
602,他们在搞了什么二十周年庆。,-
603,他们在玩弄记者与报料来源之间的关系了。,+
604,他们在玩弄了记者与报料来源之间的关系。,-
605,她们在使用石墙战术了。,+
606,她们在使用了石墙战术。,-
607,她们在推动着我了。,+
608,她们在推动了着我。,-
609,他们在讲一个具体的故事了。,+
610,他们在讲了一个具体的故事。,-
611,她们在引导你了。,+
612,她们在引导了你。,-
613,她们在保护这些曾经是法官的信息来源了。,+
614,她们在保护了这些曾经是法官的信息来源。,-
615,她们在找天线了。,+
616,她们在找了天线。,-
617,她们在做些什么了。,+
618,她们在做了些什么。,-
619,她们在走下坡路了。,+
620,她们在走了下坡路。,-
621,她们在制造无产阶级了。,+
622,她们在制造了无产阶级。,-
623,他们在问这些问题了。,+
624,他们在问了这些问题。,-
625,他们在追她了。,+
626,他们在追了她。,-
627,他们在缓慢的写作业了。,+
628,他们在缓慢的写了作业。,-
629,她们在做房奴了。,+
630,她们在做房奴了。,-
631,他们在问她了。,+
632,他们在问了她。,-
633,他们在查心肝肾功能了。,+
634,他们在查了心肝肾功能。,-
635,他们在炒房了。,+
636,他们在炒了房。,-
637,她们在等什么了。,+
638,她们在等了什么。,-
639,他们在等缘分了。,+
640,他们在等了缘分。,-
641,她们在看看电影在办公室了。,+
642,她们在看看了电影在办公室。,-
643,他们在说自主品牌这四个字了。,+
644,他们在说了自主品牌这四个字。,-
645,他们在正常地回答问题了。,+
646,他们在正常地回答了问题。,-
647,她们在看儿子了。,+
648,她们在看儿子了。,-
649,他们在糊弄百姓了。,+
650,他们在糊弄了百姓。,-
651,她们在探寻彼此的意思了。,+
652,她们在探寻了彼此的意思。,-
653,他们在麻痹中国人民了。,+
654,他们在麻痹了中国人民。,-
655,他们在准备投票了。,+
656,他们在准备了投票。,-
657,她们在办签证了。,+
658,她们在办了签证。,-
659,她们在准备ibttoefl了。,+
660,她们在准备了ibttoefl。,-
661,他们在商谈一些棘手的东西了。,+
662,他们在商谈了一些棘手的东西。,-
663,她们在说的话了。,+
664,她们在说了的话。,-
665,他们在做最后的挣扎了。,+
666,他们在做了最后的挣扎。,-
667,她们在制定一个政府计划了。,+
668,她们在制定了一个政府计划。,-
669,他们在传这个消息了。,+
670,他们在传了这个消息。,-
671,他们在进行立法了。,+
672,他们在进行了立法。,-
673,她们在抓这问题的鸡毛蒜皮了。,+
674,她们在抓了这问题的鸡毛蒜皮。,-
675,她们在保护共和党的多数了。,+
676,她们在保护了共和党的多数。,-
677,她们在承受％ｐｗ何种压力了。,+
678,她们在承受了％ｐｗ何种压力。,-
679,他们在期望这个了。,+
680,他们在期望了这个。,-
681,他们在说假话了。,+
682,他们在说了假话。,-
683,她们在追求最大的民主了。,+
684,她们在追求了最大的民主。,-
685,她们在追求个人最大化自由了。,+
686,她们在追求了个人最大化自由。,-
687,她们在开班经营班了。,+
688,她们在开班了经营班。,-
689,他们在介绍花语了。,+
690,他们在介绍了花语。,-
691,他们在等待啥了。,+
692,他们在等待了啥。,-
693,他们在浪费资源了。,+
694,他们在浪费了资源。,-
695,他们在教训我爸爸了。,+
696,他们在教训了我爸爸。,-
697,她们在苦心擘划社会福利制度了。,+
698,她们在苦心了擘划社会福利制度。,-
699,她们在忙于此事了。,+
700,她们在忙于了此事。,-
701,他们在谈论他了。,+
702,他们在谈论了他。,-
703,她们在如何影响动物了。,+
704,她们在如何了影响动物。,-
705,她们在跟死亡权利运动作斗争了。,+
706,她们在跟了死亡权利运动作斗争。,-
707,她们在折磨着在卢旺达的幸存者跟野生动物了。,+
708,她们在折磨了着在卢旺达的幸存者跟野生动物。,-
709,她们在照顾它了。,+
710,她们在照顾了它。,-
711,他们在为那个国家做了不起的事情了。,+
712,他们在为那个国家做了了不起的事情。,-
713,他们在询问其他人了。,+
714,他们在询问了其他人。,-
715,他们在想些什么了。,+
716,他们在想了些什么。,-
717,她们在进行调查了。,+
718,她们在进行了调查。,-
719,他们在解释那些话了。,+
720,他们在解释了那些话。,-
721,他们在想这个事了。,+
722,他们在想了这个事。,-
723,她们在上大一哲学启蒙课了。,+
724,她们在上了大一哲学启蒙课。,-
725,她们在探索两岸关系的最后底线了。,+
726,她们在探索了两岸关系的最后底线。,-
727,她们在作最后的努力了。,+
728,她们在作了最后的努力。,-
729,她们在后悔自己先前对利比亚局势的判断了。,+
730,她们在后悔了自己先前对利比亚局势的判断。,-
731,他们在打卡扎菲了。,+
732,他们在打了卡扎菲。,-
733,她们在忙签证的事情了。,+
734,她们在忙了签证的事情。,-
735,他们在给新政府２到８个月的观察期了。,+
736,他们在给了新政府２到８个月的观察期。,-
737,他们在清理自己过去的旧作诗文了。,+
738,他们在清理了自己过去的旧作诗文。,-
739,他们在做啥了。,+
740,他们在做了啥。,-
741,她们在与刘长乐唱对台戏了。,+
742,她们在与了刘长乐唱对台戏。,-
743,她们在制衡中国了。,+
744,她们在制衡了中国。,-
745,她们在保护干部了。,+
746,她们在保护了干部。,-
747,他们在问高行健是谁了。,+
748,他们在问了高行健是谁。,-
749,他们在养你们了。,+
750,他们在养了你们。,-
751,她们在打江山了。,+
752,她们在打了江山。,-
753,他们在建工程质量了。,+
754,他们在建了工程质量。,-
755,他们在搞族群运动了。,+
756,他们在搞了族群运动。,-
757,他们在播黄石的宣传片了。,+
758,他们在播了黄石的宣传片。,-
759,他们在考虑资本运作的可能性了。,+
760,他们在考虑了资本运作的可能性。,-
761,他们在进行二期临床实验了。,+
762,他们在进行了二期临床实验。,-
763,她们在谈星座了。,+
764,她们在谈了星座。,-
765,她们在研究分级制度了。,+
766,她们在研究了分级制度。,-
767,她们在拿自己的钱了。,+
768,她们在拿了自己的钱。,-
769,她们在持续的以色列和巴勒斯坦之间的暴力冲突了。,+
770,她们在持续了的以色列和巴勒斯坦之间的暴力冲突。,-
771,他们在压抑自己了。,+
772,他们在压抑了自己。,-
773,他们在寻找什么样的理想环境了。,+
774,他们在寻找了什么样的理想环境。,-
775,她们在盯着萤光幕了。,+
776,她们在盯了着萤光幕。,-
777,他们在看一个新闻了。,+
778,他们在看了一个新闻。,-
779,他们在标榜台湾民主是大陆的灯塔了。,+
780,他们在标榜了台湾民主是大陆的灯塔。,-
781,她们在偷偷的忙申请了。,+
782,她们在偷偷了的忙申请。,-
783,他们在加紧推动小学英文了。,+
784,他们在加紧推动了小学英文。,-
785,他们在挑战美国的霸权了。,+
786,他们在挑战了美国的霸权。,-
787,她们在维护自己的利益了。,+
788,她们在维护了自己的利益。,-
789,她们在维护她自己的利益了。,+
790,她们在维护了她自己的利益。,-
791,他们在对你说些什么了。,+
792,他们在对你说了些什么。,-
793,她们在准备下一世纪的战争了。,+
794,她们在准备下一了世纪的战争。,-
795,她们在为奥运作准备了。,+
796,她们在为奥运作了准备。,-
797,她们在勤学英语了。,+
798,她们在勤学英语了。,-
799,她们在这个什么炒房了。,+
800,她们在这个什么炒了房。,-
801,她们在进一步探索一些新型的人才引进和管理办法了。,+
802,她们在进一步探索一些了新型的人才引进和管理办法。,-
803,她们在践踏人们对它的信任了。,+
804,她们在践踏人们对了它的信任。,-
805,他们在讨论银行银行了。,+
806,他们在讨论了银行银行。,-
807,她们在骗钱了。,+
808,她们在骗了钱。,-
809,她们在用利益诱惑分化朝缅了。,+
810,她们在用了利益诱惑分化朝缅。,-
811,她们在找新的增长点了。,+
812,她们在找了新的增长点。,-
813,她们在丢包服了。,+
814,她们在丢了包服。,-
815,她们在招人了。,+
816,她们在招了人。,-
817,他们在搞浮夸了。,+
818,他们在搞了浮夸。,-
819,她们在浪费两会资源了。,+
820,她们在浪费了两会资源。,-
821,他们在不断变换手法了。,+
822,他们在不断变换了手法。,-
823,他们在研究这个悬案了。,+
