stim1,stim2,stim3
300,他们在实现了全民免费医疗。,-
301,她们在具备这个经济实力。,+
302,她们在具备了这个经济实力。,-
303,她们在吃喝公款上万亿。,+
304,她们在吃喝了公款上万亿。,-
305,他们在搞个全民免费医疗。,+
306,他们在搞了个全民免费医疗。,-
307,她们在造成致命打击。,+
308,她们在造成了致命打击。,-
309,她们在担任总统。,+
310,她们在担任了总统。,-
311,他们在前往当地。,+
312,他们在前往了当地。,-
313,他们在进行会晤。,+
314,他们在进行了会晤。,-
315,他们在改变投票人选。,+
316,他们在改变了投票人选。,-
317,他们在投票给他们。,+
318,他们在投票了给他们。,-
319,他们在负起责任。,+
320,他们在负起了责任。,-
321,他们在改投其他候选人。,+
322,他们在改了投其他候选人。,-
323,他们在左右股市表现。,+
324,他们在左右了股市表现。,-
325,她们在扫除黑金。,+
326,她们在扫除了黑金。,-
327,他们在参与股份制改革。,+
328,他们在参与了股份制改革。,-
329,他们在进行并购和重组。,+
330,他们在进行了并购和重组。,-
331,他们在随上份子。,+
332,他们在随上了份子。,-
333,她们在开个小口。,+
334,她们在开了个小口。,-
335,他们在点击迪斯尼一站。,+
336,他们在点击了迪斯尼一站。,-
337,他们在通往迪斯尼方向。,+
338,他们在通往了迪斯尼方向。,-
339,他们在开通自由行。,+
340,他们在开通了自由行。,-
341,她们在坐上摩天巨轮。,+
342,她们在坐上了摩天巨轮。,-
343,他们在同处一城。,+
344,他们在同处了一城。,-
345,她们在分呃七个区域。,+
346,她们在分了呃七个区域。,-
347,他们在收看旅游新天地。,+
348,他们在收看了旅游新天地。,-
349,他们在幻化成一个舞台。,+
350,他们在幻化了成一个舞台。,-
351,他们在提升香港旅游。,+
352,他们在提升了香港旅游。,-
353,他们在感受湿地生态。,+
354,他们在感受了湿地生态。,-
355,他们在观察雀鸟。,+
356,他们在观察了雀鸟。,-
357,她们在用这个黑脸琵鹭。,+
358,她们在用了这个黑脸琵鹭。,-
359,他们在去那个大佛。,+
360,他们在去了那个大佛。,-
361,他们在信仰佛教。,+
362,他们在信仰了佛教。,-
363,他们在变成现实。,+
364,他们在变成了现实。,-
365,她们在建这条新。,+
366,她们在建了这条新。,-
367,他们在品尝美食。,+
368,他们在品尝了美食。,-
369,他们在进入最后读秒。,+
370,他们在进入了最后读秒。,-
371,他们在试那个服务。,+
372,他们在试了那个服务。,-
373,她们在开辟新天地。,+
374,她们在开辟了新天地。,-
375,他们在爱上这座城市。,+
376,他们在爱上了这座城市。,-
377,她们在享誉世界。,+
378,她们在享誉了世界。,-
379,他们在续任国民党副主席。,+
380,他们在续任了国民党副主席。,-
381,她们在推销军购案。,+
382,她们在推销了军购案。,-
383,他们在抵达党部。,+
384,他们在抵达了党部。,-
385,他们在稳定房地产市场价格。,+
386,他们在稳定了房地产市场价格。,-
387,她们在丧尽天良。,+
388,她们在丧尽了天良。,-
389,她们在推进社会公平正义。,+
390,她们在推进了社会公平正义。,-
391,他们在促进社会稳定。,+
392,他们在促进了社会稳定。,-
393,他们在进行分配。,+
394,他们在进行了分配。,-
395,他们在设立“食品警察”。,+
396,他们在设立了“食品警察”。,-
397,她们在惧食品药品监督局。,+
398,她们在惧了食品药品监督局。,-
399,她们在解决一些问题。,+
400,她们在解决了一些问题。,-
401,她们在形成鲜明反差。,+
402,她们在形成了鲜明反差。,-
403,她们在配合食品监督。,+
404,她们在配合了食品监督。,-
405,她们在设立“食品警察”。,+
406,她们在设立了“食品警察”。,-
407,她们在借个投影仪。,+
408,她们在借了个投影仪。,-
409,他们在生个小妹妹。,+
410,他们在生了个小妹妹。,-
411,她们在抱小小宝宝。,+
412,她们在抱了小小宝宝。,-
413,他们在换个心情。,+
414,他们在换了个心情。,-
415,她们在吃肉皮冻。,+
416,她们在吃了肉皮冻。,-
417,她们在当会事儿。,+
418,她们在当了会事儿。,-
419,她们在搜罗小衣服。,+
420,她们在搜罗了小衣服。,-
421,她们在听大好消息。,+
422,她们在听了大好消息。,-
423,他们在给我多些理解。,+
424,他们在给了我多些理解。,-
425,他们在适合每个人。,+
426,他们在适合了每个人。,-
427,他们在阻碍我滴健康成长。,+
428,他们在阻碍了我滴健康成长。,-
429,她们在偏离正常轨道。,+
430,她们在偏离了正常轨道。,-
431,他们在塑造孩子。,+
432,他们在塑造了孩子。,-
433,他们在做个女工。,+
434,他们在做了个女工。,-
435,她们在学个一技之长。,+
436,她们在学了个一技之长。,-
437,她们在分散精力。,+
438,她们在分散了精力。,-
439,他们在报各种特长班。,+
440,他们在报了各种特长班。,-
441,他们在用苹果手机。,+
442,他们在用了苹果手机。,-
443,他们在叫爸爸妈妈。,+
444,他们在叫了爸爸妈妈。,-
445,他们在教育孩子。,+
446,他们在教育了孩子。,-
447,她们在报特长班。,+
448,她们在报了特长班。,-
449,他们在认识一个朋友。,+
450,他们在认识了一个朋友。,-
451,她们在娇惯孩子。,+
452,她们在娇惯了孩子。,-
453,她们在报��特长班。,+
454,她们在报了��特长班。,-
455,他们在培养兴趣及爱好。,+
456,他们在培养了兴趣及爱好。,-
457,她们在教育孩子。,+
458,她们在教育了孩子。,-
459,他们在学1、2种特长。,+
460,他们在学了1、2种特长。,-
461,他们在收回最初投资。,+
462,他们在收回了最初投资。,-
463,她们在追加八千万美元投资。,+
464,她们在追加了八千万美元投资。,-
465,她们在追加投资。,+
466,她们在追加了投资。,-
467,他们在试射远程导弹。,+
468,他们在试射了远程导弹。,-
469,她们在发射卫星。,+
470,她们在发射了卫星。,-
471,他们在限制其导弹发展。,+
472,他们在限制了其导弹发展。,-
473,她们在部署导弹防御系统。,+
474,她们在部署了导弹防御系统。,-
475,她们在旅居美国“硅谷”。,+
476,她们在旅居了美国“硅谷”。,-
477,她们在前来开发区。,+
478,她们在前来了开发区。,-
479,他们在洽谈投资项目。,+
480,他们在洽谈了投资项目。,-
481,她们在投入使用。,+
482,她们在投入了使用。,-
483,她们在实现税利三点六亿元。,+
484,她们在实现了税利三点六亿元。,-
485,他们在进行审理。,+
486,他们在进行了审理。,-
487,他们在背叛公众信任。,+
488,他们在背叛了公众信任。,-
489,她们在违反宪法。,+
490,她们在违反了宪法。,-
491,她们在换个电脑。,+
492,她们在换了个电脑。,-
493,他们在试试skype。,+
494,他们在试试了skype。,-
495,他们在改善居住环境。,+
496,他们在改善了居住环境。,-
497,她们在鼓动是非。,+
498,她们在鼓动了是非。,-
499,他们在显示个性。,+
500,他们在显示了个性。,-
501,她们在冒充“醒目仔”。,+
502,她们在冒充了“醒目仔”。,-
503,他们在形成影响。,+
504,他们在形成了影响。,-
505,她们在反感投机者。,+
506,她们在反感了投机者。,-
507,她们在明白真相。,+
508,她们在明白了真相。,-
509,她们在掏棺材底。,+
510,她们在掏了棺材底。,-
511,她们在影响社会。,+
512,她们在影响了社会。,-
513,他们在破坏社会。,+
514,他们在破坏了社会。,-
515,他们在破坏这个。,+
516,他们在破坏了这个。,-
517,他们在危害青年。,+
518,他们在危害了青年。,-
519,她们在危害社会。,+
520,她们在危害了社会。,-
521,他们在危害人民。,+
522,他们在危害了人民。,-
523,她们在排队六个通宵。,+
524,她们在排队了六个通宵。,-
525,他们在上演这些辛酸场景。,+
526,他们在上演了这些辛酸场景。,-
527,他们在去大都市。,+
528,他们在去了大都市。,-
529,她们在发展本地经济。,+
530,她们在发展了本地经济。,-
531,她们在增加岗位需求。,+
532,她们在增加了岗位需求。,-
533,她们在去大城市。,+
534,她们在去了大城市。,-
535,她们在开两列绿皮火车。,+
536,她们在开了两列绿皮火车。,-
537,她们在照顾两个包包。,+
538,她们在照顾了两个包包。,-
539,他们在去办公室。,+
540,他们在去了办公室。,-
541,他们在看小帅哥。,+
542,他们在看了小帅哥。,-
543,她们在想想办法。,+
544,她们在想想了办法。,-
545,他们在包你晚饭。,+
546,他们在包了你晚饭。,-
547,她们在起鸡皮疙瘩。,+
548,她们在起了鸡皮疙瘩。,-
549,她们在注册官网。,+
550,她们在注册了官网。,-
551,她们在兼并企业。,+
552,她们在兼并了企业。,-
553,她们在陷入僵局。,+
554,她们在陷入了僵局。,-
555,她们在打破僵局。,+
556,她们在打破了僵局。,-
557,她们在进入ｗｔｏ。,+
558,她们在进入了ｗｔｏ。,-
559,她们在加入ｗｔｏ。,+
560,她们在加入了ｗｔｏ。,-
561,她们在降低关税。,+
562,她们在降低了关税。,-
563,她们在取代制造业。,+
564,她们在取代了制造业。,-
565,她们在吸引外国直接投资。,+
566,她们在吸引了外国直接投资。,-
567,她们在参加毕业典礼。,+
568,她们在参加了毕业典礼。,-
569,她们在办毕业典礼。,+
570,她们在办了毕业典礼。,-
571,他们在就读餐饮系一年级。,+
572,他们在就读了餐饮系一年级。,-
573,他们在等待消息。,+
574,他们在等待了消息。,-
575,他们在参加毕业典礼。,+
576,他们在参加了毕业典礼。,-
577,他们在进行心理辅导。,+
578,他们在进行了心理辅导。,-
579,他们在铺排好框架。,+
580,他们在铺排了好框架。,-
581,他们在加手续费。,+
582,他们在加了手续费。,-
583,她们在换成老G。,+
584,她们在换成了老G。,-
585,她们在找找聊天记录。,+
586,她们在找找了聊天记录。,-
587,他们在填网申资料。,+
588,他们在填了网申资料。,-
589,他们在煮成熟饭。,+
590,他们在煮成了熟饭。,-
591,她们在煮成熟饭。,+
592,她们在煮成了熟饭。,-
593,她们在联系他们。,+
594,她们在联系了他们。,-
595,她们在补充小故事。,+
596,她们在补充了小故事。,-
597,他们在写SOP。,+
598,他们在写了SOP。,-
599,她们在填写信息。,+
600,她们在填写了信息。,-
601,他们在打印推荐信。,+
602,他们在打印了推荐信。,-
603,他们在PK她们。,+
604,他们在PK了她们。,-
605,她们在搞成绩单认证。,+
606,她们在搞了成绩单认证。,-
607,他们在权衡国家利益。,+
608,他们在权衡了国家利益。,-
609,他们在进行评估。,+
610,他们在进行了评估。,-
611,她们在进行评估。,+
612,她们在进行了评估。,-
613,她们在举行总统选举。,+
614,她们在举行了总统选举。,-
615,他们在造成严重影响。,+
616,他们在造成了严重影响。,-
617,她们在就任总统。,+
618,她们在就任了总统。,-
619,他们在进行谈判。,+
620,他们在进行了谈判。,-
621,她们在派遣一个先遣组。,+
622,她们在派遣了一个先遣组。,-
623,她们在倾泻打折票张。,+
624,她们在倾泻了打折票张。,-
625,他们在收藏邮票。,+
626,他们在收藏了邮票。,-
627,他们在看似一对矛盾。,+
628,他们在看似了一对矛盾。,-
629,他们在利用各种阵地。,+
630,他们在利用了各种阵地。,-
631,他们在宣传集邮文化。,+
632,他们在宣传了集邮文化。,-
633,她们在走进学校。,+
634,她们在走进了学校。,-
635,他们在走进农村。,+
636,他们在走进了农村。,-
637,他们在走进工厂。,+
638,他们在走进了工厂。,-
639,他们在走进军营。,+
640,他们在走进了军营。,-
641,他们在走进社区。,+
642,他们在走进了社区。,-
643,她们在走进千家万户。,+
644,她们在走进了千家万户。,-
645,他们在加印邮票。,+
646,他们在加印了邮票。,-
647,他们在合乎实际情况。,+
648,他们在合乎了实际情况。,-
649,他们在争办公室。,+
650,他们在争了办公室。,-
651,他们在导致中风。,+
652,他们在导致了中风。,-
653,她们在暂停使用。,+
654,她们在暂停了使用。,-
655,她们在把握这个机会。,+
656,她们在把握了这个机会。,-
657,她们在冲进药局。,+
658,她们在冲进了药局。,-
659,她们在购买成药。,+
660,她们在购买了成药。,-
661,她们在含ｐｐａ。,+
662,她们在含了ｐｐａ。,-
663,她们在告知消费者这个信息。,+
664,她们在告知了消费者这个信息。,-
665,她们在取消提名。,+
666,她们在取消了提名。,-
667,他们在取消提名资格。,+
668,他们在取消了提名资格。,-
669,他们在调离原岗位。,+
670,他们在调离了原岗位。,-
671,她们在取消提名资格。,+
672,她们在取消了提名资格。,-
673,她们在调离原岗位。,+
674,她们在调离了原岗位。,-
675,她们在选拔任用干部。,+
676,她们在选拔了任用干部。,-
677,他们在违背道德品行。,+
678,他们在违背了道德品行。,-
679,她们在违反党纪国法。,+
680,她们在违反了党纪国法。,-
681,他们在重视道德。,+
682,他们在重视了道德。,-
683,他们在约束权力。,+
684,他们在约束了权力。,-
685,他们在思贪欲之害。,+
686,他们在思了贪欲之害。,-
687,她们在加快政府改革。,+
688,她们在加快了政府改革。,-
689,她们在推进行政体制改革。,+
690,她们在推进了行政体制改革。,-
691,他们在打造服务型政府。,+
692,他们在打造了服务型政府。,-
693,她们在回归角色本质。,+
694,她们在回归了角色本质。,-
695,她们在管理队伍。,+
696,她们在管理了队伍。,-
697,她们在提高全民素质。,+
698,她们在提高了全民素质。,-
699,她们在组建以色列联合政府。,+
700,她们在组建了以色列联合政府。,-
701,他们在进行大选。,+
702,他们在进行了大选。,-
703,她们在组建应急政府。,+
704,她们在组建了应急政府。,-
705,她们在加入联合政府。,+
706,她们在加入了联合政府。,-
707,他们在带孩子们。,+
708,他们在带了孩子们。,-
709,她们在关心孩子。,+
710,她们在关心了孩子。,-
711,他们在生个孩子。,+
712,他们在生了个孩子。,-
713,她们在做点事情。,+
714,她们在做了点事情。,-
715,她们在去茶餐厅。,+
716,她们在去了茶餐厅。,-
717,他们在招来大企业。,+
718,他们在招来了大企业。,-
719,她们在失去承诺。,+
720,她们在失去了承诺。,-
721,她们在揭发这些现象。,+
722,她们在揭发了这些现象。,-
723,她们在收取费用。,+
724,她们在收取了费用。,-
725,她们在办理土地证。,+
726,她们在办理了土地证。,-
727,她们在注重企业发展。,+
728,她们在注重了企业发展。,-
729,她们在利用职权之便。,+
730,她们在利用了职权之便。,-
731,她们在索取利益。,+
732,她们在索取了利益。,-
733,他们在改变事情。,+
734,他们在改变了事情。,-
735,她们在伸张正义。,+
736,她们在伸张了正义。,-
737,他们在伸张正义。,+
738,他们在伸张了正义。,-
739,她们在供拜祭之用。,+
740,她们在供了拜祭之用。,-
741,他们在涂层金子。,+
742,他们在涂了层金子。,-
743,她们在经历哪个时代。,+
744,她们在经历了哪个时代。,-
745,她们在崇拜偶像。,+
746,她们在崇拜了偶像。,-
747,他们在惹一肚子气。,+
748,他们在惹了一肚子气。,-
749,他们在指导她们。,+
750,他们在指导了她们。,-
751,她们在担心这个。,+
752,她们在担心了这个。,-
753,他们在回复原职。,+
754,他们在回复了原职。,-
755,他们在使用专用垃圾袋。,+
756,他们在使用了专用垃圾袋。,-
757,她们在用专用垃圾袋。,+
758,她们在用了专用垃圾袋。,-
759,她们在占小便宜。,+
760,她们在占了小便宜。,-
761,她们在交垃圾费。,+
762,她们在交了垃圾费。,-
763,他们在搞成这副德性。,+
764,他们在搞了成这副德性。,-
765,她们在多一点公德心。,+
766,她们在多了一点公德心。,-
767,她们在疑似铝罐。,+
768,她们在疑似了铝罐。,-
769,他们在炸伤自己。,+
770,他们在炸伤了自己。,-
771,她们在封锁现场。,+
772,她们在封锁了现场。,-
773,他们在送往医院。,+
774,他们在送往了医院。,-
775,她们在炸伤自己。,+
776,她们在炸伤了自己。,-
777,她们在反弹道导弹。,+
778,她们在反了弹道导弹。,-
779,他们在扩大资金来源。,+
780,他们在扩大了资金来源。,-
781,他们在修改联合国宪章。,+
782,他们在修改了联合国宪章。,-
783,她们在修改联合国宪章。,+
784,她们在修改了联合国宪章。,-
785,他们在发表上述声明。,+
786,他们在发表了上述声明。,-
787,她们在发表谈话。,+
788,她们在发表了谈话。,-
789,他们在进入高度戒备状态。,+
790,他们在进入了高度戒备状态。,-
791,他们在搞急刹车。,+
792,他们在搞了急刹车。,-
793,她们在玩价格游戏。,+
794,她们在玩了价格游戏。,-
795,他们在发空头公文。,+
796,他们在发了空头公文。,-
797,她们在追求利润。,+
798,她们在追求了利润。,-
799,她们在提供住房。,+
800,她们在提供了住房。,-
801,她们在解决住房。,+
802,她们在解决了住房。,-
803,她们在回归理性。,+
804,她们在回归了理性。,-
805,她们在摆脱土地财政依赖。,+
806,她们在摆脱了土地财政依赖。,-
807,他们在增加财政收入。,+
808,他们在增加了财政收入。,-
809,他们在力免铺张浪费。,+
810,他们在力免了铺张浪费。,-
811,她们在杜绝房地产税收返还。,+
812,她们在杜绝了房地产税收返还。,-
813,他们在关注实事。,+
814,他们在关注了实事。,-
815,她们在影响市场动荡。,+
816,她们在影响了市场动荡。,-
817,她们在对准房地产商。,+
818,她们在对准了房地产商。,-
819,她们在扣去腐败违法因素。,+
820,她们在扣去了腐败违法因素。,-
821,他们在允许预售、挂牌。,+
822,他们在允许了预售、挂牌。,-
823,他们在那交房许可证。,+
824,他们在那了交房许可证。,-
825,她们在交其他各类费用。,+
826,她们在交了其他各类费用。,-
827,他们在拖欠民工工资。,+
828,他们在拖欠了民工工资。,-
829,他们在补养身体。,+
830,他们在补养了身体。,-
831,她们在盗窃酒店财物。,+
832,她们在盗窃了酒店财物。,-
833,她们在补补身子。,+
834,她们在补补了身子。,-
835,他们在属偷盗概念。,+
836,他们在属了偷盗概念。,-
837,她们在拿废弃食物。,+
838,她们在拿了废弃食物。,-
839,她们在造成中毒。,+
840,她们在造成了中毒。,-
841,她们在打起官司。,+
842,她们在打起了官司。,-
843,她们在承担责任。,+
844,她们在承担了责任。,-
845,他们在崇尚敬业精神。,+
846,他们在崇尚了敬业精神。,-
847,她们在反对个人主义。,+
848,她们在反对了个人主义。,-
849,他们在给她个机会。,+
850,他们在给了她个机会。,-
851,他们在深感同情。,+
852,他们在深感了同情。,-
853,他们在靠优胜劣汰。,+
854,他们在靠了优胜劣汰。,-
855,他们在靠社会关怀。,+
856,他们在靠了社会关怀。,-
857,他们在抛弃负面创伤。,+
858,他们在抛弃了负面创伤。,-
859,他们在断她生活。,+
860,他们在断了她生活。,-
861,她们在痛改前“非”。,+
862,她们在痛改了前“非”。,-
863,她们在制衡一切。,+
864,她们在制衡了一切。,-
865,他们在接受处罚。,+
866,他们在接受了处罚。,-
867,他们在遵守制度。,+
868,他们在遵守了制度。,-
869,他们在带一次性用品。,+
870,他们在带了一次性用品。,-
871,他们在制定规定。,+
872,他们在制定了规定。,-
873,她们在提倡节约型社会。,+
874,她们在提倡了节约型社会。,-
875,他们在禁止铺张浪费。,+
876,他们在禁止了铺张浪费。,-
877,他们在退还饭店。,+
878,他们在退还了饭店。,-
879,她们在寻求法律帮助。,+
880,她们在寻求了法律帮助。,-
881,他们在造成影响。,+
882,他们在造成了影响。,-
883,他们在解决这些难题。,+
884,他们在解决了这些难题。,-
885,他们在扮演角色。,+
886,他们在扮演了角色。,-
887,她们在进行深入分析。,+
888,她们在进行了深入分析。,-
889,她们在庆祝穆斯林斋月。,+
