,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
npi_present_1,617.0,336.0,653.0,607.0,756.0,599.0,656.0,693.0,621.0,545.0,4300.0,770.0,551.0,569.0,513.0,610.0,617.0,639.0,348.0,790.0,767.0,706.0,494.0,621.0,322.0,468.0,724.0,2559.0,652.0,740.0,763.0,493.0,767.0,340.0,521.0,371.0,727.0,663.0,626.0,381.0,519.0,391.0,743.0,629.0,399.0,417.0,379.0,338.0,602.0,369.0,696.0,373.0,702.0,690.0,447.0,748.0,519.0,540.0,342.0,607.0,605.0,523.0,370.0,371.0,673.0,391.0,539.0
determiner_noun_agreement_with_adj_irregular_1,1647.0,102.0,1108.0,917.0,1873.0,1566.0,1826.0,1401.0,1651.0,1404.0,770.0,4300.0,820.0,1219.0,862.0,1087.0,1446.0,1178.0,362.0,2942.0,1808.0,1682.0,590.0,1750.0,100.0,1068.0,1138.0,1034.0,1648.0,3370.0,1430.0,400.0,3684.0,343.0,1279.0,334.0,2953.0,1822.0,733.0,660.0,1388.0,415.0,3335.0,1641.0,941.0,667.0,401.0,230.0,1407.0,679.0,2722.0,143.0,1609.0,1329.0,764.0,2958.0,1231.0,1583.0,650.0,1341.0,1127.0,1260.0,1035.0,469.0,454.0,632.0,1919.0
principle_A_domain_1,661.0,472.0,623.0,846.0,997.0,645.0,650.0,795.0,879.0,589.0,551.0,820.0,4300.0,1191.0,481.0,747.0,919.0,857.0,517.0,815.0,735.0,920.0,504.0,713.0,471.0,520.0,1050.0,697.0,715.0,824.0,660.0,514.0,807.0,419.0,597.0,409.0,797.0,880.0,702.0,514.0,653.0,641.0,827.0,719.0,493.0,687.0,567.0,469.0,620.0,490.0,780.0,508.0,732.0,714.0,489.0,795.0,569.0,818.0,359.0,645.0,807.0,626.0,706.0,484.0,515.0,437.0,701.0
principle_A_case_1,1099.0,226.0,872.0,682.0,1492.0,1050.0,1241.0,1017.0,1038.0,739.0,569.0,1219.0,1191.0,4300.0,486.0,1025.0,1291.0,702.0,398.0,1108.0,1071.0,1346.0,670.0,1199.0,174.0,556.0,785.0,831.0,955.0,1244.0,981.0,421.0,1218.0,331.0,868.0,221.0,1196.0,1512.0,850.0,471.0,1059.0,417.0,1268.0,969.0,848.0,872.0,360.0,224.0,1044.0,527.0,1062.0,193.0,1221.0,1015.0,468.0,1188.0,719.0,1123.0,470.0,850.0,901.0,910.0,960.0,422.0,460.0,554.0,1210.0
only_npi_scope,553.0,171.0,1133.0,682.0,938.0,563.0,662.0,1076.0,696.0,822.0,513.0,862.0,481.0,486.0,4300.0,434.0,666.0,844.0,257.0,812.0,1192.0,957.0,864.0,656.0,149.0,749.0,964.0,623.0,730.0,892.0,913.0,367.0,845.0,306.0,1354.0,296.0,799.0,663.0,897.0,619.0,712.0,319.0,892.0,694.0,560.0,293.0,291.0,299.0,584.0,341.0,647.0,229.0,702.0,1146.0,620.0,802.0,619.0,799.0,546.0,815.0,780.0,548.0,697.0,348.0,238.0,958.0,735.0
irregular_past_participle_verbs,1210.0,326.0,582.0,685.0,1140.0,1235.0,1087.0,772.0,928.0,624.0,610.0,1087.0,747.0,1025.0,434.0,4300.0,878.0,685.0,361.0,1157.0,837.0,884.0,578.0,1020.0,291.0,484.0,732.0,897.0,1245.0,1109.0,779.0,386.0,1097.0,352.0,768.0,216.0,1176.0,1461.0,732.0,458.0,615.0,428.0,1096.0,1165.0,480.0,874.0,299.0,250.0,796.0,610.0,1210.0,401.0,990.0,675.0,544.0,1136.0,632.0,904.0,371.0,689.0,805.0,1020.0,792.0,381.0,563.0,428.0,1055.0
passive_1,1244.0,180.0,1186.0,881.0,1996.0,1188.0,1487.0,1123.0,1817.0,837.0,617.0,1446.0,919.0,1291.0,666.0,878.0,4300.0,782.0,327.0,1306.0,1209.0,1312.0,580.0,1465.0,168.0,675.0,875.0,880.0,1008.0,1428.0,1208.0,312.0,1431.0,319.0,978.0,240.0,1375.0,1697.0,749.0,464.0,1028.0,444.0,1436.0,925.0,871.0,780.0,275.0,232.0,1190.0,629.0,1231.0,135.0,1239.0,1301.0,602.0,1360.0,887.0,1173.0,560.0,937.0,950.0,801.0,982.0,479.0,345.0,597.0,1233.0
ellipsis_n_bar_1,796.0,313.0,917.0,943.0,1250.0,797.0,792.0,1113.0,889.0,1032.0,639.0,1178.0,857.0,702.0,844.0,685.0,782.0,4300.0,438.0,1108.0,1110.0,934.0,640.0,832.0,278.0,890.0,1227.0,795.0,981.0,1244.0,951.0,555.0,1149.0,411.0,807.0,278.0,1166.0,926.0,751.0,1418.0,735.0,585.0,1291.0,1043.0,528.0,564.0,522.0,404.0,742.0,436.0,958.0,426.0,974.0,992.0,719.0,1172.0,891.0,816.0,657.0,956.0,773.0,836.0,691.0,563.0,469.0,585.0,832.0
wh_island,238.0,382.0,202.0,413.0,345.0,249.0,275.0,319.0,364.0,481.0,348.0,362.0,517.0,398.0,257.0,361.0,327.0,438.0,4300.0,377.0,267.0,371.0,260.0,292.0,437.0,444.0,500.0,332.0,292.0,399.0,305.0,392.0,367.0,864.0,243.0,306.0,396.0,315.0,286.0,441.0,232.0,591.0,405.0,351.0,214.0,331.0,691.0,725.0,241.0,313.0,403.0,583.0,336.0,251.0,362.0,407.0,383.0,344.0,480.0,320.0,386.0,367.0,332.0,658.0,372.0,254.0,312.0
determiner_noun_agreement_irregular_1,1479.0,142.0,1006.0,973.0,1658.0,1464.0,1616.0,1236.0,1469.0,1465.0,790.0,2942.0,815.0,1108.0,812.0,1157.0,1306.0,1108.0,377.0,4300.0,1501.0,1501.0,613.0,1455.0,149.0,1149.0,1069.0,997.0,1577.0,2919.0,1239.0,426.0,2977.0,411.0,1067.0,289.0,3192.0,1634.0,768.0,749.0,1090.0,448.0,2894.0,1627.0,744.0,692.0,355.0,288.0,1151.0,749.0,3171.0,227.0,1470.0,1151.0,705.0,3149.0,1176.0,1305.0,617.0,1085.0,1098.0,1239.0,960.0,490.0,433.0,623.0,1523.0
distractor_agreement_relative_clause,1427.0,103.0,1351.0,779.0,1759.0,1418.0,1658.0,1584.0,1294.0,1222.0,767.0,1808.0,735.0,1071.0,1192.0,837.0,1209.0,1110.0,267.0,1501.0,4300.0,1559.0,1131.0,1804.0,60.0,904.0,1239.0,1037.0,1496.0,1870.0,1551.0,473.0,1776.0,297.0,1193.0,240.0,1605.0,1569.0,1124.0,523.0,1254.0,288.0,1859.0,1440.0,821.0,436.0,311.0,223.0,1183.0,555.0,1289.0,68.0,1302.0,1442.0,761.0,1613.0,1033.0,1307.0,596.0,1808.0,1112.0,1092.0,1152.0,375.0,382.0,1100.0,1672.0
principle_A_case_2,1144.0,142.0,1412.0,763.0,1756.0,1079.0,1305.0,1551.0,1317.0,1068.0,706.0,1682.0,920.0,1346.0,957.0,884.0,1312.0,934.0,371.0,1501.0,1559.0,4300.0,887.0,1291.0,105.0,898.0,1243.0,1011.0,1262.0,1662.0,1306.0,475.0,1619.0,315.0,1067.0,235.0,1501.0,1526.0,1082.0,562.0,1228.0,424.0,1667.0,1173.0,915.0,621.0,345.0,242.0,1039.0,477.0,1270.0,112.0,1298.0,1503.0,625.0,1508.0,953.0,1679.0,582.0,1121.0,1178.0,963.0,1070.0,352.0,421.0,965.0,1651.0
wh_vs_that_no_gap_long_distance,460.0,272.0,1342.0,620.0,869.0,453.0,531.0,1445.0,460.0,382.0,494.0,590.0,504.0,670.0,864.0,578.0,580.0,640.0,260.0,613.0,1131.0,887.0,4300.0,523.0,154.0,235.0,933.0,657.0,715.0,653.0,750.0,1073.0,557.0,285.0,476.0,270.0,629.0,591.0,2698.0,656.0,661.0,277.0,659.0,695.0,458.0,385.0,244.0,213.0,564.0,325.0,583.0,184.0,592.0,1101.0,414.0,636.0,562.0,538.0,295.0,649.0,747.0,596.0,698.0,265.0,437.0,897.0,570.0
distractor_agreement_relational_noun,2074.0,81.0,838.0,616.0,1577.0,2065.0,2383.0,954.0,1581.0,814.0,621.0,1750.0,713.0,1199.0,656.0,1020.0,1465.0,832.0,292.0,1455.0,1804.0,1291.0,523.0,4300.0,67.0,633.0,796.0,882.0,1243.0,1656.0,1337.0,253.0,1732.0,280.0,1168.0,175.0,1513.0,2082.0,615.0,351.0,1118.0,302.0,1628.0,1264.0,858.0,604.0,283.0,154.0,1283.0,854.0,1359.0,67.0,1277.0,1069.0,687.0,1477.0,832.0,1437.0,502.0,1253.0,1031.0,1058.0,1058.0,403.0,316.0,659.0,1804.0
sentential_subject_island,69.0,539.0,59.0,291.0,77.0,83.0,78.0,125.0,223.0,236.0,322.0,100.0,471.0,174.0,149.0,291.0,168.0,278.0,437.0,149.0,60.0,105.0,154.0,67.0,4300.0,268.0,723.0,285.0,146.0,108.0,108.0,286.0,102.0,745.0,121.0,417.0,138.0,125.0,172.0,230.0,105.0,365.0,112.0,156.0,89.0,302.0,452.0,573.0,87.0,310.0,178.0,1578.0,139.0,78.0,384.0,140.0,218.0,95.0,180.0,231.0,258.0,192.0,209.0,508.0,328.0,77.0,56.0
wh_vs_that_with_gap_long_distance,573.0,212.0,679.0,647.0,874.0,607.0,645.0,666.0,705.0,2952.0,468.0,1068.0,520.0,556.0,749.0,484.0,675.0,890.0,444.0,1149.0,904.0,898.0,235.0,633.0,268.0,4300.0,757.0,510.0,948.0,1171.0,674.0,298.0,1065.0,416.0,540.0,209.0,1129.0,745.0,263.0,798.0,533.0,609.0,1177.0,947.0,450.0,486.0,331.0,483.0,484.0,317.0,995.0,307.0,671.0,814.0,443.0,1127.0,1041.0,617.0,658.0,544.0,636.0,701.0,463.0,430.0,337.0,544.0,608.0
wh_questions_object_gap,741.0,343.0,1148.0,1027.0,1420.0,718.0,722.0,1977.0,997.0,862.0,724.0,1138.0,1050.0,785.0,964.0,732.0,875.0,1227.0,500.0,1069.0,1239.0,1243.0,933.0,796.0,723.0,757.0,4300.0,932.0,978.0,1184.0,945.0,950.0,1103.0,527.0,748.0,352.0,1032.0,957.0,1189.0,681.0,736.0,467.0,1193.0,900.0,481.0,550.0,523.0,419.0,804.0,408.0,864.0,874.0,888.0,1266.0,575.0,1034.0,843.0,972.0,546.0,891.0,836.0,718.0,858.0,705.0,572.0,822.0,880.0
npi_present_2,906.0,291.0,914.0,722.0,1156.0,851.0,905.0,1013.0,907.0,635.0,2559.0,1034.0,697.0,831.0,623.0,897.0,880.0,795.0,332.0,997.0,1037.0,1011.0,657.0,882.0,285.0,510.0,932.0,4300.0,925.0,1029.0,1058.0,512.0,1006.0,345.0,703.0,367.0,980.0,1004.0,814.0,453.0,772.0,396.0,1027.0,909.0,552.0,520.0,369.0,288.0,853.0,422.0,865.0,320.0,1002.0,969.0,509.0,992.0,739.0,852.0,403.0,841.0,724.0,736.0,545.0,380.0,696.0,551.0,891.0
drop_argument,1382.0,152.0,1038.0,866.0,1528.0,1347.0,1172.0,1257.0,1230.0,1235.0,652.0,1648.0,715.0,955.0,730.0,1245.0,1008.0,981.0,292.0,1577.0,1496.0,1262.0,715.0,1243.0,146.0,948.0,978.0,925.0,4300.0,1655.0,1059.0,393.0,1612.0,260.0,1119.0,270.0,1607.0,1474.0,856.0,632.0,929.0,454.0,1649.0,2466.0,647.0,778.0,291.0,235.0,1131.0,662.0,1456.0,168.0,1249.0,1090.0,625.0,1573.0,1131.0,1300.0,478.0,1013.0,929.0,1630.0,1029.0,312.0,391.0,648.0,1493.0
determiner_noun_agreement_with_adjective_1,1569.0,116.0,1115.0,936.0,1908.0,1541.0,1756.0,1473.0,1605.0,1525.0,740.0,3370.0,824.0,1244.0,892.0,1109.0,1428.0,1244.0,399.0,2919.0,1870.0,1662.0,653.0,1656.0,108.0,1171.0,1184.0,1029.0,1655.0,4300.0,1460.0,453.0,3353.0,377.0,1251.0,326.0,3254.0,1823.0,788.0,720.0,1300.0,471.0,3799.0,1697.0,849.0,636.0,403.0,271.0,1388.0,687.0,2594.0,174.0,1621.0,1341.0,750.0,3253.0,1292.0,1484.0,684.0,1383.0,1111.0,1309.0,1058.0,494.0,466.0,683.0,1812.0
existential_there_subject_raising,1154.0,154.0,1251.0,677.0,1398.0,1131.0,1529.0,1249.0,1273.0,888.0,763.0,1430.0,660.0,981.0,913.0,779.0,1208.0,951.0,305.0,1239.0,1551.0,1306.0,750.0,1337.0,108.0,674.0,945.0,1058.0,1059.0,1460.0,4300.0,360.0,1391.0,322.0,1032.0,234.0,1337.0,1265.0,832.0,503.0,1046.0,329.0,1470.0,1095.0,684.0,369.0,378.0,202.0,1452.0,632.0,1074.0,121.0,1177.0,1586.0,715.0,1326.0,829.0,1078.0,526.0,1217.0,1310.0,1000.0,1003.0,426.0,308.0,830.0,1313.0
wh_questions_subject_gap_long_distance,226.0,415.0,491.0,490.0,521.0,227.0,279.0,1327.0,259.0,353.0,493.0,400.0,514.0,421.0,367.0,386.0,312.0,555.0,392.0,426.0,473.0,475.0,1073.0,253.0,286.0,298.0,950.0,512.0,393.0,453.0,360.0,4300.0,394.0,300.0,311.0,339.0,463.0,339.0,898.0,603.0,264.0,450.0,452.0,410.0,212.0,367.0,376.0,277.0,334.0,269.0,430.0,357.0,409.0,416.0,375.0,466.0,449.0,256.0,308.0,357.0,333.0,360.0,382.0,339.0,560.0,357.0,265.0
determiner_noun_agreement_with_adj_irregular_2,1642.0,114.0,1076.0,875.0,1854.0,1585.0,1811.0,1368.0,1623.0,1398.0,767.0,3684.0,807.0,1218.0,845.0,1097.0,1431.0,1149.0,367.0,2977.0,1776.0,1619.0,557.0,1732.0,102.0,1065.0,1103.0,1006.0,1612.0,3353.0,1391.0,394.0,4300.0,363.0,1238.0,300.0,2983.0,1832.0,713.0,659.0,1336.0,425.0,3288.0,1632.0,896.0,665.0,385.0,245.0,1354.0,721.0,2826.0,162.0,1604.0,1297.0,737.0,2981.0,1209.0,1496.0,665.0,1315.0,1132.0,1246.0,1018.0,476.0,455.0,613.0,1859.0
coordinate_structure_constraint_object_extraction,285.0,308.0,244.0,352.0,316.0,301.0,323.0,259.0,409.0,417.0,340.0,343.0,419.0,331.0,306.0,352.0,319.0,411.0,864.0,411.0,297.0,315.0,285.0,280.0,745.0,416.0,527.0,345.0,260.0,377.0,322.0,300.0,363.0,4300.0,245.0,214.0,419.0,288.0,295.0,359.0,278.0,173.0,377.0,313.0,246.0,210.0,547.0,476.0,238.0,377.0,432.0,769.0,386.0,305.0,358.0,410.0,306.0,242.0,607.0,379.0,405.0,366.0,333.0,1192.0,300.0,225.0,277.0
only_npi_licensor_present,1135.0,121.0,816.0,612.0,1279.0,1074.0,1158.0,929.0,1074.0,719.0,521.0,1279.0,597.0,868.0,1354.0,768.0,978.0,807.0,243.0,1067.0,1193.0,1067.0,476.0,1168.0,121.0,540.0,748.0,703.0,1119.0,1251.0,1032.0,311.0,1238.0,245.0,4300.0,381.0,1175.0,1186.0,523.0,424.0,997.0,317.0,1245.0,1085.0,797.0,506.0,381.0,170.0,1159.0,500.0,950.0,117.0,1135.0,934.0,781.0,1170.0,775.0,1177.0,481.0,1029.0,684.0,888.0,1007.0,374.0,288.0,512.0,1340.0
existential_there_quantifiers_2,220.0,367.0,229.0,366.0,251.0,209.0,212.0,282.0,242.0,235.0,371.0,334.0,409.0,221.0,296.0,216.0,240.0,278.0,306.0,289.0,240.0,235.0,270.0,175.0,417.0,209.0,352.0,367.0,270.0,326.0,234.0,339.0,300.0,214.0,381.0,4300.0,289.0,206.0,269.0,281.0,377.0,306.0,332.0,298.0,265.0,320.0,357.0,267.0,431.0,246.0,275.0,376.0,324.0,199.0,323.0,296.0,295.0,290.0,213.0,399.0,238.0,289.0,274.0,269.0,328.0,163.0,242.0
determiner_noun_agreement_1,1536.0,141.0,969.0,906.0,1795.0,1526.0,1700.0,1264.0,1532.0,1505.0,727.0,2953.0,797.0,1196.0,799.0,1176.0,1375.0,1166.0,396.0,3192.0,1605.0,1501.0,629.0,1513.0,138.0,1129.0,1032.0,980.0,1607.0,3254.0,1337.0,463.0,2983.0,419.0,1175.0,289.0,4300.0,1766.0,747.0,747.0,1098.0,444.0,3230.0,1662.0,774.0,692.0,399.0,281.0,1294.0,709.0,3065.0,211.0,1577.0,1169.0,717.0,3778.0,1278.0,1333.0,659.0,1181.0,1060.0,1286.0,1033.0,528.0,440.0,620.0,1623.0
regular_plural_subject_verb_agreement_1,2092.0,163.0,976.0,757.0,2054.0,2054.0,2220.0,1153.0,1569.0,971.0,663.0,1822.0,880.0,1512.0,663.0,1461.0,1697.0,926.0,315.0,1634.0,1569.0,1526.0,591.0,2082.0,125.0,745.0,957.0,1004.0,1474.0,1823.0,1265.0,339.0,1832.0,288.0,1186.0,206.0,1766.0,4300.0,717.0,446.0,1043.0,463.0,1799.0,1427.0,891.0,1048.0,332.0,182.0,1330.0,840.0,1611.0,123.0,1599.0,1218.0,681.0,1755.0,874.0,1607.0,582.0,971.0,1069.0,1225.0,1166.0,458.0,432.0,621.0,1790.0
wh_vs_that_no_gap,566.0,308.0,1512.0,825.0,1098.0,531.0,597.0,1691.0,634.0,365.0,626.0,733.0,702.0,850.0,897.0,732.0,749.0,751.0,286.0,768.0,1124.0,1082.0,2698.0,615.0,172.0,263.0,1189.0,814.0,856.0,788.0,832.0,898.0,713.0,295.0,523.0,269.0,747.0,717.0,4300.0,713.0,795.0,330.0,790.0,847.0,530.0,461.0,257.0,258.0,652.0,334.0,685.0,191.0,741.0,1288.0,467.0,733.0,605.0,710.0,324.0,744.0,897.0,730.0,899.0,269.0,512.0,1016.0,680.0
ellipsis_n_bar_2,364.0,365.0,741.0,848.0,780.0,354.0,372.0,807.0,427.0,879.0,381.0,660.0,514.0,471.0,619.0,458.0,464.0,1418.0,441.0,749.0,523.0,562.0,656.0,351.0,230.0,798.0,681.0,453.0,632.0,720.0,503.0,603.0,659.0,359.0,424.0,281.0,747.0,446.0,713.0,4300.0,422.0,691.0,740.0,740.0,269.0,516.0,482.0,482.0,449.0,344.0,691.0,345.0,640.0,646.0,403.0,729.0,737.0,504.0,545.0,509.0,422.0,665.0,539.0,381.0,462.0,511.0,427.0
