,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
npi_present_1,457.0,472.0,535.0,557.0,578.0,490.0,527.0,472.0,500.0,614.0,6553.0,642.0,528.0,381.0,506.0,572.0,491.0,518.0,458.0,723.0,712.0,397.0,580.0,596.0,503.0,581.0,681.0,3353.0,488.0,646.0,612.0,455.0,670.0,506.0,367.0,401.0,661.0,511.0,680.0,472.0,409.0,506.0,680.0,520.0,388.0,478.0,426.0,489.0,352.0,305.0,701.0,564.0,539.0,615.0,461.0,663.0,456.0,292.0,380.0,619.0,706.0,415.0,358.0,497.0,784.0,524.0,321.0
determiner_noun_agreement_with_adj_irregular_1,2203.0,339.0,1381.0,933.0,2369.0,2042.0,2156.0,1692.0,1546.0,1734.0,642.0,6553.0,975.0,1865.0,531.0,1541.0,1709.0,1158.0,676.0,4248.0,1985.0,2024.0,1140.0,2343.0,372.0,1312.0,1388.0,845.0,2016.0,4808.0,1377.0,835.0,5460.0,860.0,1135.0,297.0,4411.0,2463.0,1478.0,935.0,1628.0,635.0,4793.0,2016.0,1329.0,1363.0,406.0,513.0,1417.0,926.0,4452.0,554.0,2033.0,1245.0,710.0,4410.0,1510.0,1320.0,934.0,1153.0,1575.0,1523.0,1295.0,1029.0,1018.0,666.0,1991.0
principle_A_domain_1,688.0,813.0,565.0,1269.0,988.0,620.0,695.0,761.0,925.0,640.0,528.0,975.0,6553.0,1163.0,246.0,848.0,948.0,1259.0,770.0,868.0,580.0,832.0,513.0,693.0,795.0,524.0,1223.0,620.0,791.0,935.0,569.0,550.0,917.0,801.0,484.0,452.0,919.0,801.0,796.0,941.0,699.0,1295.0,915.0,708.0,569.0,823.0,985.0,934.0,662.0,402.0,902.0,597.0,781.0,511.0,823.0,933.0,602.0,926.0,313.0,915.0,731.0,566.0,813.0,802.0,597.0,401.0,707.0
principle_A_case_1,1855.0,345.0,1640.0,770.0,2082.0,1640.0,1974.0,1654.0,1248.0,1059.0,381.0,1865.0,1163.0,6553.0,418.0,1486.0,1758.0,718.0,552.0,1628.0,1751.0,2350.0,1206.0,1908.0,273.0,666.0,1061.0,818.0,1635.0,1923.0,1561.0,786.0,1847.0,598.0,1197.0,219.0,1723.0,2387.0,1725.0,538.0,1904.0,525.0,1877.0,1565.0,1581.0,1601.0,445.0,277.0,1581.0,711.0,1634.0,328.0,1694.0,1370.0,560.0,1682.0,1268.0,1512.0,758.0,1118.0,1434.0,1210.0,1366.0,785.0,913.0,777.0,1960.0
only_npi_scope,405.0,304.0,727.0,439.0,630.0,424.0,450.0,581.0,454.0,692.0,506.0,531.0,246.0,418.0,6553.0,425.0,554.0,562.0,332.0,552.0,930.0,558.0,994.0,543.0,386.0,750.0,597.0,523.0,423.0,528.0,548.0,619.0,517.0,429.0,1735.0,340.0,533.0,436.0,814.0,492.0,565.0,277.0,530.0,395.0,519.0,445.0,238.0,381.0,350.0,296.0,550.0,469.0,490.0,794.0,675.0,524.0,410.0,322.0,503.0,483.0,786.0,378.0,473.0,487.0,484.0,939.0,379.0
irregular_past_participle_verbs,2002.0,419.0,856.0,716.0,1587.0,1954.0,1505.0,985.0,1205.0,729.0,572.0,1541.0,848.0,1486.0,425.0,6553.0,1077.0,748.0,474.0,1583.0,1197.0,1237.0,866.0,1526.0,351.0,613.0,920.0,776.0,1774.0,1513.0,835.0,517.0,1529.0,637.0,1142.0,246.0,1633.0,1955.0,1139.0,532.0,1006.0,471.0,1519.0,1647.0,850.0,1441.0,316.0,361.0,1012.0,813.0,1562.0,385.0,1307.0,772.0,605.0,1583.0,1102.0,1266.0,520.0,769.0,1036.0,1492.0,1164.0,599.0,920.0,635.0,1683.0
passive_1,1394.0,353.0,1621.0,801.0,2719.0,1332.0,1753.0,1443.0,2112.0,1147.0,491.0,1709.0,948.0,1758.0,554.0,1077.0,6553.0,803.0,535.0,1555.0,1511.0,1660.0,1039.0,1822.0,282.0,874.0,989.0,770.0,1171.0,1792.0,1486.0,661.0,1698.0,660.0,919.0,169.0,1627.0,1929.0,1395.0,521.0,1236.0,602.0,1760.0,1056.0,1230.0,1209.0,338.0,433.0,1165.0,687.0,1522.0,338.0,1434.0,1458.0,582.0,1615.0,1227.0,963.0,733.0,842.0,1427.0,873.0,993.0,768.0,698.0,703.0,1278.0
ellipsis_n_bar_1,641.0,610.0,933.0,1210.0,1118.0,618.0,612.0,1148.0,796.0,1152.0,518.0,1158.0,1259.0,718.0,562.0,748.0,803.0,6553.0,722.0,1182.0,1129.0,945.0,1091.0,704.0,672.0,1133.0,1502.0,613.0,945.0,1229.0,724.0,933.0,1163.0,733.0,557.0,355.0,1201.0,665.0,1105.0,1990.0,653.0,884.0,1228.0,938.0,524.0,675.0,701.0,822.0,533.0,361.0,1154.0,704.0,846.0,897.0,784.0,1193.0,869.0,639.0,628.0,951.0,782.0,752.0,676.0,820.0,667.0,574.0,577.0
wh_island,480.0,462.0,386.0,677.0,640.0,509.0,526.0,485.0,601.0,712.0,458.0,676.0,770.0,552.0,332.0,474.0,535.0,722.0,6553.0,626.0,439.0,552.0,327.0,497.0,638.0,755.0,874.0,487.0,565.0,687.0,505.0,409.0,656.0,1283.0,432.0,336.0,665.0,628.0,381.0,711.0,417.0,788.0,683.0,622.0,467.0,535.0,956.0,1110.0,397.0,387.0,646.0,748.0,613.0,402.0,540.0,679.0,574.0,695.0,800.0,586.0,566.0,572.0,476.0,1213.0,558.0,372.0,529.0
determiner_noun_agreement_irregular_1,2041.0,324.0,1418.0,987.0,2182.0,1953.0,2008.0,1570.0,1560.0,1828.0,723.0,4248.0,868.0,1628.0,552.0,1583.0,1555.0,1182.0,626.0,6553.0,1882.0,1771.0,1206.0,2083.0,405.0,1386.0,1308.0,925.0,1995.0,4193.0,1273.0,827.0,4331.0,841.0,1057.0,357.0,4777.0,2133.0,1475.0,991.0,1457.0,620.0,4277.0,2067.0,1160.0,1257.0,359.0,519.0,1179.0,919.0,4858.0,625.0,1815.0,1268.0,669.0,4698.0,1517.0,1117.0,898.0,1075.0,1456.0,1554.0,1160.0,955.0,926.0,649.0,1708.0
distractor_agreement_relative_clause,1683.0,173.0,1981.0,794.0,2010.0,1661.0,1913.0,2246.0,1110.0,1800.0,712.0,1985.0,580.0,1751.0,930.0,1197.0,1511.0,1129.0,439.0,1882.0,6553.0,1943.0,2449.0,2480.0,246.0,1209.0,1644.0,932.0,1636.0,2195.0,1682.0,1438.0,2026.0,526.0,1140.0,164.0,1989.0,1794.0,2354.0,815.0,1397.0,377.0,2213.0,1646.0,1174.0,942.0,336.0,350.0,1200.0,735.0,1828.0,413.0,1369.0,1893.0,719.0,1922.0,1251.0,860.0,898.0,1621.0,1663.0,1260.0,1119.0,685.0,1021.0,1420.0,1503.0
principle_A_case_2,1557.0,224.0,2041.0,725.0,2261.0,1323.0,1692.0,2156.0,1205.0,1440.0,397.0,2024.0,832.0,2350.0,558.0,1237.0,1660.0,945.0,552.0,1771.0,1943.0,6553.0,1619.0,1803.0,256.0,1072.0,1414.0,711.0,1621.0,2132.0,1584.0,1067.0,1982.0,636.0,1068.0,193.0,1869.0,2090.0,1985.0,763.0,1566.0,623.0,2073.0,1486.0,1368.0,1384.0,378.0,330.0,1318.0,631.0,1706.0,295.0,1659.0,1764.0,575.0,1836.0,1410.0,1383.0,835.0,1007.0,1614.0,1194.0,1180.0,736.0,845.0,789.0,1872.0
wh_vs_that_no_gap_long_distance,808.0,298.0,2155.0,892.0,1461.0,774.0,856.0,2498.0,698.0,1086.0,580.0,1140.0,513.0,1206.0,994.0,866.0,1039.0,1091.0,327.0,1206.0,2449.0,1619.0,6553.0,1067.0,309.0,723.0,1655.0,768.0,1152.0,1306.0,1058.0,2173.0,1154.0,404.0,734.0,318.0,1238.0,919.0,4002.0,1030.0,998.0,393.0,1324.0,1064.0,773.0,780.0,254.0,335.0,771.0,442.0,1147.0,325.0,891.0,2049.0,533.0,1211.0,1062.0,534.0,614.0,697.0,1224.0,869.0,890.0,454.0,742.0,1349.0,777.0
distractor_agreement_relational_noun,2990.0,162.0,1371.0,512.0,2041.0,2980.0,3546.0,1395.0,1583.0,1014.0,596.0,2343.0,693.0,1908.0,543.0,1526.0,1822.0,704.0,497.0,2083.0,2480.0,1803.0,1067.0,6553.0,148.0,698.0,1009.0,836.0,1727.0,2265.0,1787.0,621.0,2364.0,528.0,1362.0,137.0,2125.0,2936.0,1398.0,364.0,1617.0,396.0,2277.0,1836.0,1457.0,1000.0,318.0,310.0,1692.0,1184.0,2026.0,383.0,1556.0,1280.0,675.0,2088.0,1230.0,1388.0,782.0,1425.0,1612.0,1427.0,1250.0,713.0,887.0,831.0,2248.0
sentential_subject_island,131.0,714.0,253.0,594.0,290.0,144.0,138.0,326.0,553.0,597.0,503.0,372.0,795.0,273.0,386.0,351.0,282.0,672.0,638.0,405.0,246.0,256.0,309.0,148.0,6553.0,683.0,1299.0,486.0,325.0,418.0,250.0,391.0,397.0,1185.0,220.0,345.0,450.0,149.0,322.0,526.0,214.0,525.0,406.0,302.0,178.0,396.0,601.0,902.0,227.0,253.0,429.0,1566.0,357.0,303.0,658.0,469.0,344.0,334.0,318.0,562.0,408.0,315.0,430.0,840.0,418.0,300.0,177.0
wh_vs_that_with_gap_long_distance,618.0,417.0,1046.0,857.0,1157.0,572.0,638.0,895.0,783.0,4054.0,581.0,1312.0,524.0,666.0,750.0,613.0,874.0,1133.0,755.0,1386.0,1209.0,1072.0,723.0,698.0,683.0,6553.0,1104.0,551.0,974.0,1445.0,833.0,746.0,1320.0,853.0,566.0,325.0,1397.0,715.0,641.0,1322.0,703.0,554.0,1459.0,941.0,617.0,806.0,354.0,798.0,500.0,420.0,1312.0,637.0,797.0,1154.0,481.0,1402.0,1229.0,470.0,886.0,591.0,883.0,793.0,526.0,826.0,631.0,571.0,622.0
wh_questions_object_gap,753.0,632.0,1263.0,1048.0,1497.0,712.0,796.0,2566.0,1008.0,1330.0,681.0,1388.0,1223.0,1061.0,597.0,920.0,989.0,1502.0,874.0,1308.0,1644.0,1414.0,1655.0,1009.0,1299.0,1104.0,6553.0,764.0,1071.0,1565.0,905.0,1793.0,1372.0,1076.0,667.0,366.0,1371.0,959.0,1921.0,998.0,800.0,669.0,1549.0,957.0,632.0,888.0,665.0,714.0,695.0,430.0,1246.0,1332.0,1018.0,1245.0,815.0,1364.0,980.0,760.0,789.0,1037.0,1042.0,769.0,936.0,1313.0,949.0,796.0,792.0
npi_present_2,722.0,455.0,814.0,602.0,915.0,707.0,792.0,716.0,708.0,662.0,3353.0,845.0,620.0,818.0,523.0,776.0,770.0,613.0,487.0,925.0,932.0,711.0,768.0,836.0,486.0,551.0,764.0,6553.0,692.0,877.0,1035.0,517.0,841.0,567.0,412.0,398.0,850.0,813.0,932.0,533.0,780.0,522.0,911.0,704.0,746.0,678.0,428.0,469.0,669.0,380.0,856.0,566.0,855.0,798.0,478.0,859.0,596.0,473.0,417.0,753.0,934.0,537.0,415.0,551.0,983.0,504.0,613.0
drop_argument,1951.0,232.0,1207.0,815.0,1826.0,1798.0,1611.0,1392.0,1203.0,1390.0,488.0,2016.0,791.0,1635.0,423.0,1774.0,1171.0,945.0,565.0,1995.0,1636.0,1621.0,1152.0,1727.0,325.0,974.0,1071.0,692.0,6553.0,2044.0,1159.0,728.0,1997.0,645.0,1150.0,327.0,2079.0,2064.0,1362.0,784.0,1255.0,640.0,2053.0,3428.0,1112.0,1441.0,430.0,429.0,1285.0,810.0,1987.0,407.0,1551.0,1081.0,683.0,2005.0,1504.0,1338.0,711.0,1072.0,1236.0,2268.0,1263.0,670.0,859.0,611.0,1777.0
determiner_noun_agreement_with_adjective_1,2049.0,332.0,1530.0,995.0,2447.0,1961.0,2086.0,1983.0,1542.0,1984.0,646.0,4808.0,935.0,1923.0,528.0,1513.0,1792.0,1229.0,687.0,4193.0,2195.0,2132.0,1306.0,2265.0,418.0,1445.0,1565.0,877.0,2044.0,6553.0,1496.0,1013.0,4820.0,864.0,1146.0,319.0,4861.0,2380.0,1652.0,1031.0,1640.0,660.0,5764.0,2113.0,1323.0,1316.0,431.0,516.0,1401.0,871.0,4015.0,579.0,2049.0,1400.0,724.0,4864.0,1565.0,1203.0,1002.0,1220.0,1589.0,1598.0,1276.0,1018.0,1087.0,687.0,1874.0
existential_there_subject_raising,1308.0,241.0,1624.0,619.0,1581.0,1288.0,1861.0,1410.0,1166.0,1109.0,612.0,1377.0,569.0,1561.0,548.0,835.0,1486.0,724.0,505.0,1273.0,1682.0,1584.0,1058.0,1787.0,250.0,833.0,905.0,1035.0,1159.0,1496.0,6553.0,678.0,1391.0,533.0,926.0,155.0,1371.0,1565.0,1260.0,510.0,1226.0,358.0,1475.0,1203.0,1145.0,678.0,410.0,321.0,1879.0,725.0,1210.0,415.0,1219.0,1785.0,615.0,1319.0,846.0,850.0,736.0,1038.0,2035.0,1009.0,848.0,603.0,682.0,759.0,1388.0
wh_questions_subject_gap_long_distance,464.0,450.0,1018.0,728.0,891.0,467.0,502.0,2608.0,485.0,900.0,455.0,835.0,550.0,786.0,619.0,517.0,661.0,933.0,409.0,827.0,1438.0,1067.0,2173.0,621.0,391.0,746.0,1793.0,517.0,728.0,1013.0,678.0,6553.0,811.0,461.0,500.0,416.0,874.0,564.0,1714.0,962.0,620.0,579.0,1015.0,653.0,527.0,633.0,387.0,324.0,599.0,311.0,762.0,378.0,713.0,1028.0,505.0,870.0,709.0,439.0,606.0,540.0,695.0,558.0,615.0,496.0,716.0,812.0,488.0
determiner_noun_agreement_with_adj_irregular_2,2255.0,323.0,1396.0,963.0,2328.0,2122.0,2197.0,1684.0,1506.0,1773.0,670.0,5460.0,917.0,1847.0,517.0,1529.0,1698.0,1163.0,656.0,4331.0,2026.0,1982.0,1154.0,2364.0,397.0,1320.0,1372.0,841.0,1997.0,4820.0,1391.0,811.0,6553.0,865.0,1105.0,314.0,4498.0,2462.0,1469.0,966.0,1626.0,612.0,4830.0,2038.0,1298.0,1326.0,392.0,522.0,1376.0,939.0,4603.0,573.0,2012.0,1262.0,713.0,4456.0,1511.0,1302.0,944.0,1175.0,1535.0,1554.0,1234.0,995.0,1035.0,637.0,1954.0
coordinate_structure_constraint_object_extraction,570.0,631.0,425.0,639.0,773.0,574.0,557.0,589.0,831.0,848.0,506.0,860.0,801.0,598.0,429.0,637.0,660.0,733.0,1283.0,841.0,526.0,636.0,404.0,528.0,1185.0,853.0,1076.0,567.0,645.0,864.0,533.0,461.0,865.0,6553.0,478.0,307.0,867.0,563.0,527.0,718.0,517.0,259.0,863.0,647.0,415.0,529.0,787.0,1053.0,481.0,439.0,835.0,1016.0,775.0,437.0,644.0,885.0,580.0,528.0,804.0,772.0,659.0,579.0,623.0,2083.0,562.0,406.0,527.0
only_npi_licensor_present,1294.0,262.0,930.0,367.0,1122.0,1238.0,1325.0,853.0,763.0,708.0,367.0,1135.0,484.0,1197.0,1735.0,1142.0,919.0,557.0,432.0,1057.0,1140.0,1068.0,734.0,1362.0,220.0,566.0,667.0,412.0,1150.0,1146.0,926.0,500.0,1105.0,478.0,6553.0,344.0,1104.0,1372.0,897.0,358.0,1175.0,286.0,1126.0,1091.0,1044.0,771.0,359.0,274.0,1044.0,606.0,1051.0,325.0,1051.0,822.0,808.0,1055.0,894.0,850.0,608.0,850.0,839.0,993.0,1154.0,537.0,687.0,658.0,1175.0
existential_there_quantifiers_2,204.0,390.0,289.0,411.0,150.0,195.0,150.0,244.0,208.0,297.0,401.0,297.0,452.0,219.0,340.0,246.0,169.0,355.0,336.0,357.0,164.0,193.0,318.0,137.0,345.0,325.0,366.0,398.0,327.0,319.0,155.0,416.0,314.0,307.0,344.0,6553.0,350.0,166.0,315.0,407.0,294.0,403.0,331.0,299.0,233.0,259.0,420.0,319.0,328.0,296.0,336.0,381.0,216.0,197.0,324.0,331.0,260.0,298.0,274.0,350.0,254.0,317.0,359.0,342.0,357.0,268.0,148.0
determiner_noun_agreement_1,2088.0,327.0,1381.0,1038.0,2345.0,2024.0,2047.0,1693.0,1589.0,1862.0,661.0,4411.0,919.0,1723.0,533.0,1633.0,1627.0,1201.0,665.0,4777.0,1989.0,1869.0,1238.0,2125.0,450.0,1397.0,1371.0,850.0,2079.0,4861.0,1371.0,874.0,4498.0,867.0,1104.0,350.0,6553.0,2318.0,1501.0,1046.0,1450.0,658.0,4865.0,2141.0,1136.0,1291.0,409.0,522.0,1306.0,896.0,4735.0,616.0,1953.0,1293.0,691.0,5721.0,1587.0,1158.0,948.0,1106.0,1501.0,1651.0,1247.0,1004.0,1009.0,669.0,1759.0
regular_plural_subject_verb_agreement_1,3162.0,202.0,1272.0,595.0,2500.0,3076.0,3186.0,1325.0,1574.0,1049.0,511.0,2463.0,801.0,2387.0,436.0,1955.0,1929.0,665.0,628.0,2133.0,1794.0,2090.0,919.0,2936.0,149.0,715.0,959.0,813.0,2064.0,2380.0,1565.0,564.0,2462.0,563.0,1372.0,166.0,2318.0,6553.0,1271.0,381.0,1598.0,451.0,2340.0,1958.0,1551.0,1999.0,398.0,198.0,1707.0,1190.0,2271.0,324.0,2096.0,1218.0,611.0,2253.0,1253.0,1965.0,757.0,1043.0,1515.0,1497.0,1417.0,806.0,891.0,702.0,2646.0
wh_vs_that_no_gap,1062.0,400.0,2250.0,920.0,1936.0,992.0,1173.0,2886.0,926.0,952.0,680.0,1478.0,796.0,1725.0,814.0,1139.0,1395.0,1105.0,381.0,1475.0,2354.0,1985.0,4002.0,1398.0,322.0,641.0,1921.0,932.0,1362.0,1652.0,1260.0,1714.0,1469.0,527.0,897.0,315.0,1501.0,1271.0,6553.0,892.0,1336.0,520.0,1627.0,1262.0,1015.0,944.0,282.0,376.0,934.0,432.0,1413.0,320.0,1242.0,2027.0,652.0,1495.0,1174.0,676.0,680.0,937.0,1608.0,1026.0,1175.0,580.0,906.0,1245.0,1023.0
ellipsis_n_bar_2,363.0,585.0,802.0,1335.0,810.0,346.0,354.0,955.0,593.0,1311.0,472.0,935.0,941.0,538.0,492.0,532.0,521.0,1990.0,711.0,991.0,815.0,763.0,1030.0,364.0,526.0,1322.0,998.0,533.0,784.0,1031.0,510.0,962.0,966.0,718.0,358.0,407.0,1046.0,381.0,892.0,6553.0,438.0,1004.0,1036.0,860.0,300.0,598.0,707.0,923.0,383.0,300.0,952.0,532.0,663.0,737.0,656.0,1033.0,923.0,548.0,781.0,670.0,519.0,711.0,625.0,714.0,590.0,504.0,404.0
