,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
npi_present_1,9.0,0.0,4.0,1.0,10.0,9.0,10.0,3.0,2.0,5.0,384.0,8.0,3.0,3.0,2.0,7.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,5.0,7.0,7.0,0.0,184.0,16.0,12.0,7.0,4.0,9.0,6.0,0.0,0.0,15.0,16.0,4.0,1.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,15.0,1.0,11.0,3.0,0.0,12.0,0.0,5.0,12.0,1.0,1.0,3.0,0.0,1.0,8.0,3.0,10.0
determiner_noun_agreement_with_adj_irregular_1,49.0,2.0,2.0,4.0,28.0,66.0,63.0,2.0,28.0,3.0,8.0,384.0,3.0,7.0,0.0,28.0,14.0,12.0,6.0,219.0,63.0,23.0,6.0,88.0,3.0,11.0,3.0,10.0,19.0,265.0,10.0,3.0,314.0,3.0,0.0,0.0,240.0,34.0,8.0,5.0,1.0,9.0,286.0,22.0,7.0,1.0,0.0,0.0,3.0,24.0,268.0,1.0,29.0,31.0,2.0,241.0,7.0,0.0,6.0,0.0,24.0,20.0,11.0,17.0,0.0,15.0,5.0
principle_A_domain_1,0.0,7.0,2.0,12.0,6.0,0.0,0.0,4.0,18.0,3.0,3.0,3.0,384.0,9.0,8.0,3.0,4.0,13.0,4.0,0.0,0.0,6.0,6.0,0.0,21.0,3.0,23.0,11.0,8.0,2.0,5.0,3.0,5.0,6.0,1.0,0.0,6.0,0.0,7.0,10.0,5.0,6.0,4.0,6.0,1.0,6.0,4.0,1.0,2.0,0.0,6.0,19.0,8.0,7.0,2.0,5.0,4.0,4.0,2.0,0.0,3.0,8.0,3.0,4.0,10.0,2.0,0.0
principle_A_case_1,3.0,4.0,6.0,0.0,19.0,4.0,6.0,6.0,10.0,4.0,3.0,7.0,9.0,384.0,7.0,15.0,11.0,4.0,0.0,4.0,8.0,9.0,11.0,0.0,2.0,3.0,3.0,2.0,3.0,8.0,15.0,2.0,6.0,2.0,1.0,7.0,6.0,2.0,15.0,4.0,14.0,2.0,9.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,6.0,14.0,2.0,7.0,0.0,0.0,7.0,1.0,5.0,4.0,18.0,6.0,5.0,7.0,5.0
only_npi_scope,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,7.0,384.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,84.0,11.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,7.0,4.0,4.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,12.0,0.0
irregular_past_participle_verbs,31.0,0.0,6.0,2.0,14.0,32.0,37.0,3.0,9.0,0.0,7.0,28.0,3.0,15.0,0.0,384.0,12.0,7.0,3.0,35.0,32.0,16.0,6.0,29.0,3.0,0.0,1.0,13.0,15.0,40.0,22.0,0.0,28.0,1.0,0.0,0.0,42.0,19.0,6.0,0.0,2.0,4.0,36.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,30.0,2.0,1.0,30.0,4.0,42.0,1.0,6.0,2.0,0.0,0.0,9.0,2.0,1.0,2.0,7.0,6.0
passive_1,15.0,1.0,7.0,2.0,54.0,15.0,11.0,8.0,67.0,3.0,1.0,14.0,4.0,11.0,1.0,12.0,384.0,3.0,8.0,13.0,31.0,44.0,15.0,22.0,0.0,2.0,0.0,4.0,13.0,16.0,12.0,1.0,18.0,2.0,0.0,0.0,14.0,12.0,10.0,4.0,2.0,4.0,17.0,11.0,3.0,2.0,0.0,1.0,0.0,6.0,18.0,0.0,6.0,19.0,2.0,16.0,14.0,0.0,0.0,1.0,6.0,11.0,3.0,2.0,1.0,4.0,0.0
ellipsis_n_bar_1,7.0,5.0,0.0,3.0,8.0,7.0,1.0,3.0,14.0,13.0,2.0,12.0,13.0,4.0,4.0,7.0,3.0,384.0,5.0,9.0,14.0,6.0,7.0,2.0,5.0,10.0,15.0,2.0,14.0,11.0,7.0,11.0,15.0,14.0,0.0,1.0,13.0,0.0,8.0,42.0,8.0,12.0,10.0,7.0,2.0,3.0,0.0,5.0,0.0,0.0,16.0,13.0,14.0,5.0,7.0,11.0,7.0,0.0,3.0,1.0,9.0,4.0,1.0,8.0,1.0,2.0,2.0
wh_island,3.0,1.0,2.0,1.0,6.0,3.0,4.0,5.0,7.0,3.0,1.0,6.0,4.0,0.0,5.0,3.0,8.0,5.0,384.0,2.0,5.0,2.0,3.0,3.0,8.0,3.0,5.0,0.0,3.0,4.0,6.0,3.0,4.0,6.0,1.0,0.0,6.0,5.0,3.0,6.0,0.0,10.0,3.0,5.0,3.0,3.0,2.0,20.0,5.0,2.0,6.0,14.0,0.0,3.0,4.0,6.0,5.0,8.0,0.0,3.0,0.0,5.0,2.0,6.0,1.0,2.0,4.0
determiner_noun_agreement_irregular_1,48.0,3.0,1.0,1.0,14.0,67.0,58.0,2.0,23.0,0.0,5.0,219.0,0.0,4.0,0.0,35.0,13.0,9.0,2.0,384.0,45.0,14.0,4.0,80.0,1.0,5.0,0.0,4.0,10.0,242.0,6.0,2.0,232.0,1.0,0.0,0.0,262.0,24.0,5.0,2.0,0.0,3.0,247.0,9.0,5.0,1.0,0.0,0.0,0.0,36.0,247.0,0.0,10.0,28.0,0.0,245.0,2.0,0.0,2.0,0.0,11.0,7.0,0.0,8.0,0.0,8.0,3.0
distractor_agreement_relative_clause,135.0,0.0,4.0,0.0,19.0,119.0,115.0,0.0,25.0,11.0,4.0,63.0,0.0,8.0,0.0,32.0,31.0,14.0,5.0,45.0,384.0,34.0,11.0,113.0,0.0,14.0,0.0,6.0,37.0,76.0,27.0,0.0,62.0,11.0,0.0,0.0,68.0,33.0,10.0,0.0,1.0,7.0,78.0,33.0,1.0,4.0,0.0,6.0,0.0,35.0,51.0,0.0,12.0,35.0,0.0,71.0,1.0,1.0,11.0,8.0,8.0,32.0,0.0,18.0,0.0,5.0,21.0
principle_A_case_2,21.0,0.0,8.0,1.0,58.0,12.0,16.0,20.0,30.0,11.0,3.0,23.0,6.0,9.0,0.0,16.0,44.0,6.0,2.0,14.0,34.0,384.0,12.0,11.0,0.0,9.0,3.0,6.0,6.0,23.0,9.0,1.0,27.0,16.0,0.0,2.0,14.0,20.0,12.0,10.0,4.0,8.0,23.0,9.0,8.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,21.0,29.0,7.0,17.0,16.0,1.0,0.0,1.0,14.0,7.0,11.0,3.0,7.0,18.0,1.0
wh_vs_that_no_gap_long_distance,5.0,0.0,12.0,2.0,19.0,2.0,0.0,27.0,0.0,0.0,2.0,6.0,6.0,11.0,3.0,6.0,15.0,7.0,3.0,4.0,11.0,12.0,384.0,1.0,7.0,0.0,2.0,9.0,5.0,4.0,23.0,27.0,6.0,2.0,0.0,0.0,5.0,5.0,248.0,2.0,11.0,3.0,4.0,4.0,13.0,2.0,0.0,0.0,0.0,3.0,6.0,1.0,7.0,10.0,1.0,3.0,3.0,2.0,3.0,2.0,11.0,6.0,42.0,3.0,5.0,41.0,4.0
distractor_agreement_relational_noun,141.0,0.0,0.0,0.0,20.0,174.0,198.0,0.0,21.0,1.0,5.0,88.0,0.0,0.0,0.0,29.0,22.0,2.0,3.0,80.0,113.0,11.0,1.0,384.0,0.0,0.0,0.0,7.0,7.0,95.0,17.0,0.0,84.0,0.0,0.0,0.0,90.0,88.0,0.0,0.0,1.0,0.0,98.0,6.0,0.0,1.0,0.0,0.0,3.0,37.0,74.0,0.0,8.0,27.0,0.0,87.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,1.0,0.0,1.0,36.0
sentential_subject_island,0.0,3.0,0.0,2.0,3.0,0.0,0.0,5.0,6.0,3.0,7.0,3.0,21.0,2.0,4.0,3.0,0.0,5.0,8.0,1.0,0.0,0.0,7.0,0.0,384.0,0.0,70.0,3.0,3.0,1.0,2.0,14.0,3.0,50.0,0.0,0.0,2.0,0.0,10.0,4.0,8.0,3.0,1.0,3.0,5.0,2.0,0.0,9.0,0.0,0.0,2.0,95.0,8.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,5.0,1.0,27.0,2.0,1.0,0.0
wh_vs_that_with_gap_long_distance,1.0,5.0,2.0,0.0,21.0,0.0,1.0,2.0,5.0,202.0,7.0,11.0,3.0,3.0,0.0,0.0,2.0,10.0,3.0,5.0,14.0,9.0,0.0,0.0,0.0,384.0,0.0,2.0,19.0,7.0,3.0,4.0,13.0,14.0,0.0,0.0,18.0,0.0,0.0,13.0,13.0,6.0,7.0,18.0,13.0,0.0,0.0,7.0,1.0,3.0,18.0,11.0,3.0,9.0,8.0,18.0,29.0,4.0,9.0,1.0,17.0,18.0,1.0,8.0,1.0,2.0,0.0
wh_questions_object_gap,0.0,1.0,0.0,3.0,5.0,0.0,0.0,30.0,24.0,1.0,0.0,3.0,23.0,3.0,0.0,1.0,0.0,15.0,5.0,0.0,0.0,3.0,2.0,0.0,70.0,0.0,384.0,4.0,2.0,1.0,0.0,35.0,2.0,27.0,1.0,2.0,0.0,0.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,103.0,4.0,2.0,14.0,1.0,4.0,1.0,0.0,5.0,3.0,0.0,0.0,29.0,6.0,0.0,0.0
npi_present_2,14.0,0.0,0.0,2.0,12.0,10.0,15.0,3.0,3.0,4.0,184.0,10.0,11.0,2.0,4.0,13.0,4.0,2.0,0.0,4.0,6.0,6.0,9.0,7.0,3.0,2.0,4.0,384.0,9.0,14.0,10.0,3.0,12.0,2.0,2.0,0.0,14.0,21.0,15.0,2.0,4.0,1.0,9.0,0.0,5.0,1.0,0.0,1.0,3.0,1.0,15.0,2.0,16.0,4.0,2.0,13.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,0.0,11.0,7.0,3.0
drop_argument,18.0,8.0,0.0,8.0,18.0,14.0,7.0,1.0,2.0,26.0,16.0,19.0,8.0,3.0,0.0,15.0,13.0,14.0,3.0,10.0,37.0,6.0,5.0,7.0,3.0,19.0,2.0,9.0,384.0,30.0,6.0,3.0,15.0,6.0,0.0,2.0,28.0,7.0,12.0,7.0,1.0,31.0,29.0,169.0,1.0,1.0,0.0,8.0,1.0,9.0,14.0,5.0,2.0,1.0,1.0,26.0,22.0,1.0,0.0,0.0,6.0,114.0,1.0,8.0,5.0,5.0,0.0
determiner_noun_agreement_with_adjective_1,61.0,2.0,1.0,3.0,22.0,90.0,69.0,1.0,25.0,3.0,12.0,265.0,2.0,8.0,0.0,40.0,16.0,11.0,4.0,242.0,76.0,23.0,4.0,95.0,1.0,7.0,1.0,14.0,30.0,384.0,9.0,4.0,276.0,4.0,0.0,0.0,285.0,30.0,6.0,2.0,1.0,10.0,321.0,21.0,11.0,1.0,0.0,0.0,3.0,26.0,259.0,0.0,22.0,29.0,2.0,289.0,4.0,0.0,5.0,0.0,9.0,29.0,6.0,13.0,0.0,13.0,2.0
existential_there_subject_raising,24.0,0.0,11.0,0.0,14.0,21.0,30.0,0.0,14.0,1.0,7.0,10.0,5.0,15.0,0.0,22.0,12.0,7.0,6.0,6.0,27.0,9.0,23.0,17.0,2.0,3.0,0.0,10.0,6.0,9.0,384.0,0.0,6.0,2.0,0.0,0.0,7.0,5.0,13.0,4.0,8.0,2.0,11.0,7.0,4.0,3.0,0.0,0.0,12.0,12.0,5.0,0.0,9.0,61.0,0.0,7.0,0.0,0.0,11.0,10.0,34.0,8.0,0.0,13.0,1.0,0.0,15.0
wh_questions_subject_gap_long_distance,0.0,13.0,0.0,7.0,1.0,0.0,0.0,125.0,0.0,2.0,4.0,3.0,3.0,2.0,3.0,0.0,1.0,11.0,3.0,2.0,0.0,1.0,27.0,0.0,14.0,4.0,35.0,3.0,3.0,4.0,0.0,384.0,4.0,4.0,2.0,1.0,3.0,0.0,23.0,4.0,4.0,3.0,4.0,6.0,4.0,0.0,0.0,10.0,2.0,1.0,4.0,11.0,2.0,0.0,6.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0,6.0,5.0,6.0,7.0,0.0
determiner_noun_agreement_with_adj_irregular_2,56.0,2.0,2.0,5.0,32.0,68.0,59.0,4.0,33.0,4.0,9.0,314.0,5.0,6.0,0.0,28.0,18.0,15.0,4.0,232.0,62.0,27.0,6.0,84.0,3.0,13.0,2.0,12.0,15.0,276.0,6.0,4.0,384.0,5.0,0.0,0.0,247.0,30.0,9.0,6.0,1.0,6.0,290.0,18.0,8.0,1.0,0.0,0.0,3.0,22.0,280.0,1.0,28.0,32.0,1.0,248.0,7.0,0.0,3.0,0.0,18.0,15.0,8.0,12.0,0.0,14.0,3.0
coordinate_structure_constraint_object_extraction,2.0,0.0,2.0,3.0,21.0,2.0,0.0,3.0,17.0,14.0,6.0,3.0,6.0,2.0,1.0,1.0,2.0,14.0,6.0,1.0,11.0,16.0,2.0,0.0,50.0,14.0,27.0,2.0,6.0,4.0,2.0,4.0,5.0,384.0,0.0,0.0,3.0,0.0,4.0,6.0,13.0,1.0,3.0,3.0,11.0,1.0,0.0,3.0,0.0,0.0,3.0,42.0,10.0,2.0,7.0,3.0,12.0,0.0,5.0,2.0,7.0,4.0,2.0,55.0,1.0,5.0,0.0
only_npi_licensor_present,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,384.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
existential_there_quantifiers_2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,384.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,0.0
determiner_noun_agreement_1,59.0,1.0,1.0,4.0,22.0,84.0,68.0,1.0,24.0,12.0,15.0,240.0,6.0,6.0,0.0,42.0,14.0,13.0,6.0,262.0,68.0,14.0,5.0,90.0,2.0,18.0,0.0,14.0,28.0,285.0,7.0,3.0,247.0,3.0,0.0,0.0,384.0,31.0,5.0,9.0,0.0,13.0,288.0,25.0,13.0,1.0,0.0,0.0,1.0,36.0,289.0,0.0,19.0,30.0,1.0,336.0,7.0,0.0,5.0,0.0,10.0,31.0,2.0,16.0,0.0,6.0,4.0
regular_plural_subject_verb_agreement_1,50.0,0.0,1.0,5.0,26.0,51.0,76.0,0.0,12.0,0.0,16.0,34.0,0.0,2.0,0.0,19.0,12.0,0.0,5.0,24.0,33.0,20.0,5.0,88.0,0.0,0.0,0.0,21.0,7.0,30.0,5.0,0.0,30.0,0.0,0.0,0.0,31.0,384.0,3.0,0.0,0.0,0.0,29.0,8.0,8.0,5.0,0.0,0.0,4.0,16.0,34.0,0.0,22.0,11.0,0.0,37.0,7.0,10.0,5.0,0.0,4.0,4.0,5.0,0.0,0.0,12.0,63.0
wh_vs_that_no_gap,8.0,3.0,6.0,6.0,26.0,5.0,1.0,39.0,1.0,0.0,4.0,8.0,7.0,15.0,3.0,6.0,10.0,8.0,3.0,5.0,10.0,12.0,248.0,0.0,10.0,0.0,7.0,15.0,12.0,6.0,13.0,23.0,9.0,4.0,0.0,0.0,5.0,3.0,384.0,1.0,13.0,4.0,6.0,7.0,11.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,7.0,11.0,4.0,5.0,3.0,1.0,5.0,3.0,13.0,9.0,31.0,4.0,1.0,35.0,4.0
ellipsis_n_bar_2,0.0,6.0,3.0,11.0,13.0,0.0,0.0,8.0,8.0,31.0,1.0,5.0,10.0,4.0,0.0,0.0,4.0,42.0,6.0,2.0,0.0,10.0,2.0,0.0,4.0,13.0,2.0,2.0,7.0,2.0,4.0,4.0,6.0,6.0,0.0,1.0,9.0,0.0,1.0,384.0,1.0,35.0,4.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,10.0,5.0,6.0,2.0,5.0,6.0,18.0,0.0,4.0,1.0,0.0,16.0,4.0,2.0,1.0,6.0,0.0
principle_A_domain_2,3.0,2.0,7.0,0.0,13.0,2.0,1.0,2.0,5.0,6.0,4.0,1.0,5.0,14.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,4.0,11.0,1.0,8.0,13.0,3.0,4.0,1.0,1.0,8.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,13.0,1.0,384.0,1.0,1.0,2.0,73.0,0.0,1.0,2.0,0.0,6.0,1.0,4.0,7.0,8.0,2.0,1.0,1.0,0.0,5.0,26.0,12.0,2.0,6.0,3.0,1.0,0.0,1.0
adjunct_island,5.0,16.0,0.0,8.0,9.0,0.0,0.0,5.0,0.0,23.0,0.0,9.0,6.0,2.0,2.0,4.0,4.0,12.0,10.0,3.0,7.0,8.0,3.0,0.0,3.0,6.0,0.0,1.0,31.0,10.0,2.0,3.0,6.0,1.0,0.0,0.0,13.0,0.0,4.0,35.0,1.0,384.0,9.0,38.0,1.0,3.0,0.0,28.0,0.0,0.0,4.0,3.0,3.0,0.0,3.0,10.0,10.0,1.0,6.0,3.0,1.0,43.0,8.0,3.0,5.0,4.0,0.0
determiner_noun_agreement_with_adj_2,67.0,3.0,3.0,5.0,27.0,95.0,80.0,1.0,31.0,5.0,7.0,286.0,4.0,9.0,0.0,36.0,17.0,10.0,3.0,247.0,78.0,23.0,4.0,98.0,1.0,7.0,1.0,9.0,29.0,321.0,11.0,4.0,290.0,3.0,0.0,1.0,288.0,29.0,6.0,4.0,1.0,9.0,384.0,25.0,10.0,1.0,0.0,0.0,3.0,32.0,264.0,1.0,23.0,32.0,1.0,285.0,6.0,0.0,6.0,0.0,9.0,25.0,8.0,12.0,0.0,14.0,4.0
intransitive,22.0,6.0,1.0,5.0,9.0,12.0,6.0,2.0,2.0,35.0,0.0,22.0,6.0,4.0,1.0,4.0,11.0,7.0,5.0,9.0,33.0,9.0,4.0,6.0,3.0,18.0,0.0,0.0,169.0,21.0,7.0,6.0,18.0,3.0,0.0,1.0,25.0,8.0,7.0,8.0,2.0,38.0,25.0,384.0,4.0,0.0,0.0,14.0,0.0,13.0,12.0,3.0,4.0,1.0,4.0,28.0,29.0,0.0,0.0,0.0,14.0,204.0,0.0,8.0,6.0,2.0,9.0
