,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
npi_present_1,10.0,10.0,9.0,7.0,27.0,18.0,20.0,10.0,20.0,14.0,655.0,25.0,7.0,6.0,10.0,10.0,18.0,6.0,9.0,31.0,24.0,8.0,18.0,30.0,11.0,12.0,21.0,277.0,6.0,16.0,11.0,13.0,20.0,6.0,7.0,9.0,32.0,13.0,24.0,5.0,4.0,9.0,19.0,11.0,7.0,5.0,7.0,20.0,3.0,4.0,30.0,13.0,18.0,16.0,5.0,28.0,15.0,3.0,9.0,11.0,24.0,3.0,12.0,7.0,20.0,12.0,0.0
determiner_noun_agreement_with_adj_irregular_1,164.0,3.0,107.0,15.0,168.0,151.0,177.0,99.0,112.0,118.0,25.0,655.0,2.0,92.0,8.0,97.0,87.0,24.0,15.0,419.0,139.0,126.0,67.0,167.0,8.0,67.0,28.0,41.0,166.0,444.0,101.0,13.0,542.0,54.0,16.0,10.0,417.0,168.0,102.0,35.0,50.0,5.0,462.0,176.0,36.0,76.0,1.0,5.0,53.0,25.0,420.0,16.0,125.0,80.0,3.0,410.0,127.0,28.0,59.0,37.0,73.0,61.0,52.0,38.0,42.0,20.0,108.0
principle_A_domain_1,0.0,12.0,0.0,49.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,2.0,655.0,0.0,0.0,6.0,0.0,43.0,28.0,1.0,0.0,1.0,0.0,0.0,14.0,3.0,42.0,4.0,6.0,1.0,0.0,9.0,2.0,19.0,1.0,13.0,3.0,0.0,1.0,20.0,0.0,47.0,1.0,3.0,0.0,3.0,50.0,29.0,1.0,3.0,2.0,19.0,2.0,0.0,20.0,4.0,2.0,21.0,0.0,31.0,0.0,2.0,10.0,25.0,2.0,1.0,0.0
principle_A_case_1,133.0,4.0,138.0,4.0,132.0,113.0,150.0,118.0,57.0,39.0,6.0,92.0,0.0,655.0,12.0,70.0,109.0,7.0,2.0,68.0,138.0,218.0,89.0,127.0,2.0,11.0,12.0,22.0,117.0,123.0,139.0,10.0,83.0,14.0,40.0,2.0,79.0,144.0,135.0,5.0,98.0,6.0,108.0,127.0,61.0,71.0,0.0,0.0,72.0,21.0,54.0,2.0,87.0,113.0,3.0,68.0,74.0,52.0,21.0,43.0,68.0,80.0,44.0,24.0,31.0,14.0,149.0
only_npi_scope,13.0,1.0,21.0,4.0,26.0,13.0,8.0,16.0,16.0,17.0,10.0,8.0,0.0,12.0,655.0,7.0,28.0,5.0,3.0,11.0,17.0,21.0,38.0,18.0,3.0,29.0,9.0,10.0,9.0,6.0,10.0,13.0,7.0,9.0,65.0,7.0,11.0,14.0,27.0,2.0,10.0,0.0,6.0,13.0,7.0,4.0,0.0,2.0,3.0,2.0,13.0,2.0,16.0,28.0,12.0,9.0,8.0,1.0,9.0,1.0,30.0,10.0,15.0,8.0,2.0,30.0,3.0
irregular_past_participle_verbs,109.0,4.0,49.0,7.0,75.0,106.0,101.0,56.0,44.0,20.0,10.0,97.0,6.0,70.0,7.0,655.0,35.0,14.0,8.0,100.0,54.0,69.0,48.0,96.0,10.0,21.0,17.0,38.0,102.0,91.0,48.0,24.0,94.0,23.0,21.0,3.0,101.0,109.0,73.0,13.0,21.0,9.0,95.0,86.0,6.0,77.0,0.0,7.0,34.0,21.0,87.0,8.0,60.0,56.0,7.0,97.0,66.0,38.0,11.0,15.0,47.0,45.0,50.0,15.0,31.0,27.0,114.0
passive_1,91.0,3.0,98.0,9.0,222.0,91.0,111.0,82.0,140.0,58.0,18.0,87.0,0.0,109.0,28.0,35.0,655.0,17.0,8.0,79.0,90.0,148.0,84.0,104.0,3.0,36.0,28.0,35.0,110.0,95.0,89.0,20.0,80.0,19.0,18.0,0.0,80.0,127.0,101.0,13.0,35.0,8.0,88.0,110.0,36.0,77.0,0.0,0.0,38.0,30.0,77.0,0.0,83.0,102.0,4.0,74.0,84.0,38.0,19.0,29.0,68.0,78.0,23.0,36.0,25.0,15.0,80.0
ellipsis_n_bar_1,15.0,12.0,7.0,36.0,28.0,14.0,11.0,18.0,26.0,36.0,6.0,24.0,43.0,7.0,5.0,14.0,17.0,655.0,23.0,28.0,16.0,18.0,14.0,6.0,12.0,31.0,49.0,7.0,31.0,25.0,5.0,16.0,24.0,24.0,1.0,7.0,30.0,12.0,16.0,82.0,8.0,26.0,28.0,31.0,8.0,12.0,32.0,17.0,3.0,9.0,30.0,25.0,16.0,6.0,18.0,30.0,25.0,14.0,15.0,30.0,9.0,24.0,15.0,22.0,7.0,10.0,9.0
wh_island,1.0,16.0,0.0,23.0,4.0,1.0,8.0,2.0,11.0,9.0,9.0,15.0,28.0,2.0,3.0,8.0,8.0,23.0,655.0,24.0,2.0,3.0,2.0,8.0,26.0,17.0,23.0,8.0,1.0,8.0,2.0,8.0,15.0,42.0,3.0,9.0,22.0,1.0,3.0,18.0,0.0,32.0,13.0,7.0,0.0,3.0,46.0,64.0,2.0,8.0,27.0,33.0,9.0,0.0,16.0,23.0,14.0,15.0,7.0,16.0,8.0,6.0,15.0,28.0,10.0,4.0,5.0
determiner_noun_agreement_irregular_1,140.0,3.0,102.0,18.0,181.0,134.0,145.0,107.0,111.0,129.0,31.0,419.0,1.0,68.0,11.0,100.0,79.0,28.0,24.0,655.0,134.0,121.0,80.0,145.0,10.0,63.0,35.0,46.0,162.0,396.0,74.0,19.0,427.0,59.0,11.0,4.0,473.0,132.0,111.0,37.0,38.0,4.0,416.0,180.0,22.0,71.0,0.0,5.0,46.0,33.0,473.0,19.0,113.0,88.0,2.0,471.0,128.0,23.0,68.0,28.0,76.0,77.0,67.0,39.0,36.0,32.0,90.0
distractor_agreement_relative_clause,105.0,6.0,192.0,3.0,187.0,99.0,122.0,232.0,73.0,90.0,24.0,139.0,0.0,138.0,17.0,54.0,90.0,16.0,2.0,134.0,655.0,183.0,205.0,153.0,0.0,19.0,23.0,46.0,134.0,168.0,127.0,49.0,134.0,12.0,21.0,0.0,135.0,117.0,238.0,6.0,65.0,1.0,162.0,151.0,44.0,42.0,0.0,6.0,44.0,21.0,125.0,6.0,86.0,132.0,3.0,131.0,100.0,27.0,56.0,65.0,60.0,81.0,30.0,23.0,36.0,26.0,88.0
principle_A_case_2,109.0,2.0,211.0,5.0,209.0,95.0,122.0,187.0,69.0,102.0,8.0,126.0,1.0,218.0,21.0,69.0,148.0,18.0,3.0,121.0,183.0,655.0,149.0,102.0,0.0,54.0,27.0,37.0,177.0,152.0,135.0,22.0,111.0,28.0,30.0,1.0,116.0,130.0,200.0,11.0,67.0,9.0,141.0,153.0,51.0,83.0,1.0,0.0,66.0,30.0,101.0,2.0,124.0,141.0,3.0,107.0,119.0,57.0,46.0,44.0,95.0,101.0,45.0,32.0,17.0,21.0,122.0
wh_vs_that_no_gap_long_distance,33.0,4.0,219.0,10.0,161.0,34.0,31.0,199.0,45.0,63.0,18.0,67.0,0.0,89.0,38.0,48.0,84.0,14.0,2.0,80.0,205.0,149.0,655.0,28.0,2.0,11.0,39.0,35.0,111.0,97.0,66.0,95.0,60.0,5.0,7.0,5.0,76.0,42.0,388.0,36.0,22.0,11.0,86.0,119.0,15.0,36.0,0.0,1.0,31.0,11.0,71.0,0.0,52.0,166.0,3.0,70.0,99.0,20.0,52.0,7.0,66.0,71.0,23.0,17.0,16.0,59.0,42.0
distractor_agreement_relational_noun,246.0,1.0,55.0,2.0,115.0,246.0,324.0,63.0,80.0,21.0,30.0,167.0,0.0,127.0,18.0,96.0,104.0,6.0,8.0,145.0,153.0,102.0,28.0,655.0,0.0,12.0,4.0,48.0,109.0,143.0,124.0,3.0,164.0,8.0,38.0,1.0,142.0,254.0,63.0,0.0,58.0,0.0,147.0,130.0,46.0,44.0,0.0,5.0,70.0,56.0,139.0,1.0,95.0,54.0,4.0,132.0,48.0,41.0,18.0,54.0,66.0,67.0,44.0,18.0,22.0,15.0,139.0
sentential_subject_island,4.0,12.0,0.0,5.0,9.0,3.0,2.0,0.0,20.0,9.0,11.0,8.0,14.0,2.0,3.0,10.0,3.0,12.0,26.0,10.0,0.0,0.0,2.0,0.0,655.0,16.0,135.0,11.0,3.0,4.0,0.0,7.0,7.0,100.0,1.0,3.0,10.0,4.0,5.0,3.0,1.0,23.0,5.0,1.0,3.0,8.0,8.0,15.0,2.0,2.0,13.0,181.0,10.0,0.0,19.0,10.0,6.0,10.0,1.0,23.0,4.0,9.0,18.0,46.0,12.0,2.0,3.0
wh_vs_that_with_gap_long_distance,26.0,7.0,14.0,21.0,67.0,28.0,17.0,21.0,34.0,329.0,12.0,67.0,3.0,11.0,29.0,21.0,36.0,31.0,17.0,63.0,19.0,54.0,11.0,12.0,16.0,655.0,21.0,11.0,46.0,70.0,15.0,9.0,68.0,58.0,7.0,6.0,68.0,22.0,15.0,53.0,4.0,15.0,72.0,48.0,3.0,37.0,1.0,32.0,3.0,11.0,73.0,16.0,47.0,15.0,4.0,71.0,91.0,2.0,32.0,8.0,18.0,39.0,15.0,28.0,8.0,13.0,19.0
wh_questions_object_gap,3.0,19.0,22.0,14.0,42.0,4.0,2.0,59.0,38.0,29.0,21.0,28.0,42.0,12.0,9.0,17.0,28.0,49.0,23.0,35.0,23.0,27.0,39.0,4.0,135.0,21.0,655.0,24.0,23.0,29.0,8.0,46.0,23.0,63.0,3.0,7.0,24.0,9.0,41.0,13.0,1.0,33.0,30.0,31.0,0.0,5.0,27.0,15.0,5.0,4.0,29.0,138.0,19.0,26.0,22.0,25.0,34.0,13.0,18.0,32.0,20.0,11.0,17.0,101.0,14.0,15.0,6.0
npi_present_2,30.0,9.0,42.0,9.0,56.0,31.0,46.0,33.0,34.0,20.0,277.0,41.0,4.0,22.0,10.0,38.0,35.0,7.0,8.0,46.0,46.0,37.0,35.0,48.0,11.0,11.0,24.0,655.0,28.0,36.0,38.0,11.0,39.0,12.0,8.0,5.0,49.0,34.0,44.0,9.0,21.0,5.0,38.0,27.0,16.0,19.0,2.0,16.0,23.0,8.0,43.0,17.0,43.0,34.0,5.0,46.0,12.0,3.0,14.0,20.0,34.0,5.0,20.0,8.0,50.0,13.0,15.0
drop_argument,143.0,3.0,122.0,10.0,168.0,126.0,112.0,105.0,65.0,125.0,6.0,166.0,6.0,117.0,9.0,102.0,110.0,31.0,1.0,162.0,134.0,177.0,111.0,109.0,3.0,46.0,23.0,28.0,655.0,189.0,97.0,16.0,150.0,14.0,17.0,5.0,174.0,155.0,117.0,27.0,45.0,22.0,184.0,318.0,29.0,101.0,4.0,12.0,55.0,33.0,152.0,1.0,89.0,83.0,5.0,161.0,147.0,43.0,52.0,45.0,45.0,178.0,18.0,30.0,19.0,7.0,120.0
determiner_noun_agreement_with_adjective_1,144.0,2.0,144.0,9.0,207.0,138.0,157.0,126.0,112.0,139.0,16.0,444.0,1.0,123.0,6.0,91.0,95.0,25.0,8.0,396.0,168.0,152.0,97.0,143.0,4.0,70.0,29.0,36.0,189.0,655.0,103.0,14.0,438.0,55.0,18.0,7.0,450.0,150.0,139.0,32.0,62.0,3.0,572.0,200.0,32.0,74.0,2.0,4.0,59.0,23.0,365.0,13.0,148.0,93.0,2.0,438.0,139.0,28.0,62.0,35.0,67.0,90.0,66.0,37.0,44.0,29.0,114.0
existential_there_subject_raising,92.0,0.0,116.0,4.0,96.0,86.0,124.0,96.0,57.0,36.0,11.0,101.0,0.0,139.0,10.0,48.0,89.0,5.0,2.0,74.0,127.0,135.0,66.0,124.0,0.0,15.0,8.0,38.0,97.0,103.0,655.0,7.0,90.0,22.0,23.0,1.0,73.0,100.0,86.0,0.0,47.0,0.0,106.0,80.0,36.0,45.0,0.0,0.0,104.0,33.0,67.0,1.0,63.0,116.0,5.0,72.0,52.0,34.0,23.0,39.0,112.0,50.0,17.0,30.0,18.0,18.0,105.0
wh_questions_subject_gap_long_distance,7.0,10.0,15.0,8.0,30.0,7.0,6.0,150.0,16.0,20.0,13.0,13.0,9.0,10.0,13.0,24.0,20.0,16.0,8.0,19.0,49.0,22.0,95.0,3.0,7.0,9.0,46.0,11.0,16.0,14.0,7.0,655.0,11.0,2.0,4.0,8.0,16.0,8.0,64.0,27.0,8.0,13.0,13.0,23.0,6.0,6.0,8.0,6.0,9.0,4.0,19.0,8.0,30.0,17.0,7.0,17.0,37.0,3.0,33.0,4.0,23.0,23.0,13.0,10.0,19.0,18.0,4.0
determiner_noun_agreement_with_adj_irregular_2,158.0,4.0,98.0,15.0,168.0,151.0,171.0,94.0,111.0,122.0,20.0,542.0,2.0,83.0,7.0,94.0,80.0,24.0,15.0,427.0,134.0,111.0,60.0,164.0,7.0,68.0,23.0,39.0,150.0,438.0,90.0,11.0,655.0,56.0,20.0,9.0,430.0,152.0,96.0,38.0,43.0,6.0,458.0,165.0,23.0,73.0,1.0,4.0,49.0,28.0,444.0,18.0,123.0,69.0,3.0,420.0,120.0,26.0,62.0,34.0,71.0,65.0,56.0,40.0,53.0,21.0,102.0
coordinate_structure_constraint_object_extraction,20.0,5.0,6.0,15.0,49.0,26.0,17.0,14.0,73.0,47.0,6.0,54.0,19.0,14.0,9.0,23.0,19.0,24.0,42.0,59.0,12.0,28.0,5.0,8.0,100.0,58.0,63.0,12.0,14.0,55.0,22.0,2.0,56.0,655.0,0.0,3.0,56.0,21.0,9.0,20.0,14.0,0.0,52.0,17.0,9.0,26.0,24.0,33.0,7.0,8.0,60.0,86.0,52.0,8.0,8.0,59.0,31.0,7.0,20.0,20.0,8.0,20.0,35.0,153.0,9.0,15.0,21.0
only_npi_licensor_present,50.0,5.0,26.0,1.0,27.0,40.0,40.0,10.0,15.0,5.0,7.0,16.0,1.0,40.0,65.0,21.0,18.0,1.0,3.0,11.0,21.0,30.0,7.0,38.0,1.0,7.0,3.0,8.0,17.0,18.0,23.0,4.0,20.0,0.0,655.0,2.0,18.0,47.0,16.0,1.0,37.0,0.0,16.0,19.0,31.0,17.0,0.0,1.0,10.0,9.0,10.0,4.0,22.0,20.0,15.0,15.0,16.0,10.0,5.0,16.0,19.0,17.0,29.0,4.0,17.0,13.0,39.0
existential_there_quantifiers_2,0.0,6.0,6.0,14.0,0.0,0.0,0.0,6.0,1.0,3.0,9.0,10.0,13.0,2.0,7.0,3.0,0.0,7.0,9.0,4.0,0.0,1.0,5.0,1.0,3.0,6.0,7.0,5.0,5.0,7.0,1.0,8.0,9.0,3.0,2.0,655.0,7.0,2.0,3.0,7.0,1.0,10.0,10.0,1.0,1.0,3.0,10.0,8.0,4.0,5.0,8.0,4.0,2.0,1.0,10.0,7.0,3.0,7.0,5.0,10.0,2.0,1.0,7.0,4.0,4.0,4.0,0.0
determiner_noun_agreement_1,143.0,3.0,96.0,15.0,191.0,146.0,161.0,95.0,114.0,132.0,32.0,417.0,3.0,79.0,11.0,101.0,80.0,30.0,22.0,473.0,135.0,116.0,76.0,142.0,10.0,68.0,24.0,49.0,174.0,450.0,73.0,16.0,430.0,56.0,18.0,7.0,655.0,138.0,109.0,40.0,40.0,7.0,471.0,196.0,21.0,79.0,0.0,8.0,50.0,35.0,466.0,16.0,140.0,77.0,3.0,575.0,135.0,24.0,62.0,29.0,76.0,101.0,75.0,38.0,36.0,29.0,88.0
regular_plural_subject_verb_agreement_1,294.0,1.0,57.0,4.0,154.0,277.0,294.0,76.0,93.0,38.0,13.0,168.0,0.0,144.0,14.0,109.0,127.0,12.0,1.0,132.0,117.0,130.0,42.0,254.0,4.0,22.0,9.0,34.0,155.0,150.0,100.0,8.0,152.0,21.0,47.0,2.0,138.0,655.0,66.0,3.0,51.0,1.0,149.0,130.0,50.0,101.0,0.0,0.0,67.0,50.0,133.0,0.0,125.0,63.0,9.0,129.0,51.0,78.0,17.0,42.0,68.0,75.0,57.0,23.0,36.0,17.0,205.0
wh_vs_that_no_gap,58.0,2.0,228.0,10.0,200.0,49.0,62.0,224.0,59.0,65.0,24.0,102.0,1.0,135.0,27.0,73.0,101.0,16.0,3.0,111.0,238.0,200.0,388.0,63.0,5.0,15.0,41.0,44.0,117.0,139.0,86.0,64.0,96.0,9.0,16.0,3.0,109.0,66.0,655.0,15.0,53.0,8.0,122.0,154.0,31.0,48.0,0.0,0.0,43.0,23.0,97.0,0.0,74.0,176.0,3.0,100.0,118.0,20.0,42.0,35.0,102.0,87.0,39.0,22.0,28.0,59.0,70.0
ellipsis_n_bar_2,6.0,10.0,18.0,46.0,38.0,6.0,6.0,12.0,21.0,62.0,5.0,35.0,20.0,5.0,2.0,13.0,13.0,82.0,18.0,37.0,6.0,11.0,36.0,0.0,3.0,53.0,13.0,9.0,27.0,32.0,0.0,27.0,38.0,20.0,1.0,7.0,40.0,3.0,15.0,655.0,0.0,47.0,34.0,29.0,2.0,25.0,20.0,41.0,5.0,15.0,55.0,10.0,17.0,8.0,17.0,45.0,39.0,13.0,35.0,14.0,4.0,22.0,8.0,18.0,12.0,7.0,3.0
principle_A_domain_2,41.0,3.0,45.0,0.0,37.0,40.0,70.0,58.0,35.0,13.0,4.0,50.0,0.0,98.0,10.0,21.0,35.0,8.0,0.0,38.0,65.0,67.0,22.0,58.0,1.0,4.0,1.0,21.0,45.0,62.0,47.0,8.0,43.0,14.0,37.0,1.0,40.0,51.0,53.0,0.0,655.0,1.0,54.0,48.0,328.0,16.0,0.0,0.0,38.0,7.0,27.0,11.0,47.0,39.0,3.0,38.0,24.0,17.0,14.0,66.0,24.0,40.0,16.0,14.0,25.0,10.0,70.0
adjunct_island,1.0,22.0,1.0,40.0,11.0,1.0,1.0,15.0,7.0,20.0,9.0,5.0,47.0,6.0,0.0,9.0,8.0,26.0,32.0,4.0,1.0,9.0,11.0,0.0,23.0,15.0,33.0,5.0,22.0,3.0,0.0,13.0,6.0,0.0,0.0,10.0,7.0,1.0,8.0,47.0,1.0,655.0,4.0,18.0,0.0,2.0,49.0,81.0,1.0,9.0,8.0,25.0,5.0,0.0,21.0,6.0,14.0,18.0,6.0,32.0,5.0,22.0,12.0,3.0,6.0,2.0,2.0
determiner_noun_agreement_with_adj_2,143.0,2.0,129.0,9.0,198.0,137.0,154.0,116.0,104.0,140.0,19.0,462.0,1.0,108.0,6.0,95.0,88.0,28.0,13.0,416.0,162.0,141.0,86.0,147.0,5.0,72.0,30.0,38.0,184.0,572.0,106.0,13.0,458.0,52.0,16.0,10.0,471.0,149.0,122.0,34.0,54.0,4.0,655.0,197.0,25.0,73.0,1.0,3.0,57.0,27.0,387.0,14.0,145.0,88.0,2.0,461.0,137.0,23.0,65.0,34.0,64.0,83.0,56.0,37.0,45.0,26.0,104.0
intransitive,152.0,4.0,112.0,10.0,186.0,151.0,123.0,113.0,83.0,124.0,11.0,176.0,3.0,127.0,13.0,86.0,110.0,31.0,7.0,180.0,151.0,153.0,119.0,130.0,1.0,48.0,31.0,27.0,318.0,200.0,80.0,23.0,165.0,17.0,19.0,1.0,196.0,130.0,154.0,29.0,48.0,18.0,197.0,655.0,21.0,49.0,2.0,7.0,54.0,38.0,182.0,1.0,124.0,79.0,12.0,192.0,168.0,33.0,39.0,52.0,63.0,326.0,25.0,36.0,19.0,19.0,117.0
