,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
npi_present_2,35.0,6.0,35.0,12.0,62.0,33.0,39.0,36.0,47.0,6.0,236.0,38.0,5.0,27.0,15.0,38.0,41.0,21.0,4.0,43.0,33.0,29.0,12.0,35.0,5.0,4.0,12.0,430.0,36.0,41.0,32.0,9.0,36.0,1.0,18.0,8.0,45.0,49.0,15.0,3.0,19.0,3.0,45.0,17.0,9.0,20.0,4.0,4.0,39.0,4.0,34.0,4.0,52.0,31.0,11.0,42.0,20.0,31.0,19.0,10.0,15.0,7.0,10.0,13.0,26.0,8.0,30.0
drop_argument,114.0,1.0,90.0,32.0,140.0,103.0,90.0,103.0,123.0,54.0,15.0,136.0,5.0,57.0,18.0,70.0,65.0,29.0,5.0,114.0,127.0,110.0,30.0,87.0,0.0,24.0,27.0,36.0,430.0,150.0,91.0,4.0,136.0,6.0,73.0,0.0,122.0,108.0,35.0,17.0,36.0,3.0,154.0,216.0,6.0,25.0,1.0,1.0,106.0,29.0,90.0,0.0,96.0,94.0,14.0,127.0,71.0,97.0,15.0,65.0,35.0,144.0,53.0,8.0,5.0,10.0,106.0
determiner_noun_agreement_with_adjective_1,137.0,0.0,87.0,45.0,178.0,134.0,140.0,103.0,157.0,82.0,19.0,324.0,4.0,67.0,35.0,74.0,106.0,75.0,7.0,250.0,154.0,136.0,17.0,137.0,0.0,40.0,34.0,41.0,150.0,430.0,131.0,7.0,322.0,9.0,97.0,0.0,295.0,152.0,26.0,35.0,67.0,5.0,383.0,152.0,14.0,16.0,0.0,0.0,118.0,41.0,198.0,2.0,132.0,90.0,21.0,299.0,82.0,108.0,39.0,89.0,47.0,104.0,54.0,24.0,9.0,12.0,141.0
existential_there_subject_raising,98.0,1.0,83.0,33.0,124.0,96.0,92.0,91.0,131.0,34.0,19.0,117.0,3.0,53.0,37.0,62.0,63.0,32.0,3.0,88.0,106.0,105.0,17.0,74.0,0.0,17.0,29.0,32.0,91.0,131.0,430.0,1.0,113.0,12.0,69.0,0.0,101.0,90.0,21.0,13.0,37.0,0.0,132.0,85.0,7.0,6.0,0.0,0.0,109.0,32.0,66.0,0.0,86.0,101.0,20.0,100.0,36.0,90.0,19.0,80.0,62.0,69.0,56.0,11.0,1.0,20.0,107.0
wh_questions_subject_gap_long_distance,0.0,14.0,7.0,11.0,2.0,0.0,2.0,52.0,4.0,14.0,18.0,4.0,9.0,7.0,1.0,3.0,1.0,24.0,5.0,9.0,2.0,7.0,32.0,1.0,6.0,12.0,30.0,9.0,4.0,7.0,1.0,430.0,4.0,7.0,0.0,8.0,7.0,1.0,25.0,20.0,0.0,10.0,7.0,4.0,0.0,2.0,5.0,6.0,0.0,2.0,13.0,10.0,3.0,6.0,8.0,7.0,14.0,0.0,6.0,0.0,7.0,7.0,4.0,6.0,17.0,1.0,0.0
determiner_noun_agreement_with_adj_irregular_2,143.0,0.0,74.0,45.0,168.0,138.0,142.0,95.0,150.0,69.0,22.0,362.0,3.0,68.0,26.0,75.0,98.0,68.0,6.0,246.0,154.0,123.0,13.0,143.0,0.0,31.0,30.0,36.0,136.0,322.0,113.0,4.0,430.0,6.0,93.0,0.0,262.0,147.0,23.0,34.0,69.0,2.0,312.0,127.0,17.0,18.0,0.0,0.0,111.0,33.0,206.0,2.0,126.0,87.0,16.0,258.0,66.0,117.0,32.0,86.0,52.0,82.0,51.0,22.0,8.0,11.0,153.0
coordinate_structure_constraint_object_extraction,3.0,4.0,2.0,7.0,5.0,3.0,5.0,4.0,13.0,12.0,1.0,7.0,14.0,8.0,2.0,5.0,6.0,12.0,24.0,10.0,3.0,5.0,2.0,2.0,51.0,6.0,35.0,1.0,6.0,9.0,12.0,7.0,6.0,430.0,2.0,1.0,12.0,3.0,4.0,9.0,5.0,0.0,9.0,6.0,1.0,5.0,18.0,11.0,0.0,9.0,14.0,44.0,9.0,3.0,5.0,10.0,11.0,2.0,10.0,5.0,8.0,8.0,7.0,67.0,4.0,2.0,5.0
only_npi_licensor_present,92.0,2.0,53.0,22.0,90.0,97.0,92.0,62.0,87.0,27.0,12.0,95.0,2.0,38.0,61.0,42.0,55.0,31.0,1.0,70.0,91.0,79.0,12.0,90.0,0.0,11.0,19.0,18.0,73.0,97.0,69.0,0.0,93.0,2.0,430.0,7.0,79.0,83.0,22.0,21.0,47.0,0.0,97.0,64.0,13.0,8.0,1.0,1.0,94.0,20.0,65.0,0.0,80.0,59.0,20.0,78.0,35.0,91.0,27.0,70.0,29.0,36.0,46.0,13.0,3.0,13.0,109.0
existential_there_quantifiers_2,0.0,10.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,13.0,2.0,3.0,3.0,0.0,8.0,12.0,1.0,0.0,2.0,3.0,0.0,10.0,0.0,12.0,8.0,0.0,0.0,0.0,8.0,0.0,1.0,7.0,430.0,0.0,0.0,2.0,7.0,3.0,6.0,0.0,0.0,1.0,16.0,12.0,10.0,1.0,8.0,2.0,17.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,5.0,5.0,1.0,10.0,4.0,7.0,0.0,0.0
determiner_noun_agreement_1,119.0,0.0,77.0,49.0,160.0,115.0,131.0,79.0,135.0,95.0,25.0,262.0,7.0,74.0,18.0,88.0,102.0,75.0,8.0,301.0,126.0,121.0,30.0,121.0,0.0,51.0,34.0,45.0,122.0,295.0,101.0,7.0,262.0,12.0,79.0,0.0,430.0,148.0,38.0,53.0,56.0,6.0,295.0,142.0,18.0,15.0,2.0,0.0,97.0,39.0,293.0,6.0,131.0,75.0,19.0,383.0,87.0,93.0,42.0,71.0,56.0,105.0,59.0,26.0,10.0,11.0,119.0
regular_plural_subject_verb_agreement_1,175.0,0.0,60.0,42.0,158.0,178.0,197.0,68.0,144.0,43.0,28.0,155.0,3.0,87.0,15.0,92.0,132.0,41.0,2.0,139.0,124.0,117.0,16.0,183.0,2.0,19.0,30.0,49.0,108.0,152.0,90.0,1.0,147.0,3.0,83.0,0.0,148.0,430.0,26.0,21.0,52.0,3.0,155.0,95.0,15.0,31.0,0.0,0.0,95.0,45.0,122.0,2.0,118.0,73.0,16.0,145.0,45.0,120.0,27.0,64.0,55.0,76.0,59.0,20.0,4.0,19.0,147.0
wh_vs_that_no_gap,20.0,5.0,44.0,22.0,41.0,20.0,20.0,93.0,25.0,3.0,10.0,24.0,8.0,45.0,15.0,29.0,26.0,27.0,6.0,25.0,51.0,48.0,206.0,17.0,2.0,0.0,33.0,15.0,35.0,26.0,21.0,25.0,23.0,4.0,22.0,2.0,38.0,26.0,430.0,28.0,18.0,3.0,26.0,23.0,6.0,9.0,1.0,1.0,15.0,3.0,35.0,4.0,30.0,41.0,11.0,35.0,19.0,16.0,5.0,23.0,33.0,27.0,43.0,7.0,11.0,37.0,21.0
ellipsis_n_bar_2,16.0,12.0,19.0,32.0,38.0,18.0,13.0,33.0,18.0,58.0,3.0,32.0,7.0,18.0,14.0,37.0,6.0,90.0,7.0,53.0,19.0,41.0,17.0,15.0,1.0,60.0,23.0,3.0,17.0,35.0,13.0,20.0,34.0,9.0,21.0,7.0,53.0,21.0,28.0,430.0,5.0,26.0,33.0,36.0,5.0,4.0,10.0,15.0,16.0,8.0,61.0,6.0,31.0,19.0,16.0,51.0,41.0,17.0,35.0,16.0,14.0,30.0,26.0,11.0,8.0,7.0,17.0
principle_A_domain_2,44.0,0.0,39.0,14.0,60.0,43.0,63.0,42.0,56.0,11.0,7.0,72.0,2.0,36.0,13.0,22.0,47.0,21.0,0.0,48.0,63.0,43.0,10.0,57.0,0.0,6.0,5.0,19.0,36.0,67.0,37.0,0.0,69.0,5.0,47.0,3.0,56.0,52.0,18.0,5.0,430.0,0.0,69.0,40.0,127.0,6.0,1.0,0.0,47.0,9.0,44.0,0.0,60.0,37.0,6.0,60.0,14.0,49.0,13.0,68.0,16.0,39.0,19.0,18.0,2.0,11.0,64.0
adjunct_island,0.0,16.0,1.0,9.0,4.0,0.0,0.0,5.0,2.0,21.0,4.0,2.0,24.0,8.0,4.0,5.0,9.0,15.0,11.0,7.0,0.0,2.0,3.0,0.0,23.0,18.0,18.0,3.0,3.0,5.0,0.0,10.0,2.0,0.0,0.0,6.0,6.0,3.0,3.0,26.0,0.0,430.0,5.0,12.0,0.0,4.0,21.0,36.0,1.0,9.0,7.0,33.0,3.0,2.0,12.0,6.0,13.0,0.0,9.0,1.0,0.0,12.0,3.0,1.0,14.0,0.0,0.0
determiner_noun_agreement_with_adj_2,141.0,0.0,82.0,45.0,184.0,139.0,138.0,108.0,164.0,87.0,20.0,321.0,4.0,68.0,35.0,75.0,105.0,73.0,7.0,257.0,153.0,138.0,17.0,131.0,0.0,44.0,34.0,45.0,154.0,383.0,132.0,7.0,312.0,9.0,97.0,0.0,295.0,155.0,26.0,33.0,69.0,5.0,430.0,157.0,15.0,14.0,0.0,0.0,117.0,44.0,200.0,1.0,133.0,93.0,25.0,304.0,84.0,109.0,40.0,92.0,48.0,105.0,56.0,23.0,11.0,10.0,143.0
intransitive,108.0,1.0,58.0,32.0,108.0,102.0,74.0,84.0,91.0,78.0,7.0,126.0,6.0,48.0,22.0,72.0,55.0,45.0,6.0,120.0,107.0,103.0,24.0,71.0,1.0,43.0,23.0,17.0,216.0,152.0,85.0,4.0,127.0,6.0,64.0,0.0,142.0,95.0,23.0,36.0,40.0,12.0,157.0,430.0,6.0,11.0,0.0,3.0,67.0,39.0,109.0,0.0,100.0,62.0,19.0,142.0,94.0,80.0,15.0,71.0,31.0,215.0,49.0,10.0,6.0,14.0,98.0
