,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
npi_present_1,4.0,7.0,10.0,5.0,19.0,3.0,4.0,16.0,8.0,9.0,491.0,8.0,2.0,13.0,2.0,22.0,11.0,12.0,4.0,11.0,7.0,4.0,25.0,6.0,2.0,3.0,6.0,253.0,11.0,8.0,2.0,16.0,7.0,1.0,7.0,5.0,13.0,10.0,19.0,11.0,1.0,4.0,8.0,12.0,1.0,3.0,1.0,5.0,10.0,12.0,12.0,4.0,23.0,14.0,5.0,12.0,13.0,0.0,14.0,2.0,7.0,13.0,3.0,5.0,12.0,8.0,3.0
determiner_noun_agreement_with_adj_irregular_1,194.0,2.0,16.0,6.0,92.0,218.0,239.0,30.0,75.0,78.0,8.0,491.0,0.0,51.0,6.0,4.0,30.0,17.0,0.0,339.0,235.0,162.0,32.0,225.0,0.0,7.0,9.0,13.0,37.0,365.0,103.0,2.0,411.0,4.0,2.0,0.0,322.0,157.0,26.0,6.0,5.0,0.0,364.0,119.0,8.0,1.0,0.0,0.0,5.0,159.0,347.0,0.0,39.0,41.0,0.0,301.0,32.0,18.0,17.0,11.0,15.0,83.0,2.0,24.0,9.0,0.0,130.0
principle_A_domain_1,0.0,4.0,0.0,9.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,491.0,14.0,4.0,15.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,4.0,5.0,1.0,0.0,2.0,0.0,7.0,15.0,6.0,0.0,0.0,0.0,7.0,3.0,18.0,0.0,3.0,0.0,2.0,51.0,17.0,15.0,2.0,0.0,9.0,0.0,1.0,11.0,0.0,0.0,19.0,0.0,54.0,0.0,8.0,0.0,7.0,5.0,0.0,0.0
principle_A_case_1,52.0,4.0,18.0,10.0,64.0,55.0,74.0,17.0,34.0,15.0,13.0,51.0,14.0,491.0,1.0,30.0,50.0,6.0,7.0,54.0,61.0,58.0,24.0,77.0,2.0,7.0,6.0,12.0,34.0,57.0,36.0,7.0,51.0,20.0,1.0,0.0,61.0,74.0,29.0,5.0,8.0,5.0,56.0,46.0,10.0,8.0,2.0,2.0,22.0,52.0,54.0,5.0,27.0,35.0,6.0,58.0,16.0,13.0,4.0,14.0,14.0,44.0,14.0,12.0,3.0,7.0,52.0
only_npi_scope,0.0,2.0,3.0,4.0,2.0,0.0,0.0,3.0,5.0,6.0,2.0,6.0,4.0,1.0,491.0,3.0,2.0,6.0,3.0,4.0,0.0,5.0,9.0,0.0,5.0,3.0,7.0,3.0,1.0,3.0,2.0,4.0,7.0,3.0,99.0,18.0,5.0,0.0,2.0,10.0,0.0,4.0,3.0,5.0,1.0,10.0,3.0,2.0,6.0,4.0,5.0,7.0,10.0,0.0,14.0,6.0,1.0,7.0,0.0,2.0,3.0,4.0,12.0,2.0,5.0,7.0,0.0
irregular_past_participle_verbs,6.0,13.0,0.0,16.0,28.0,7.0,11.0,14.0,16.0,1.0,22.0,4.0,15.0,30.0,3.0,491.0,22.0,15.0,10.0,12.0,15.0,18.0,15.0,10.0,9.0,1.0,14.0,23.0,34.0,5.0,6.0,7.0,4.0,14.0,2.0,4.0,14.0,23.0,20.0,6.0,1.0,8.0,5.0,21.0,0.0,12.0,12.0,5.0,14.0,4.0,10.0,15.0,20.0,3.0,11.0,10.0,4.0,9.0,0.0,8.0,11.0,19.0,11.0,5.0,6.0,3.0,4.0
passive_1,28.0,3.0,30.0,8.0,107.0,30.0,43.0,18.0,91.0,15.0,11.0,30.0,0.0,50.0,2.0,22.0,491.0,6.0,6.0,30.0,26.0,49.0,17.0,43.0,6.0,12.0,2.0,10.0,28.0,33.0,17.0,5.0,30.0,10.0,3.0,0.0,39.0,55.0,23.0,2.0,10.0,5.0,29.0,26.0,9.0,6.0,0.0,3.0,8.0,18.0,36.0,1.0,23.0,41.0,4.0,39.0,29.0,13.0,5.0,3.0,7.0,30.0,2.0,6.0,4.0,2.0,29.0
ellipsis_n_bar_1,4.0,5.0,1.0,12.0,11.0,5.0,7.0,11.0,13.0,15.0,12.0,17.0,17.0,6.0,6.0,15.0,6.0,491.0,4.0,20.0,13.0,4.0,9.0,8.0,8.0,5.0,20.0,10.0,11.0,20.0,6.0,11.0,18.0,16.0,15.0,13.0,23.0,6.0,5.0,30.0,0.0,14.0,17.0,24.0,1.0,2.0,10.0,6.0,4.0,13.0,24.0,16.0,11.0,6.0,14.0,23.0,11.0,11.0,19.0,13.0,7.0,22.0,7.0,15.0,9.0,4.0,0.0
wh_island,0.0,3.0,4.0,5.0,2.0,0.0,1.0,5.0,2.0,1.0,4.0,0.0,9.0,7.0,3.0,10.0,6.0,4.0,491.0,1.0,0.0,1.0,2.0,0.0,10.0,6.0,10.0,4.0,2.0,1.0,2.0,4.0,1.0,22.0,9.0,6.0,1.0,1.0,3.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,11.0,37.0,5.0,2.0,0.0,11.0,0.0,4.0,6.0,1.0,10.0,5.0,0.0,12.0,6.0,2.0,3.0,15.0,7.0,6.0,0.0
determiner_noun_agreement_irregular_1,195.0,0.0,18.0,7.0,89.0,223.0,232.0,33.0,79.0,96.0,11.0,339.0,0.0,54.0,4.0,12.0,30.0,20.0,1.0,491.0,225.0,148.0,47.0,219.0,0.0,10.0,7.0,15.0,42.0,354.0,94.0,0.0,348.0,4.0,5.0,0.0,363.0,146.0,34.0,7.0,4.0,1.0,356.0,133.0,8.0,4.0,0.0,1.0,7.0,164.0,399.0,0.0,38.0,44.0,1.0,347.0,35.0,14.0,18.0,9.0,12.0,91.0,12.0,21.0,8.0,1.0,113.0
distractor_agreement_relative_clause,206.0,0.0,22.0,2.0,90.0,226.0,267.0,42.0,72.0,60.0,7.0,235.0,0.0,61.0,0.0,15.0,26.0,13.0,0.0,225.0,491.0,187.0,64.0,275.0,0.0,4.0,5.0,8.0,35.0,236.0,148.0,1.0,241.0,2.0,3.0,1.0,223.0,167.0,53.0,0.0,9.0,0.0,245.0,103.0,3.0,0.0,0.0,1.0,5.0,154.0,216.0,0.0,49.0,61.0,0.0,205.0,23.0,21.0,12.0,24.0,39.0,67.0,14.0,22.0,9.0,7.0,167.0
principle_A_case_2,149.0,0.0,22.0,4.0,115.0,168.0,181.0,45.0,57.0,54.0,4.0,162.0,0.0,58.0,5.0,18.0,49.0,4.0,1.0,148.0,187.0,491.0,63.0,176.0,1.0,11.0,1.0,6.0,32.0,178.0,110.0,3.0,178.0,10.0,5.0,1.0,160.0,164.0,49.0,1.0,5.0,4.0,182.0,75.0,4.0,3.0,0.0,3.0,2.0,100.0,139.0,0.0,50.0,64.0,0.0,141.0,20.0,29.0,6.0,11.0,30.0,59.0,3.0,17.0,9.0,4.0,131.0
wh_vs_that_no_gap_long_distance,39.0,6.0,31.0,4.0,39.0,42.0,41.0,83.0,21.0,10.0,25.0,32.0,0.0,24.0,9.0,15.0,17.0,9.0,2.0,47.0,64.0,63.0,491.0,40.0,1.0,0.0,8.0,9.0,15.0,41.0,45.0,44.0,38.0,4.0,5.0,0.0,59.0,36.0,230.0,7.0,3.0,3.0,42.0,47.0,3.0,6.0,0.0,2.0,6.0,34.0,53.0,1.0,20.0,34.0,5.0,52.0,10.0,4.0,18.0,3.0,37.0,36.0,27.0,10.0,6.0,28.0,27.0
distractor_agreement_relational_noun,247.0,0.0,19.0,3.0,93.0,280.0,319.0,28.0,64.0,53.0,6.0,225.0,0.0,77.0,0.0,10.0,43.0,8.0,0.0,219.0,275.0,176.0,40.0,491.0,0.0,3.0,4.0,13.0,32.0,220.0,121.0,3.0,237.0,0.0,1.0,0.0,213.0,220.0,31.0,0.0,11.0,0.0,230.0,85.0,5.0,3.0,0.0,1.0,7.0,168.0,203.0,0.0,33.0,53.0,0.0,201.0,17.0,34.0,10.0,18.0,14.0,64.0,8.0,20.0,10.0,2.0,184.0
sentential_subject_island,0.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,16.0,1.0,2.0,0.0,6.0,2.0,5.0,9.0,6.0,8.0,10.0,0.0,0.0,1.0,1.0,0.0,491.0,4.0,70.0,2.0,5.0,0.0,2.0,3.0,0.0,46.0,4.0,6.0,0.0,0.0,2.0,2.0,1.0,15.0,0.0,2.0,0.0,3.0,12.0,10.0,4.0,2.0,0.0,142.0,1.0,1.0,4.0,0.0,0.0,6.0,0.0,14.0,1.0,3.0,2.0,11.0,5.0,2.0,0.0
wh_vs_that_with_gap_long_distance,3.0,1.0,0.0,5.0,15.0,4.0,4.0,1.0,8.0,183.0,3.0,7.0,0.0,7.0,3.0,1.0,12.0,5.0,6.0,10.0,4.0,11.0,0.0,3.0,4.0,491.0,1.0,4.0,8.0,15.0,8.0,3.0,6.0,8.0,5.0,0.0,12.0,2.0,0.0,3.0,4.0,12.0,9.0,9.0,4.0,1.0,0.0,5.0,11.0,1.0,10.0,2.0,8.0,3.0,2.0,16.0,20.0,0.0,8.0,0.0,10.0,5.0,11.0,8.0,3.0,6.0,0.0
wh_questions_object_gap,4.0,8.0,0.0,9.0,6.0,3.0,4.0,36.0,16.0,2.0,6.0,9.0,27.0,6.0,7.0,14.0,2.0,20.0,10.0,7.0,5.0,1.0,8.0,4.0,70.0,1.0,491.0,4.0,5.0,9.0,5.0,22.0,7.0,21.0,11.0,9.0,7.0,4.0,23.0,2.0,0.0,13.0,6.0,7.0,0.0,5.0,17.0,11.0,2.0,2.0,8.0,116.0,2.0,3.0,8.0,7.0,3.0,11.0,5.0,26.0,7.0,7.0,6.0,36.0,12.0,3.0,0.0
npi_present_2,11.0,8.0,20.0,6.0,17.0,9.0,11.0,13.0,11.0,6.0,253.0,13.0,4.0,12.0,3.0,23.0,10.0,10.0,4.0,15.0,8.0,6.0,9.0,13.0,2.0,4.0,4.0,491.0,14.0,11.0,7.0,10.0,11.0,1.0,8.0,2.0,12.0,17.0,12.0,6.0,2.0,3.0,11.0,10.0,4.0,2.0,2.0,3.0,12.0,12.0,13.0,4.0,24.0,22.0,4.0,13.0,15.0,5.0,7.0,5.0,7.0,13.0,6.0,3.0,15.0,12.0,6.0
drop_argument,42.0,1.0,14.0,16.0,64.0,41.0,44.0,20.0,17.0,44.0,11.0,37.0,5.0,34.0,1.0,34.0,28.0,11.0,2.0,42.0,35.0,32.0,15.0,32.0,5.0,8.0,5.0,14.0,491.0,43.0,21.0,3.0,42.0,12.0,6.0,12.0,52.0,58.0,17.0,11.0,4.0,17.0,39.0,144.0,3.0,19.0,2.0,5.0,15.0,25.0,44.0,3.0,54.0,23.0,6.0,48.0,33.0,16.0,10.0,7.0,8.0,91.0,9.0,6.0,7.0,1.0,29.0
determiner_noun_agreement_with_adjective_1,204.0,0.0,18.0,5.0,96.0,235.0,247.0,37.0,79.0,102.0,8.0,365.0,1.0,57.0,3.0,5.0,33.0,20.0,1.0,354.0,236.0,178.0,41.0,220.0,0.0,15.0,9.0,11.0,43.0,491.0,107.0,2.0,382.0,3.0,4.0,0.0,388.0,151.0,34.0,7.0,6.0,1.0,426.0,129.0,11.0,2.0,0.0,0.0,6.0,150.0,350.0,0.0,46.0,45.0,1.0,362.0,35.0,18.0,17.0,9.0,10.0,97.0,9.0,24.0,8.0,0.0,137.0
existential_there_subject_raising,113.0,0.0,23.0,2.0,47.0,122.0,131.0,26.0,41.0,35.0,2.0,103.0,0.0,36.0,2.0,6.0,17.0,6.0,2.0,94.0,148.0,110.0,45.0,121.0,2.0,8.0,5.0,7.0,21.0,107.0,491.0,5.0,107.0,18.0,1.0,0.0,97.0,99.0,35.0,0.0,8.0,0.0,110.0,52.0,7.0,1.0,0.0,6.0,7.0,78.0,95.0,0.0,22.0,59.0,3.0,92.0,7.0,11.0,21.0,10.0,53.0,51.0,3.0,20.0,4.0,9.0,98.0
wh_questions_subject_gap_long_distance,0.0,5.0,2.0,3.0,6.0,0.0,0.0,95.0,5.0,3.0,16.0,2.0,2.0,7.0,4.0,7.0,5.0,11.0,4.0,0.0,1.0,3.0,44.0,3.0,3.0,3.0,22.0,10.0,3.0,2.0,5.0,491.0,1.0,8.0,3.0,7.0,1.0,2.0,34.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,4.0,10.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,9.0,5.0,8.0,13.0,0.0
determiner_noun_agreement_with_adj_irregular_2,212.0,1.0,16.0,5.0,95.0,245.0,260.0,34.0,77.0,81.0,7.0,411.0,0.0,51.0,7.0,4.0,30.0,18.0,1.0,348.0,241.0,178.0,38.0,237.0,0.0,6.0,7.0,11.0,42.0,382.0,107.0,1.0,491.0,5.0,3.0,0.0,335.0,155.0,30.0,6.0,5.0,0.0,388.0,125.0,13.0,1.0,0.0,0.0,5.0,161.0,347.0,0.0,38.0,42.0,0.0,306.0,28.0,19.0,17.0,11.0,13.0,89.0,7.0,23.0,8.0,0.0,139.0
coordinate_structure_constraint_object_extraction,2.0,3.0,1.0,6.0,23.0,2.0,5.0,5.0,23.0,5.0,1.0,4.0,7.0,20.0,3.0,14.0,10.0,16.0,22.0,4.0,2.0,10.0,4.0,0.0,46.0,8.0,21.0,1.0,12.0,3.0,18.0,8.0,5.0,491.0,2.0,2.0,8.0,10.0,2.0,6.0,4.0,0.0,2.0,12.0,6.0,3.0,10.0,18.0,7.0,1.0,7.0,44.0,22.0,1.0,10.0,5.0,4.0,3.0,8.0,7.0,6.0,14.0,4.0,46.0,1.0,7.0,2.0
only_npi_licensor_present,0.0,5.0,4.0,9.0,3.0,0.0,0.0,2.0,3.0,9.0,7.0,2.0,15.0,1.0,99.0,2.0,3.0,15.0,9.0,5.0,3.0,5.0,5.0,1.0,4.0,5.0,11.0,8.0,6.0,4.0,1.0,3.0,3.0,2.0,491.0,37.0,5.0,1.0,1.0,9.0,1.0,6.0,4.0,3.0,5.0,19.0,9.0,2.0,0.0,0.0,6.0,7.0,4.0,2.0,14.0,6.0,2.0,8.0,4.0,6.0,0.0,5.0,7.0,6.0,9.0,3.0,1.0
existential_there_quantifiers_2,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,6.0,0.0,18.0,4.0,0.0,13.0,6.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,9.0,2.0,12.0,0.0,0.0,7.0,0.0,2.0,37.0,491.0,0.0,0.0,0.0,7.0,2.0,8.0,0.0,4.0,0.0,4.0,4.0,8.0,3.0,5.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,6.0,2.0,6.0,3.0,3.0,3.0,1.0,34.0,1.0,1.0
determiner_noun_agreement_1,190.0,2.0,21.0,8.0,113.0,223.0,228.0,40.0,88.0,101.0,13.0,322.0,0.0,61.0,5.0,14.0,39.0,23.0,1.0,363.0,223.0,160.0,59.0,213.0,0.0,12.0,7.0,12.0,52.0,388.0,97.0,1.0,335.0,8.0,5.0,0.0,491.0,151.0,39.0,12.0,4.0,0.0,369.0,148.0,7.0,3.0,0.0,1.0,9.0,149.0,375.0,0.0,49.0,47.0,2.0,421.0,42.0,18.0,20.0,9.0,12.0,108.0,12.0,23.0,8.0,1.0,121.0
regular_plural_subject_verb_agreement_1,210.0,2.0,23.0,5.0,136.0,211.0,238.0,23.0,58.0,38.0,10.0,157.0,0.0,74.0,0.0,23.0,55.0,6.0,1.0,146.0,167.0,164.0,36.0,220.0,0.0,2.0,4.0,17.0,58.0,151.0,99.0,2.0,155.0,10.0,1.0,0.0,151.0,491.0,26.0,1.0,5.0,0.0,151.0,88.0,2.0,14.0,0.0,1.0,11.0,120.0,137.0,0.0,63.0,69.0,0.0,140.0,16.0,33.0,10.0,10.0,14.0,88.0,5.0,16.0,15.0,3.0,162.0
wh_vs_that_no_gap,25.0,10.0,26.0,4.0,35.0,29.0,29.0,113.0,21.0,3.0,19.0,26.0,0.0,29.0,2.0,20.0,23.0,5.0,3.0,34.0,53.0,49.0,230.0,31.0,2.0,0.0,23.0,12.0,17.0,34.0,35.0,34.0,30.0,2.0,1.0,0.0,39.0,26.0,491.0,0.0,3.0,3.0,33.0,33.0,1.0,6.0,0.0,4.0,9.0,18.0,34.0,0.0,15.0,28.0,1.0,37.0,10.0,2.0,6.0,3.0,46.0,25.0,19.0,9.0,5.0,20.0,20.0
ellipsis_n_bar_2,0.0,6.0,0.0,21.0,10.0,0.0,0.0,8.0,6.0,13.0,11.0,6.0,7.0,5.0,10.0,6.0,2.0,30.0,6.0,7.0,0.0,1.0,7.0,0.0,2.0,3.0,2.0,6.0,11.0,7.0,0.0,7.0,6.0,6.0,9.0,7.0,12.0,1.0,0.0,491.0,2.0,20.0,6.0,13.0,1.0,5.0,21.0,9.0,4.0,12.0,13.0,4.0,11.0,1.0,7.0,12.0,11.0,9.0,10.0,25.0,6.0,12.0,3.0,8.0,6.0,1.0,1.0
principle_A_domain_2,8.0,2.0,5.0,3.0,3.0,8.0,9.0,4.0,6.0,3.0,1.0,5.0,3.0,8.0,0.0,1.0,10.0,0.0,1.0,4.0,9.0,5.0,3.0,11.0,1.0,4.0,0.0,2.0,4.0,6.0,8.0,2.0,5.0,4.0,1.0,2.0,4.0,5.0,3.0,2.0,491.0,3.0,6.0,3.0,172.0,0.0,6.0,0.0,3.0,3.0,3.0,1.0,9.0,14.0,3.0,7.0,4.0,2.0,4.0,19.0,8.0,2.0,2.0,2.0,2.0,2.0,17.0
adjunct_island,0.0,2.0,0.0,10.0,2.0,0.0,0.0,6.0,6.0,8.0,4.0,0.0,18.0,5.0,4.0,8.0,5.0,14.0,9.0,1.0,0.0,4.0,3.0,0.0,15.0,12.0,13.0,3.0,17.0,1.0,0.0,4.0,0.0,0.0,6.0,8.0,0.0,0.0,3.0,20.0,3.0,491.0,0.0,17.0,0.0,3.0,34.0,30.0,5.0,3.0,2.0,19.0,4.0,0.0,12.0,2.0,9.0,17.0,2.0,22.0,1.0,14.0,1.0,0.0,5.0,0.0,5.0
determiner_noun_agreement_with_adj_2,210.0,0.0,18.0,6.0,94.0,244.0,254.0,39.0,78.0,97.0,8.0,364.0,0.0,56.0,3.0,5.0,29.0,17.0,1.0,356.0,245.0,182.0,42.0,230.0,0.0,9.0,6.0,11.0,39.0,426.0,110.0,1.0,388.0,2.0,4.0,0.0,369.0,151.0,33.0,6.0,6.0,0.0,491.0,122.0,12.0,1.0,0.0,0.0,5.0,161.0,344.0,0.0,39.0,48.0,0.0,341.0,33.0,18.0,15.0,11.0,10.0,90.0,10.0,21.0,8.0,0.0,141.0
intransitive,97.0,1.0,16.0,13.0,78.0,102.0,100.0,18.0,46.0,73.0,12.0,119.0,3.0,46.0,5.0,21.0,26.0,24.0,1.0,133.0,103.0,75.0,47.0,85.0,2.0,9.0,7.0,10.0,144.0,129.0,52.0,1.0,125.0,12.0,3.0,4.0,148.0,88.0,33.0,13.0,3.0,17.0,122.0,491.0,5.0,7.0,0.0,5.0,11.0,60.0,135.0,0.0,67.0,36.0,0.0,135.0,59.0,16.0,22.0,8.0,11.0,208.0,18.0,16.0,6.0,6.0,64.0
