,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
npi_present_1,5.0,10.0,2.0,0.0,14.0,5.0,1.0,1.0,1.0,3.0,614.0,0.0,10.0,5.0,1.0,0.0,7.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,4.0,411.0,2.0,0.0,5.0,11.0,0.0,6.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,3.0,7.0,6.0,6.0,0.0,4.0,6.0,10.0,4.0,0.0,2.0,1.0,3.0,10.0,25.0,1.0,3.0,7.0,15.0,4.0,0.0
determiner_noun_agreement_with_adj_irregular_1,25.0,0.0,7.0,66.0,52.0,22.0,22.0,2.0,114.0,73.0,0.0,614.0,0.0,0.0,1.0,16.0,18.0,94.0,0.0,418.0,24.0,21.0,0.0,19.0,68.0,50.0,24.0,0.0,36.0,444.0,0.0,0.0,522.0,0.0,4.0,0.0,400.0,34.0,0.0,165.0,22.0,0.0,454.0,86.0,19.0,4.0,41.0,0.0,7.0,3.0,465.0,63.0,39.0,0.0,1.0,405.0,112.0,5.0,1.0,5.0,0.0,44.0,2.0,0.0,0.0,1.0,58.0
principle_A_domain_1,0.0,6.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,10.0,0.0,614.0,35.0,0.0,6.0,0.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,7.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,3.0,22.0,22.0,7.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0,0.0,30.0,1.0,6.0,0.0,2.0,1.0,12.0,3.0,0.0,0.0
principle_A_case_1,18.0,3.0,15.0,4.0,3.0,16.0,24.0,14.0,0.0,0.0,5.0,0.0,35.0,614.0,3.0,6.0,1.0,0.0,4.0,0.0,0.0,33.0,2.0,11.0,0.0,0.0,14.0,6.0,1.0,0.0,5.0,13.0,0.0,12.0,11.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,3.0,1.0,5.0,3.0,8.0,20.0,21.0,0.0,0.0,14.0,22.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,4.0,0.0,7.0,0.0,3.0,2.0
only_npi_scope,8.0,0.0,18.0,2.0,6.0,6.0,12.0,1.0,8.0,5.0,1.0,1.0,0.0,3.0,614.0,4.0,12.0,0.0,2.0,0.0,28.0,5.0,4.0,27.0,0.0,6.0,5.0,0.0,0.0,1.0,13.0,2.0,2.0,0.0,74.0,23.0,0.0,13.0,16.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,14.0,1.0,1.0,14.0,3.0,17.0,5.0,1.0,0.0,2.0,2.0,2.0,9.0,2.0,11.0,5.0,0.0,9.0,11.0
irregular_past_participle_verbs,48.0,1.0,5.0,6.0,22.0,37.0,41.0,9.0,11.0,0.0,0.0,16.0,6.0,6.0,4.0,614.0,29.0,7.0,3.0,10.0,28.0,17.0,17.0,18.0,3.0,1.0,9.0,1.0,0.0,14.0,14.0,8.0,16.0,4.0,12.0,7.0,10.0,54.0,24.0,0.0,13.0,7.0,12.0,1.0,13.0,6.0,9.0,3.0,7.0,0.0,13.0,8.0,9.0,14.0,1.0,13.0,0.0,19.0,0.0,6.0,6.0,0.0,2.0,1.0,6.0,11.0,26.0
passive_1,51.0,1.0,45.0,10.0,82.0,59.0,63.0,9.0,108.0,9.0,7.0,18.0,0.0,1.0,12.0,29.0,614.0,0.0,1.0,7.0,64.0,30.0,7.0,68.0,0.0,6.0,0.0,8.0,1.0,11.0,13.0,9.0,16.0,1.0,27.0,15.0,9.0,67.0,17.0,3.0,9.0,0.0,13.0,2.0,7.0,4.0,1.0,0.0,12.0,18.0,9.0,3.0,15.0,36.0,7.0,9.0,9.0,0.0,0.0,13.0,8.0,3.0,19.0,1.0,2.0,27.0,33.0
ellipsis_n_bar_1,3.0,1.0,2.0,27.0,14.0,2.0,4.0,0.0,35.0,34.0,1.0,94.0,54.0,0.0,0.0,7.0,0.0,614.0,5.0,109.0,1.0,7.0,0.0,2.0,31.0,24.0,28.0,1.0,19.0,104.0,0.0,1.0,103.0,4.0,0.0,0.0,115.0,3.0,0.0,72.0,9.0,1.0,104.0,41.0,9.0,0.0,25.0,8.0,0.0,1.0,113.0,33.0,6.0,0.0,2.0,110.0,37.0,16.0,0.0,5.0,0.0,21.0,0.0,2.0,1.0,0.0,16.0
wh_island,0.0,10.0,0.0,13.0,1.0,0.0,1.0,2.0,3.0,1.0,6.0,0.0,14.0,4.0,2.0,3.0,1.0,5.0,614.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,10.0,5.0,9.0,0.0,0.0,2.0,0.0,8.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,19.0,0.0,3.0,0.0,2.0,20.0,52.0,3.0,6.0,0.0,1.0,3.0,0.0,7.0,0.0,1.0,18.0,6.0,12.0,1.0,3.0,0.0,13.0,1.0,0.0,1.0
determiner_noun_agreement_irregular_1,13.0,0.0,5.0,67.0,50.0,12.0,10.0,0.0,100.0,95.0,0.0,418.0,0.0,0.0,0.0,10.0,7.0,109.0,0.0,614.0,9.0,20.0,0.0,10.0,77.0,68.0,18.0,0.0,51.0,433.0,0.0,0.0,427.0,0.0,2.0,0.0,449.0,17.0,1.0,224.0,16.0,0.0,432.0,106.0,16.0,2.0,53.0,0.0,2.0,1.0,476.0,63.0,30.0,2.0,0.0,452.0,145.0,2.0,0.0,7.0,0.0,57.0,1.0,1.0,0.0,1.0,37.0
distractor_agreement_relative_clause,102.0,0.0,33.0,1.0,27.0,94.0,119.0,10.0,41.0,2.0,0.0,24.0,0.0,0.0,28.0,28.0,64.0,1.0,0.0,9.0,614.0,33.0,19.0,246.0,0.0,2.0,3.0,4.0,2.0,15.0,25.0,5.0,24.0,0.0,37.0,10.0,13.0,91.0,16.0,2.0,14.0,0.0,17.0,2.0,19.0,3.0,2.0,0.0,6.0,6.0,14.0,14.0,10.0,26.0,6.0,18.0,3.0,2.0,7.0,30.0,4.0,5.0,20.0,0.0,11.0,51.0,60.0
principle_A_case_2,37.0,0.0,15.0,6.0,49.0,30.0,58.0,1.0,20.0,8.0,2.0,21.0,0.0,33.0,5.0,17.0,30.0,7.0,1.0,20.0,33.0,614.0,10.0,24.0,2.0,4.0,11.0,2.0,5.0,22.0,10.0,0.0,18.0,8.0,17.0,5.0,21.0,45.0,10.0,7.0,33.0,0.0,21.0,9.0,37.0,7.0,3.0,3.0,12.0,13.0,17.0,3.0,46.0,27.0,1.0,20.0,10.0,7.0,2.0,17.0,2.0,9.0,4.0,2.0,2.0,9.0,58.0
wh_vs_that_no_gap_long_distance,14.0,1.0,28.0,1.0,13.0,12.0,14.0,145.0,6.0,0.0,3.0,0.0,0.0,2.0,4.0,17.0,7.0,0.0,1.0,0.0,19.0,10.0,614.0,14.0,0.0,0.0,72.0,10.0,0.0,0.0,8.0,167.0,1.0,5.0,7.0,3.0,0.0,21.0,410.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,21.0,3.0,18.0,33.0,2.0
distractor_agreement_relational_noun,135.0,0.0,33.0,1.0,16.0,125.0,186.0,12.0,27.0,6.0,0.0,19.0,0.0,11.0,27.0,18.0,68.0,2.0,0.0,10.0,246.0,24.0,14.0,614.0,0.0,3.0,9.0,3.0,1.0,12.0,33.0,5.0,22.0,0.0,37.0,2.0,11.0,94.0,24.0,1.0,6.0,0.0,13.0,4.0,6.0,6.0,0.0,0.0,9.0,12.0,13.0,8.0,9.0,47.0,6.0,13.0,6.0,2.0,6.0,14.0,12.0,5.0,19.0,0.0,7.0,30.0,48.0
sentential_subject_island,1.0,1.0,1.0,22.0,13.0,0.0,1.0,0.0,35.0,11.0,3.0,68.0,2.0,0.0,0.0,3.0,0.0,31.0,4.0,77.0,0.0,2.0,0.0,0.0,614.0,10.0,45.0,2.0,16.0,66.0,0.0,0.0,65.0,6.0,0.0,0.0,69.0,1.0,0.0,48.0,8.0,15.0,66.0,10.0,3.0,2.0,35.0,6.0,0.0,0.0,71.0,145.0,5.0,2.0,3.0,67.0,24.0,10.0,0.0,14.0,0.0,9.0,0.0,3.0,0.0,0.0,3.0
wh_vs_that_with_gap_long_distance,7.0,3.0,0.0,13.0,13.0,6.0,4.0,0.0,25.0,407.0,3.0,50.0,0.0,0.0,6.0,1.0,6.0,24.0,2.0,68.0,2.0,4.0,0.0,3.0,10.0,614.0,0.0,2.0,42.0,64.0,2.0,0.0,54.0,1.0,5.0,9.0,72.0,4.0,0.0,80.0,5.0,0.0,63.0,78.0,8.0,1.0,20.0,1.0,0.0,0.0,64.0,20.0,7.0,3.0,1.0,70.0,100.0,0.0,1.0,2.0,0.0,60.0,1.0,2.0,2.0,0.0,9.0
wh_questions_object_gap,8.0,0.0,2.0,8.0,11.0,7.0,10.0,105.0,13.0,1.0,4.0,24.0,17.0,14.0,5.0,9.0,0.0,28.0,10.0,18.0,3.0,11.0,72.0,9.0,45.0,0.0,614.0,2.0,2.0,20.0,2.0,86.0,24.0,6.0,0.0,0.0,17.0,10.0,70.0,5.0,10.0,13.0,20.0,1.0,4.0,0.0,14.0,7.0,0.0,1.0,20.0,46.0,9.0,2.0,4.0,17.0,1.0,17.0,1.0,14.0,3.0,1.0,9.0,8.0,6.0,3.0,13.0
npi_present_2,5.0,9.0,10.0,0.0,17.0,5.0,2.0,1.0,2.0,2.0,411.0,0.0,7.0,6.0,0.0,1.0,8.0,1.0,5.0,0.0,4.0,2.0,10.0,3.0,2.0,2.0,2.0,614.0,3.0,0.0,6.0,7.0,0.0,5.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,12.0,3.0,0.0,3.0,3.0,13.0,3.0,0.0,2.0,1.0,1.0,7.0,23.0,0.0,5.0,7.0,16.0,14.0,1.0
drop_argument,4.0,4.0,0.0,6.0,8.0,4.0,2.0,0.0,11.0,50.0,2.0,36.0,2.0,1.0,0.0,0.0,1.0,19.0,9.0,51.0,2.0,5.0,0.0,1.0,16.0,42.0,2.0,3.0,614.0,44.0,0.0,0.0,39.0,3.0,0.0,0.0,49.0,2.0,0.0,44.0,5.0,14.0,42.0,159.0,3.0,4.0,16.0,7.0,0.0,6.0,46.0,8.0,8.0,0.0,11.0,45.0,48.0,30.0,0.0,13.0,2.0,94.0,0.0,6.0,1.0,2.0,8.0
determiner_noun_agreement_with_adjective_1,19.0,0.0,6.0,71.0,53.0,16.0,17.0,0.0,104.0,91.0,0.0,444.0,0.0,0.0,1.0,14.0,11.0,104.0,0.0,433.0,15.0,22.0,0.0,12.0,66.0,64.0,20.0,0.0,44.0,614.0,0.0,0.0,438.0,0.0,4.0,0.0,504.0,25.0,1.0,206.0,17.0,0.0,561.0,97.0,16.0,4.0,44.0,0.0,3.0,2.0,420.0,58.0,33.0,0.0,1.0,513.0,144.0,4.0,0.0,3.0,0.0,56.0,0.0,0.0,0.0,0.0,40.0
existential_there_subject_raising,21.0,1.0,56.0,1.0,9.0,23.0,27.0,8.0,1.0,3.0,5.0,0.0,0.0,5.0,13.0,14.0,13.0,0.0,0.0,0.0,25.0,10.0,8.0,33.0,0.0,2.0,2.0,6.0,0.0,0.0,614.0,4.0,0.0,0.0,2.0,2.0,0.0,19.0,14.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,26.0,26.0,0.0,8.0,1.0,78.0,3.0,0.0,0.0,5.0,8.0,4.0,43.0,4.0,2.0,2.0,20.0,8.0,6.0
wh_questions_subject_gap_long_distance,9.0,0.0,3.0,4.0,6.0,9.0,10.0,263.0,9.0,0.0,11.0,0.0,2.0,13.0,2.0,8.0,9.0,1.0,2.0,0.0,5.0,0.0,167.0,5.0,0.0,0.0,86.0,7.0,0.0,0.0,4.0,614.0,0.0,3.0,1.0,6.0,0.0,20.0,121.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,5.0,5.0,14.0,0.0,4.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,5.0,1.0,7.0,8.0,1.0
determiner_noun_agreement_with_adj_irregular_2,23.0,0.0,6.0,65.0,50.0,21.0,18.0,3.0,117.0,80.0,0.0,522.0,0.0,0.0,2.0,16.0,16.0,103.0,0.0,427.0,24.0,18.0,1.0,22.0,65.0,54.0,24.0,0.0,39.0,438.0,0.0,0.0,614.0,0.0,6.0,0.0,405.0,34.0,1.0,174.0,15.0,0.0,443.0,92.0,15.0,2.0,47.0,0.0,8.0,2.0,489.0,66.0,35.0,0.0,1.0,407.0,120.0,5.0,2.0,4.0,0.0,47.0,3.0,0.0,0.0,2.0,51.0
coordinate_structure_constraint_object_extraction,0.0,2.0,1.0,8.0,3.0,0.0,7.0,3.0,0.0,2.0,6.0,0.0,9.0,12.0,0.0,4.0,1.0,4.0,8.0,0.0,0.0,8.0,5.0,0.0,6.0,1.0,6.0,5.0,3.0,0.0,0.0,3.0,0.0,614.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,6.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,9.0,9.0,7.0,2.0,0.0,0.0,111.0,1.0,0.0,0.0
only_npi_licensor_present,19.0,1.0,14.0,3.0,6.0,20.0,35.0,2.0,6.0,5.0,5.0,4.0,0.0,11.0,74.0,12.0,27.0,0.0,2.0,2.0,37.0,17.0,7.0,37.0,0.0,5.0,0.0,3.0,0.0,4.0,2.0,1.0,6.0,0.0,614.0,12.0,3.0,38.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,17.0,0.0,3.0,19.0,2.0,2.0,4.0,3.0,16.0,7.0,4.0,2.0,0.0,2.0,4.0,5.0,1.0,19.0,1.0,4.0,15.0,14.0
existential_there_quantifiers_2,0.0,11.0,16.0,0.0,3.0,10.0,4.0,1.0,7.0,9.0,0.0,0.0,8.0,0.0,23.0,7.0,15.0,0.0,2.0,0.0,10.0,5.0,3.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,12.0,614.0,0.0,6.0,10.0,0.0,1.0,3.0,0.0,0.0,2.0,9.0,0.0,1.0,1.0,11.0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,3.0,6.0,0.0,9.0,2.0,7.0,2.0,4.0,2.0,2.0
determiner_noun_agreement_1,14.0,0.0,3.0,72.0,54.0,14.0,13.0,0.0,101.0,97.0,0.0,400.0,0.0,0.0,0.0,10.0,9.0,115.0,0.0,449.0,13.0,21.0,0.0,11.0,69.0,72.0,17.0,0.0,49.0,504.0,0.0,0.0,405.0,0.0,3.0,0.0,614.0,23.0,1.0,242.0,15.0,0.0,487.0,102.0,16.0,2.0,51.0,0.0,3.0,1.0,438.0,65.0,37.0,0.0,1.0,561.0,156.0,3.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,32.0
regular_plural_subject_verb_agreement_1,177.0,0.0,23.0,1.0,25.0,196.0,219.0,28.0,30.0,6.0,0.0,34.0,0.0,4.0,13.0,54.0,67.0,3.0,1.0,17.0,91.0,45.0,21.0,94.0,1.0,4.0,10.0,0.0,2.0,25.0,19.0,20.0,34.0,0.0,38.0,6.0,23.0,614.0,25.0,4.0,14.0,0.0,24.0,5.0,14.0,22.0,5.0,2.0,14.0,20.0,29.0,9.0,20.0,31.0,2.0,25.0,6.0,4.0,1.0,10.0,1.0,5.0,18.0,1.0,9.0,34.0,75.0
wh_vs_that_no_gap,18.0,1.0,33.0,5.0,23.0,15.0,16.0,123.0,7.0,0.0,3.0,0.0,0.0,4.0,16.0,24.0,17.0,0.0,1.0,1.0,16.0,10.0,410.0,24.0,0.0,0.0,70.0,9.0,0.0,1.0,14.0,121.0,1.0,3.0,6.0,10.0,1.0,25.0,614.0,3.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,3.0,0.0,21.0,1.0,15.0,2.0,15.0,25.0,7.0
ellipsis_n_bar_2,3.0,0.0,5.0,51.0,32.0,3.0,2.0,0.0,67.0,98.0,0.0,165.0,1.0,0.0,0.0,0.0,3.0,72.0,3.0,224.0,2.0,7.0,1.0,1.0,48.0,80.0,5.0,0.0,44.0,206.0,1.0,0.0,174.0,1.0,0.0,0.0,242.0,4.0,3.0,614.0,12.0,3.0,208.0,89.0,9.0,2.0,57.0,3.0,0.0,1.0,209.0,35.0,13.0,5.0,1.0,239.0,145.0,6.0,1.0,4.0,2.0,53.0,0.0,1.0,1.0,4.0,8.0
principle_A_domain_2,22.0,0.0,7.0,4.0,22.0,9.0,10.0,2.0,17.0,4.0,0.0,22.0,1.0,2.0,4.0,13.0,9.0,9.0,0.0,16.0,14.0,33.0,1.0,6.0,8.0,5.0,10.0,1.0,5.0,17.0,4.0,1.0,15.0,0.0,1.0,1.0,15.0,14.0,3.0,12.0,614.0,0.0,19.0,10.0,282.0,0.0,2.0,0.0,2.0,2.0,15.0,4.0,22.0,8.0,3.0,15.0,6.0,7.0,0.0,64.0,3.0,7.0,3.0,0.0,0.0,3.0,144.0
adjunct_island,0.0,9.0,1.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,14.0,2.0,1.0,7.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,3.0,14.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,614.0,0.0,10.0,0.0,1.0,1.0,48.0,5.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,16.0,9.0,3.0,0.0,12.0,1.0,2.0,1.0,0.0,0.0
determiner_noun_agreement_with_adj_2,15.0,0.0,6.0,67.0,54.0,15.0,16.0,0.0,105.0,91.0,0.0,454.0,0.0,0.0,0.0,12.0,13.0,104.0,0.0,432.0,17.0,21.0,0.0,13.0,66.0,63.0,20.0,0.0,42.0,561.0,0.0,0.0,443.0,0.0,1.0,0.0,487.0,24.0,0.0,208.0,19.0,0.0,614.0,97.0,14.0,4.0,44.0,0.0,4.0,1.0,429.0,58.0,32.0,0.0,1.0,499.0,139.0,5.0,0.0,3.0,0.0,57.0,0.0,0.0,0.0,0.0,44.0
intransitive,7.0,2.0,0.0,15.0,14.0,6.0,3.0,0.0,15.0,105.0,0.0,86.0,0.0,3.0,0.0,1.0,2.0,41.0,3.0,106.0,2.0,9.0,0.0,4.0,10.0,78.0,1.0,0.0,159.0,97.0,0.0,0.0,92.0,0.0,0.0,0.0,102.0,5.0,0.0,89.0,10.0,10.0,97.0,614.0,6.0,2.0,16.0,5.0,0.0,1.0,95.0,11.0,13.0,0.0,2.0,99.0,120.0,3.0,0.0,5.0,0.0,236.0,1.0,6.0,1.0,1.0,14.0
