,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_case_1,25.0,1.0,17.0,7.0,39.0,31.0,24.0,5.0,17.0,26.0,8.0,28.0,7.0,337.0,1.0,18.0,23.0,7.0,3.0,28.0,25.0,21.0,10.0,22.0,2.0,22.0,1.0,7.0,21.0,42.0,6.0,0.0,29.0,9.0,2.0,0.0,35.0,34.0,19.0,10.0,9.0,3.0,39.0,27.0,8.0,17.0,1.0,3.0,23.0,5.0,27.0,2.0,40.0,16.0,1.0,38.0,17.0,6.0,5.0,5.0,5.0,23.0,8.0,12.0,2.0,2.0,17.0
only_npi_scope,1.0,8.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,337.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,13.0,5.0,1.0,0.0,1.0,2.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,9.0,5.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,6.0,2.0,2.0,1.0
irregular_past_participle_verbs,21.0,6.0,3.0,6.0,8.0,21.0,17.0,6.0,6.0,7.0,5.0,18.0,13.0,18.0,3.0,337.0,2.0,4.0,3.0,18.0,27.0,16.0,10.0,15.0,1.0,6.0,5.0,4.0,16.0,21.0,5.0,7.0,18.0,4.0,13.0,16.0,18.0,18.0,13.0,6.0,4.0,3.0,23.0,22.0,1.0,8.0,4.0,5.0,5.0,1.0,18.0,3.0,10.0,1.0,5.0,22.0,14.0,3.0,3.0,6.0,12.0,25.0,7.0,4.0,9.0,3.0,4.0
passive_1,9.0,1.0,15.0,16.0,93.0,7.0,11.0,4.0,83.0,5.0,6.0,14.0,2.0,23.0,1.0,2.0,337.0,6.0,1.0,13.0,13.0,16.0,12.0,11.0,4.0,5.0,0.0,4.0,7.0,18.0,3.0,3.0,14.0,4.0,0.0,1.0,16.0,13.0,7.0,1.0,6.0,5.0,17.0,8.0,5.0,14.0,0.0,0.0,19.0,4.0,14.0,1.0,10.0,11.0,0.0,18.0,12.0,4.0,2.0,1.0,7.0,8.0,3.0,4.0,1.0,5.0,5.0
ellipsis_n_bar_1,3.0,5.0,0.0,13.0,10.0,4.0,2.0,4.0,10.0,9.0,3.0,3.0,34.0,7.0,1.0,4.0,6.0,337.0,3.0,5.0,6.0,2.0,4.0,2.0,4.0,9.0,26.0,3.0,2.0,4.0,2.0,11.0,4.0,4.0,8.0,23.0,3.0,4.0,6.0,9.0,0.0,13.0,4.0,3.0,0.0,1.0,11.0,9.0,1.0,1.0,4.0,19.0,2.0,2.0,8.0,4.0,5.0,4.0,0.0,5.0,6.0,1.0,3.0,10.0,9.0,1.0,4.0
wh_island,3.0,1.0,1.0,7.0,1.0,4.0,3.0,2.0,3.0,4.0,6.0,4.0,8.0,3.0,4.0,3.0,1.0,3.0,337.0,5.0,3.0,3.0,1.0,4.0,8.0,3.0,13.0,7.0,0.0,4.0,3.0,0.0,5.0,16.0,1.0,4.0,6.0,2.0,2.0,2.0,1.0,7.0,4.0,1.0,3.0,1.0,2.0,13.0,1.0,2.0,7.0,9.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,8.0,5.0,0.0,5.0,3.0,4.0,2.0,0.0
determiner_noun_agreement_irregular_1,85.0,0.0,10.0,15.0,37.0,87.0,72.0,5.0,24.0,62.0,25.0,198.0,0.0,28.0,2.0,18.0,13.0,5.0,5.0,337.0,73.0,33.0,11.0,80.0,2.0,42.0,1.0,26.0,34.0,208.0,22.0,1.0,210.0,28.0,1.0,1.0,226.0,47.0,1.0,6.0,4.0,0.0,205.0,63.0,8.0,20.0,0.0,3.0,15.0,21.0,237.0,2.0,23.0,12.0,1.0,216.0,16.0,5.0,5.0,4.0,26.0,35.0,2.0,15.0,6.0,1.0,25.0
distractor_agreement_relative_clause,112.0,0.0,18.0,5.0,38.0,111.0,133.0,14.0,12.0,20.0,16.0,79.0,0.0,25.0,1.0,27.0,13.0,6.0,3.0,73.0,337.0,46.0,39.0,135.0,0.0,10.0,0.0,18.0,22.0,99.0,54.0,4.0,86.0,8.0,6.0,0.0,85.0,67.0,23.0,3.0,6.0,2.0,100.0,39.0,11.0,9.0,0.0,1.0,30.0,14.0,67.0,0.0,28.0,19.0,0.0,84.0,19.0,3.0,4.0,26.0,43.0,35.0,11.0,6.0,1.0,8.0,40.0
principle_A_case_2,54.0,1.0,28.0,4.0,39.0,59.0,55.0,6.0,12.0,17.0,16.0,42.0,0.0,21.0,2.0,16.0,16.0,2.0,3.0,33.0,46.0,337.0,26.0,38.0,0.0,12.0,1.0,18.0,26.0,60.0,31.0,4.0,43.0,11.0,0.0,0.0,49.0,37.0,25.0,2.0,4.0,13.0,60.0,44.0,10.0,5.0,3.0,0.0,16.0,0.0,37.0,0.0,23.0,14.0,0.0,51.0,10.0,11.0,6.0,1.0,30.0,38.0,7.0,2.0,5.0,9.0,18.0
wh_vs_that_no_gap_long_distance,16.0,0.0,31.0,7.0,31.0,19.0,15.0,49.0,7.0,5.0,20.0,7.0,5.0,10.0,0.0,10.0,12.0,4.0,1.0,11.0,39.0,26.0,337.0,11.0,2.0,4.0,4.0,19.0,10.0,19.0,12.0,30.0,12.0,2.0,6.0,0.0,23.0,14.0,172.0,3.0,10.0,5.0,19.0,19.0,14.0,9.0,0.0,0.0,3.0,0.0,12.0,2.0,10.0,26.0,0.0,25.0,11.0,2.0,4.0,4.0,15.0,19.0,13.0,2.0,12.0,34.0,7.0
distractor_agreement_relational_noun,162.0,0.0,17.0,0.0,19.0,149.0,190.0,4.0,18.0,19.0,18.0,102.0,0.0,22.0,1.0,15.0,11.0,2.0,4.0,80.0,135.0,38.0,11.0,337.0,0.0,12.0,0.0,22.0,10.0,101.0,58.0,0.0,102.0,7.0,1.0,0.0,83.0,78.0,6.0,0.0,9.0,2.0,99.0,34.0,13.0,5.0,0.0,0.0,33.0,28.0,71.0,0.0,10.0,21.0,0.0,76.0,14.0,12.0,4.0,11.0,33.0,23.0,1.0,2.0,2.0,0.0,54.0
sentential_subject_island,0.0,4.0,0.0,8.0,1.0,0.0,0.0,2.0,12.0,4.0,4.0,0.0,6.0,2.0,7.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,2.0,0.0,337.0,4.0,47.0,2.0,1.0,0.0,0.0,1.0,1.0,40.0,3.0,5.0,0.0,0.0,4.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,84.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,4.0,16.0,4.0,0.0,0.0
wh_vs_that_with_gap_long_distance,18.0,0.0,1.0,6.0,19.0,21.0,16.0,1.0,15.0,158.0,14.0,31.0,1.0,22.0,3.0,6.0,5.0,9.0,3.0,42.0,10.0,12.0,4.0,12.0,4.0,337.0,0.0,12.0,17.0,42.0,10.0,0.0,35.0,16.0,1.0,4.0,44.0,6.0,0.0,16.0,2.0,0.0,37.0,27.0,0.0,3.0,0.0,3.0,1.0,3.0,50.0,5.0,8.0,1.0,1.0,43.0,15.0,1.0,4.0,0.0,6.0,11.0,0.0,9.0,17.0,1.0,7.0
wh_questions_object_gap,0.0,7.0,0.0,8.0,0.0,0.0,0.0,15.0,9.0,0.0,7.0,0.0,26.0,1.0,2.0,5.0,0.0,26.0,13.0,1.0,0.0,1.0,4.0,0.0,47.0,0.0,337.0,8.0,2.0,0.0,0.0,27.0,1.0,23.0,12.0,27.0,0.0,0.0,11.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,2.0,0.0,85.0,1.0,0.0,9.0,0.0,0.0,8.0,1.0,5.0,1.0,0.0,4.0,30.0,2.0,1.0,1.0
npi_present_2,26.0,3.0,6.0,2.0,15.0,26.0,22.0,11.0,7.0,17.0,219.0,20.0,3.0,7.0,3.0,4.0,4.0,3.0,7.0,26.0,18.0,18.0,19.0,22.0,2.0,12.0,8.0,337.0,2.0,21.0,20.0,8.0,21.0,8.0,7.0,1.0,25.0,15.0,15.0,3.0,4.0,3.0,23.0,6.0,2.0,6.0,2.0,2.0,4.0,2.0,32.0,5.0,5.0,11.0,1.0,23.0,6.0,2.0,2.0,4.0,22.0,9.0,3.0,4.0,32.0,10.0,5.0
drop_argument,20.0,1.0,9.0,12.0,29.0,29.0,9.0,6.0,3.0,30.0,6.0,34.0,1.0,21.0,3.0,16.0,7.0,2.0,0.0,34.0,22.0,26.0,10.0,10.0,1.0,17.0,2.0,2.0,337.0,41.0,8.0,2.0,34.0,11.0,13.0,3.0,43.0,27.0,19.0,7.0,4.0,25.0,41.0,120.0,2.0,12.0,3.0,6.0,10.0,2.0,36.0,0.0,14.0,6.0,2.0,45.0,9.0,4.0,0.0,3.0,8.0,71.0,7.0,11.0,4.0,3.0,7.0
determiner_noun_agreement_with_adjective_1,112.0,0.0,23.0,13.0,49.0,116.0,95.0,3.0,28.0,55.0,19.0,230.0,0.0,42.0,2.0,21.0,18.0,4.0,4.0,208.0,99.0,60.0,19.0,101.0,0.0,42.0,0.0,21.0,41.0,337.0,34.0,1.0,230.0,26.0,0.0,1.0,251.0,58.0,9.0,1.0,5.0,2.0,297.0,57.0,7.0,13.0,0.0,3.0,24.0,19.0,203.0,0.0,31.0,14.0,0.0,247.0,19.0,10.0,3.0,6.0,30.0,43.0,5.0,14.0,3.0,1.0,34.0
existential_there_subject_raising,43.0,1.0,24.0,0.0,19.0,40.0,63.0,7.0,9.0,14.0,16.0,32.0,0.0,6.0,1.0,5.0,3.0,2.0,3.0,22.0,54.0,31.0,12.0,58.0,0.0,10.0,0.0,20.0,8.0,34.0,337.0,3.0,33.0,4.0,2.0,2.0,30.0,29.0,12.0,0.0,13.0,2.0,36.0,18.0,8.0,3.0,0.0,1.0,35.0,14.0,27.0,1.0,8.0,27.0,1.0,28.0,5.0,2.0,3.0,6.0,44.0,33.0,6.0,6.0,10.0,3.0,18.0
wh_questions_subject_gap_long_distance,1.0,6.0,1.0,2.0,5.0,1.0,1.0,105.0,0.0,1.0,9.0,2.0,7.0,0.0,2.0,7.0,3.0,11.0,0.0,1.0,4.0,4.0,30.0,0.0,1.0,0.0,27.0,8.0,2.0,1.0,3.0,337.0,2.0,4.0,4.0,12.0,1.0,1.0,29.0,2.0,0.0,8.0,1.0,2.0,1.0,0.0,5.0,9.0,1.0,1.0,0.0,5.0,1.0,1.0,9.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,8.0,9.0,1.0
determiner_noun_agreement_with_adj_irregular_2,108.0,0.0,9.0,13.0,33.0,108.0,89.0,3.0,24.0,54.0,21.0,268.0,0.0,29.0,2.0,18.0,14.0,4.0,5.0,210.0,86.0,43.0,12.0,102.0,1.0,35.0,1.0,21.0,34.0,230.0,33.0,2.0,337.0,24.0,0.0,1.0,209.0,56.0,6.0,2.0,3.0,0.0,231.0,56.0,5.0,13.0,0.0,3.0,17.0,22.0,218.0,2.0,24.0,13.0,0.0,205.0,16.0,10.0,3.0,4.0,34.0,36.0,2.0,17.0,3.0,4.0,35.0
coordinate_structure_constraint_object_extraction,12.0,3.0,4.0,13.0,8.0,16.0,9.0,1.0,5.0,20.0,7.0,25.0,1.0,9.0,2.0,4.0,4.0,4.0,16.0,28.0,8.0,11.0,2.0,7.0,40.0,16.0,23.0,8.0,11.0,26.0,4.0,4.0,24.0,337.0,2.0,1.0,24.0,9.0,0.0,1.0,2.0,0.0,25.0,6.0,5.0,1.0,0.0,6.0,5.0,4.0,22.0,38.0,10.0,4.0,2.0,25.0,4.0,2.0,0.0,3.0,13.0,7.0,1.0,45.0,5.0,1.0,2.0
only_npi_licensor_present,2.0,4.0,3.0,3.0,2.0,3.0,2.0,7.0,4.0,3.0,7.0,0.0,12.0,2.0,13.0,13.0,0.0,8.0,1.0,1.0,6.0,0.0,6.0,1.0,3.0,1.0,12.0,7.0,13.0,0.0,2.0,4.0,0.0,2.0,337.0,22.0,1.0,7.0,6.0,10.0,0.0,2.0,0.0,4.0,1.0,7.0,17.0,18.0,7.0,0.0,1.0,12.0,2.0,4.0,12.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,16.0,3.0,1.0,3.0,1.0
existential_there_quantifiers_2,0.0,8.0,4.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,20.0,0.0,5.0,16.0,1.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,27.0,1.0,3.0,1.0,2.0,12.0,1.0,1.0,22.0,337.0,0.0,0.0,3.0,8.0,1.0,10.0,1.0,2.0,1.0,13.0,16.0,15.0,4.0,2.0,0.0,15.0,0.0,1.0,17.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0
determiner_noun_agreement_1,104.0,0.0,21.0,14.0,52.0,111.0,82.0,2.0,28.0,62.0,24.0,204.0,0.0,35.0,1.0,18.0,16.0,3.0,6.0,226.0,85.0,49.0,23.0,83.0,0.0,44.0,0.0,25.0,43.0,251.0,30.0,1.0,209.0,24.0,1.0,0.0,337.0,58.0,10.0,6.0,3.0,2.0,248.0,68.0,6.0,14.0,0.0,3.0,21.0,20.0,238.0,1.0,30.0,14.0,1.0,291.0,21.0,5.0,6.0,3.0,21.0,47.0,7.0,15.0,5.0,4.0,31.0
regular_plural_subject_verb_agreement_1,85.0,0.0,11.0,2.0,33.0,85.0,107.0,5.0,8.0,19.0,12.0,60.0,0.0,34.0,0.0,18.0,13.0,4.0,2.0,47.0,67.0,37.0,14.0,78.0,0.0,6.0,0.0,15.0,27.0,58.0,29.0,1.0,56.0,9.0,7.0,0.0,58.0,337.0,12.0,3.0,6.0,4.0,59.0,33.0,9.0,20.0,2.0,0.0,19.0,13.0,54.0,1.0,26.0,13.0,0.0,57.0,20.0,17.0,1.0,3.0,18.0,32.0,12.0,3.0,6.0,5.0,36.0
wh_vs_that_no_gap,11.0,1.0,31.0,6.0,21.0,15.0,12.0,50.0,1.0,0.0,10.0,6.0,5.0,19.0,1.0,13.0,7.0,6.0,2.0,1.0,23.0,25.0,172.0,6.0,4.0,0.0,11.0,15.0,19.0,9.0,12.0,29.0,6.0,0.0,6.0,3.0,10.0,12.0,337.0,3.0,13.0,9.0,9.0,30.0,17.0,10.0,0.0,2.0,14.0,0.0,5.0,3.0,9.0,20.0,3.0,14.0,7.0,2.0,2.0,4.0,10.0,30.0,17.0,1.0,8.0,23.0,5.0
ellipsis_n_bar_2,1.0,6.0,0.0,8.0,7.0,1.0,1.0,2.0,3.0,13.0,2.0,2.0,2.0,10.0,2.0,6.0,1.0,9.0,2.0,6.0,3.0,2.0,3.0,0.0,2.0,16.0,1.0,3.0,7.0,1.0,0.0,2.0,2.0,1.0,10.0,8.0,6.0,3.0,3.0,337.0,1.0,13.0,2.0,11.0,1.0,8.0,14.0,22.0,2.0,4.0,6.0,1.0,5.0,0.0,8.0,7.0,8.0,6.0,2.0,9.0,0.0,9.0,2.0,0.0,5.0,2.0,2.0
principle_A_domain_2,6.0,0.0,14.0,0.0,13.0,6.0,5.0,2.0,8.0,2.0,4.0,4.0,0.0,9.0,0.0,4.0,6.0,0.0,1.0,4.0,6.0,4.0,10.0,9.0,1.0,2.0,0.0,4.0,4.0,5.0,13.0,0.0,3.0,2.0,0.0,1.0,3.0,6.0,13.0,1.0,337.0,0.0,5.0,5.0,110.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,8.0,0.0,2.0,7.0,2.0,3.0,13.0,1.0,9.0,4.0,2.0,4.0,6.0,11.0
adjunct_island,1.0,0.0,2.0,11.0,10.0,2.0,2.0,6.0,4.0,3.0,2.0,0.0,14.0,3.0,6.0,3.0,5.0,13.0,7.0,0.0,2.0,13.0,5.0,2.0,7.0,0.0,18.0,3.0,25.0,2.0,2.0,8.0,0.0,0.0,2.0,10.0,2.0,4.0,9.0,13.0,0.0,337.0,1.0,15.0,0.0,0.0,6.0,35.0,3.0,3.0,1.0,12.0,0.0,0.0,15.0,3.0,0.0,11.0,0.0,0.0,1.0,13.0,2.0,0.0,3.0,1.0,0.0
determiner_noun_agreement_with_adj_2,109.0,0.0,23.0,14.0,51.0,113.0,94.0,3.0,26.0,53.0,19.0,231.0,0.0,39.0,2.0,23.0,17.0,4.0,4.0,205.0,100.0,60.0,19.0,99.0,0.0,37.0,0.0,23.0,41.0,297.0,36.0,1.0,231.0,25.0,0.0,1.0,248.0,59.0,9.0,2.0,5.0,1.0,337.0,58.0,7.0,16.0,1.0,3.0,23.0,18.0,198.0,0.0,30.0,15.0,0.0,246.0,21.0,11.0,3.0,6.0,29.0,42.0,5.0,17.0,3.0,2.0,34.0
intransitive,48.0,1.0,13.0,10.0,31.0,53.0,39.0,5.0,9.0,43.0,11.0,47.0,1.0,27.0,1.0,22.0,8.0,3.0,1.0,63.0,39.0,44.0,19.0,34.0,0.0,27.0,0.0,6.0,120.0,57.0,18.0,2.0,56.0,6.0,4.0,2.0,68.0,33.0,30.0,11.0,5.0,15.0,58.0,337.0,9.0,13.0,2.0,4.0,12.0,8.0,66.0,1.0,13.0,7.0,1.0,70.0,20.0,4.0,11.0,7.0,15.0,147.0,9.0,12.0,8.0,7.0,18.0
