stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,stim9,stim10
233,Jacqueline,hadn't,concealed,herself.,+
235,Tracy,isn't,upsetting,herself.,-
237,Sonia,hasn't,discovered,herself.,+
239,Laura,does,find,herself.,-
241,Jodi,is,confusing,herself.,+
243,Florence,disliked,herself.,-
245,Alexander,complains,about,himself.,+
247,Melissa,complains,about,herself.,-
249,Teresa,isn't,noticing,herself.,+
251,Jerry,should,cure,himself.,-
253,Tanya,was,kissing,herself.,+
255,Todd,was,scaring,himself.,-
257,Sheila,was,noticing,herself.,+
259,Marla,wasn't,distracting,herself.,-
261,Dana,hasn't,respected,herself.,+
263,Curtis,isn't,scaring,himself.,-
265,Some,organization,had,distracted,itself.,+
267,Some,dancer,has,visited,herself.,-
269,Adam,returned,to,himself.,+
271,A,university,won't,impress,itself.,-
273,Marla,annoyed,herself.,+
275,Every,story,would,disagree,with,itself.,-
277,Aaron,references,himself.,+
279,Caroline,isn't,impressing,herself.,-
281,Laurie,wasn't,questioning,herself.,+
283,Alexander,would,criticize,himself.,-
285,Martin,couldn't,disgust,himself.,+
287,Danielle,embarrassed,herself.,-
289,Daniel,hasn't,fired,himself.,+
291,Catherine,has,confused,herself.,-
293,That,committee,wasn't,upsetting,itself.,+
295,Stephanie,has,thought,about,herself.,-
297,Rachel,notices,herself.,+
299,Claire,doesn't,complain,about,herself.,-
301,Brenda,investigates,herself.,+
303,Debra,disgusted,herself.,-
305,Tamara,isn't,referencing,herself.,+
307,Gina,loves,herself.,-
309,Mary,does,help,herself.,+
311,Kirsten,hadn't,hurt,herself.,-
313,Anna,shouldn't,appreciate,herself.,+
315,Anne,hasn't,kissed,herself.,-
317,Donna,will,discover,herself.,+
319,Martin,didn't,hire,himself.,-
321,Brett,hadn't,revealed,himself.,+
323,Stacey,complains,about,herself.,-
325,Gina,appreciates,herself.,+
327,Dawn,is,disgusting,herself.,-
329,Douglas,should,upset,himself.,+
331,Rebecca,disturbs,herself.,-
333,Carolyn,hadn't,discussed,herself.,+
335,Becca,does,irritate,herself.,-
337,Kevin,hadn't,referenced,himself.,+
339,Rhonda,notices,herself.,-
341,Ann,should,upset,herself.,+
343,Roger,would,think,about,himself.,-
345,Victoria,appreciates,herself.,+
347,Travis,appreciates,himself.,-
349,Eric,investigated,himself.,+
351,Dana,was,watching,herself.,-
353,Matt,hasn't,hidden,himself.,+
355,Meredith,sounds,like,herself.,-
357,Heidi,has,hated,herself.,+
359,Tina,had,cured,herself.,-
361,Cindy,was,praising,herself.,+
363,April,has,hired,herself.,-
365,Sara,bored,herself.,+
367,Robert,complained,about,himself.,-
369,Martin,had,respected,himself.,+
371,Grace,had,hated,herself.,-
373,Gary,wasn't,hiring,himself.,+
375,Tammy,wouldn't,escape,from,herself.,-
377,Cheryl,notices,herself.,+
379,Gary,didn't,complain,about,himself.,-
381,Carolyn,isn't,insulting,herself.,+
383,Nicole,irritated,herself.,-
385,Karen,respects,herself.,+
387,Kirsten,dislikes,herself.,-
389,Ann,discussed,herself.,+
391,Julia,thinks,about,herself.,-
393,Michelle,couldn't,reveal,herself.,+
395,Sharon,isn't,investigating,herself.,-
397,Carlos,isn't,irritating,himself.,+
399,Alice,can,care,for,herself.,-
401,Christina,wasn't,stunning,herself.,+
403,Regina,wasn't,attacking,herself.,-
405,That,school,has,confused,itself.,+
407,Laura,has,approached,herself.,-
409,Martha,shocked,herself.,+
411,Judy,would,care,for,herself.,-
413,Dana,is,irritating,herself.,+
415,Beverly,returned,to,herself.,-
417,Nicole,had,loved,herself.,+
419,Every,fish,did,find,itself.,-
421,Steve,fires,himself.,+
423,That,woman,can't,scare,herself.,-
425,Sharon,shouldn't,observe,herself.,+
427,Tonya,forgot,herself.,-
429,Gina,has,complained,about,herself.,+
431,Kristin,had,bothered,herself.,-
433,Dana,loves,herself.,+
435,Regina,scares,herself.,-
437,Chad,had,aggravated,himself.,+
439,Margaret,is,describing,herself.,-
441,Deanna,couldn't,kiss,herself.,+
443,Jerry,hides,himself.,-
445,Russell,wasn't,approaching,himself.,+
447,Alice,is,impressing,herself.,-
449,Laurie,boasts,about,herself.,+
451,Peter,returned,to,himself.,-
453,Lissa,can,notice,herself.,+
455,Clyde,couldn't,notice,himself.,-
457,Matt,didn't,hire,himself.,+
459,Dana,had,disturbed,herself.,-
461,Jill,is,criticizing,herself.,+
463,Rhonda,remembers,herself.,-
465,Julia,hasn't,impressed,herself.,+
467,Suzanne,cured,herself.,-
469,Kenneth,hadn't,kissed,himself.,+
471,Janice,hadn't,shocked,herself.,-
473,Janice,had,left,herself.,+
475,Joseph,will,care,for,himself.,-
477,Janice,wasn't,upsetting,herself.,+
479,Tiffany,isn't,investigating,herself.,-
481,Sally,isn't,praising,herself.,+
483,Susan,should,distract,herself.,-
485,The,waitress,hasn't,described,herself.,+
487,Cynthia,listens,to,herself.,-
489,Donald,discussed,himself.,+
491,Matt,admires,himself.,-
493,Sally,is,annoying,herself.,+
495,Carrie,disturbs,herself.,-
497,Irene,investigated,herself.,+
499,Dana,has,hurt,herself.,-
501,Travis,had,thought,about,himself.,+
503,Maria,talks,to,herself.,-
505,Sherry,shouldn't,fire,herself.,+
507,Dawn,shocked,herself.,-
509,Stacy,escapes,from,herself.,+
511,Laura,did,investigate,herself.,-
513,Liam,hasn't,fled,from,himself.,+
515,Carla,couldn't,escape,from,herself.,-
517,Eric,could,think,about,himself.,+
519,Carrie,didn't,hide,herself.,-
521,The,woman,can't,annoy,herself.,+
523,Carl,hasn't,impressed,himself.,-
525,Michael,hugged,himself.,+
527,Marcus,could,see,himself.,-
529,Charles,had,talked,about,himself.,+
531,Jacqueline,wouldn't,discuss,herself.,-
533,Jason,helped,himself.,+
535,Patrick,finds,himself.,-
537,Mark,fires,himself.,+
539,Tiffany,argued,about,herself.,-
541,Lori,hadn't,talked,to,herself.,+
543,Alice,has,distracted,herself.,-
545,Rose,heals,herself.,+
547,Grace,wouldn't,talk,to,herself.,-
549,Kimberley,would,embarrass,herself.,+
551,John,admires,himself.,-
553,Deborah,didn't,bother,herself.,+
555,Grace,finds,herself.,-
557,John,hadn't,talked,to,himself.,+
559,Clyde,distracted,himself.,-
561,Dennis,praises,himself.,+
563,Mary,hides,herself.,-
565,Sally,wouldn't,talk,about,herself.,+
567,Thomas,hadn't,irritated,himself.,-
569,Donna,hides,herself.,+
571,This,guy,discusses,himself.,-
573,Steven,described,himself.,+
575,Carolyn,hadn't,alarmed,herself.,-
577,Some,boy,isn't,stunning,himself.,+
579,Janice,hasn't,distracted,herself.,-
581,An,organization,astounded,itself.,+
583,Angela,hasn't,impressed,herself.,-
585,Rose,conceals,herself.,+
587,Lawrence,questioned,himself.,-
589,Sarah,knows,herself.,+
591,Cindy,wasn't,astounding,herself.,-
593,Andrew,is,talking,to,himself.,+
595,Kimberley,isn't,admiring,herself.,-
597,Samantha,argued,about,herself.,+
599,Beth,had,sounded,like,herself.,-
601,Rachelle,aggravated,herself.,+
603,Bruce,had,noticed,himself.,-
605,Heidi,talks,about,herself.,+
607,Amy,scares,herself.,-
609,Donna,isn't,hiring,herself.,+
611,Eric,returned,to,himself.,-
613,Lucille,should,fire,herself.,+
615,Amelia,escaped,from,herself.,-
617,Katherine,bored,herself.,+
619,Kirsten,wasn't,praising,herself.,-
621,Valerie,works,with,herself.,+
623,Teresa,was,observing,herself.,-
625,Samuel,disagrees,with,himself.,+
627,Kayla,thinks,about,herself.,-
629,Frank,describes,himself.,+
631,Tanya,wouldn't,distract,herself.,-
633,Rhonda,was,shocking,herself.,+
635,Kimberley,loved,herself.,-
637,Amelia,can't,help,herself.,+
639,Martin,has,listened,to,himself.,-
641,Elizabeth,will,help,herself.,+
643,Some,man,can't,describe,himself.,-
645,Sara,observed,herself.,+
647,Irene,watches,herself.,-
649,Jerry,impressed,himself.,+
651,Sharon,is,watching,herself.,-
653,Christina,observed,herself.,+
655,Cynthia,distracted,herself.,-
657,Samuel,had,cared,for,himself.,+
659,Omar,would,attack,himself.,-
661,Kirsten,helps,herself.,+
663,Janice,complained,about,herself.,-
665,Tina,is,insulting,herself.,+
667,Wayne,is,attacking,himself.,-
669,Meredith,was,curing,herself.,+
671,Anne,couldn't,distract,herself.,-
673,Joseph,notices,himself.,+
675,Patricia,hugged,herself.,-
677,Karla,has,confused,herself.,+
679,Derek,is,noticing,himself.,-
681,Edward,attacked,himself.,+
683,Roger,hadn't,stunned,himself.,-
685,Carlos,isn't,discussing,himself.,+
687,Danielle,will,appreciate,herself.,-
689,Curtis,didn't,respect,himself.,+
691,Kathleen,does,investigate,herself.,-
693,Marla,isn't,approaching,herself.,+
695,Vanessa,concealed,herself.,-
697,Brett,escapes,from,himself.,+
699,Kenneth,hadn't,seen,himself.,-
701,Clyde,cared,for,himself.,+
703,Craig,wouldn't,return,to,himself.,-
705,Jessica,has,noticed,herself.,+
707,Bethany,likes,herself.,-
709,Douglas,can't,visit,himself.,+
711,Travis,hasn't,attacked,himself.,-
713,Cindy,conceals,herself.,+
715,Julie,can't,upset,herself.,-
717,Adam,insults,himself.,+
719,Grace,won't,astound,herself.,-
721,Rebecca,hasn't,hugged,herself.,+
723,Gregory,is,questioning,himself.,-
725,Carla,hasn't,praised,herself.,+
727,Lissa,thought,about,herself.,-
729,Cindy,would,hire,herself.,+
731,Christine,hadn't,boasted,about,herself.,-
733,Alice,wasn't,hugging,herself.,+
735,A,report,disagreed,with,itself.,-
737,Amanda,will,alarm,herself.,+
739,Rhonda,likes,herself.,-
741,Vincent,embarrassed,himself.,+
743,The,waitress,discovers,herself.,-
745,Jennifer,has,scared,herself.,+
747,Tamara,had,upset,herself.,-
749,Tara,hadn't,seen,herself.,+
751,Every,girl,isn't,referencing,herself.,-
753,Cynthia,might,argue,about,herself.,+
755,Carmen,isn't,talking,to,herself.,-
757,Donna,dislikes,herself.,+
759,Sonia,isn't,discussing,herself.,-
761,Dana,couldn't,bother,herself.,+
763,Irene,hadn't,scared,herself.,-
765,Beverly,has,investigated,herself.,+
767,Chad,complains,about,himself.,-
769,Suzanne,hadn't,known,herself.,+
771,Sally,visited,herself.,-
773,Rachelle,distracted,herself.,+
775,Dawn,escaped,from,herself.,-
777,Omar,reveals,himself.,+
779,Rodney,had,visited,himself.,-
781,Noah,sees,himself.,+
783,Gerald,has,cared,for,himself.,-
785,Sabrina,has,remembered,herself.,+
787,Laurie,won't,like,herself.,-
789,Richard,would,annoy,himself.,+
791,Matt,isn't,disturbing,himself.,-
793,Rachel,respected,herself.,+
795,Veronica,wouldn't,work,with,herself.,-
797,Ronald,hadn't,bothered,himself.,+
799,Phillip,had,attacked,himself.,-
801,Some,girl,will,discuss,herself.,+
803,Elaine,investigates,herself.,-
805,Holly,isn't,attacking,herself.,+
807,Margaret,approached,herself.,-
809,Ruth,irritated,herself.,+
811,Florence,sounds,like,herself.,-
813,Homer,is,attacking,himself.,+
815,Randolf,wasn't,boring,himself.,-
817,Guy,would,insult,himself.,+
819,Colleen,doesn't,complain,about,herself.,-
821,Cynthia,wouldn't,distract,herself.,+
823,Tammy,can't,scare,herself.,-
825,Ruth,heals,herself.,+
827,Dennis,won't,hide,himself.,-
829,Natalie,confused,herself.,+
831,Travis,doesn't,find,himself.,-
833,Susan,visited,herself.,+
835,Steve,has,complained,about,himself.,-
837,Tara,could,scare,herself.,+
839,Bill,hires,himself.,-
841,Matt,found,himself.,+
843,Travis,listened,to,himself.,-
845,Kayla,forgot,herself.,+
847,Noah,hides,himself.,-
849,Dan,cured,himself.,+
851,Spain,was,scaring,itself.,-
853,The,library,couldn't,aggravate,itself.,+
855,Catherine,isn't,confusing,herself.,-
857,Adam,doesn't,escape,from,himself.,+
859,Steven,was,impressing,himself.,-
861,Rebecca,has,visited,herself.,+
863,Todd,doesn't,see,himself.,-
865,Barbara,is,noticing,herself.,+
867,Bruce,hasn't,irritated,himself.,-
869,Kenneth,worked,with,himself.,+
871,Christina,hadn't,discussed,herself.,-
873,Robert,has,hidden,himself.,+
875,Bill,isn't,disgusting,himself.,-
877,Richard,argued,about,himself.,+
879,The,lady,referenced,herself.,-
881,Cynthia,can't,criticize,herself.,+
883,Marie,helped,herself.,-
885,Bruce,has,upset,himself.,+
887,Bill,was,insulting,himself.,-
889,Grace,hadn't,confused,herself.,+
891,This,documentary,has,disagreed,with,itself.,-
893,Jennifer,described,herself.,+
895,Jane,has,shocked,herself.,-
897,Rachel,wasn't,curing,herself.,+
899,Judy,disturbed,herself.,-
901,Ruth,can't,observe,herself.,+
903,Chad,hurt,himself.,-
905,Diana,describes,herself.,+
907,Carol,might,complain,about,herself.,-
909,Andrew,was,annoying,himself.,+
911,Derek,isn't,referencing,himself.,-
913,Regina,had,scared,herself.,+
915,Roger,isn't,helping,himself.,-
917,Carrie,does,cure,herself.,+
919,This,newspaper,article,disagreed,with,itself.,-
921,Carl,had,known,himself.,+
923,Jodi,was,bothering,herself.,-
925,Kevin,wasn't,upsetting,himself.,+
927,Kenneth,had,hurt,himself.,-
929,Brad,wasn't,bothering,himself.,+
931,April,fires,herself.,-
933,Theresa,isn't,healing,herself.,+
935,Steven,remembered,himself.,-
937,Tina,wasn't,talking,about,herself.,+
939,Christine,loves,herself.,-
941,That,actress,describes,herself.,+
943,Bruce,shouldn't,argue,about,himself.,-
945,Caroline,would,help,herself.,+
947,Bradley,couldn't,upset,himself.,-
949,Eva,bored,herself.,+
951,David,hires,himself.,-
953,Becca,hadn't,astounded,herself.,+
955,Harvard,University,wasn't,disturbing,itself.,-
957,Phillip,hadn't,watched,himself.,+
959,Joel,forgets,himself.,-
961,Linda,could,forget,herself.,+
963,Laura,can't,criticize,herself.,-
965,Amelia,watches,herself.,+
967,Kayla,insults,herself.,-
969,Larry,didn't,heal,himself.,+
971,Maria,hated,herself.,-
973,Walter,wouldn't,investigate,himself.,+
975,Chad,will,alarm,himself.,-
977,Renee,hadn't,fled,from,herself.,+
979,Tina,doesn't,think,about,herself.,-
981,Russell,thought,about,himself.,+
983,Theresa,remembered,herself.,-
985,Kenneth,insulted,himself.,+
987,Eric,admired,himself.,-
989,The,guy,doesn't,think,about,himself.,+
991,Emily,won't,confuse,herself.,-
993,Jason,complains,about,himself.,+
995,Victoria,wasn't,approaching,herself.,-
997,Liam,hadn't,returned,to,himself.,+
999,Holly,thinks,about,herself.,-
1001,David,discovered,himself.,+
1003,Every,lady,does,irritate,herself.,-
1005,Julia,boasted,about,herself.,+
1007,Jacqueline,has,disgusted,herself.,-
1009,The,guy,doesn't,irritate,himself.,+
1011,Chad,is,admiring,himself.,-
1013,Andrea,left,herself.,+
1015,Melinda,cured,herself.,-
1017,Meredith,has,kissed,herself.,+
1019,April,criticized,herself.,-
1021,Sheila,won't,bother,herself.,+
1023,Roger,should,dislike,himself.,-
1025,Rachelle,talks,to,herself.,+
1027,Jerry,would,attack,himself.,-
1029,Julia,has,listened,to,herself.,+
1031,Ronald,scared,himself.,-
1033,Susan,wasn't,attacking,herself.,+
1035,Sarah,could,criticize,herself.,-
1037,Stacy,had,hired,herself.,+
1039,Frank,has,worked,with,himself.,-
1041,That,actress,will,irritate,herself.,+
1043,Stephanie,has,irritated,herself.,-
1045,Colleen,forgets,herself.,+
1047,Nancy,hurt,herself.,-
1049,Deborah,hasn't,remembered,herself.,+
1051,Alicia,hasn't,remembered,herself.,-
1053,Beverly,can,respect,herself.,+
1055,Ann,has,cared,for,herself.,-
1057,Edward,had,disliked,himself.,+
1059,Melanie,had,returned,to,herself.,-
1061,Alexander,scares,himself.,+
1063,Ella,revealed,herself.,-
1065,Samuel,hasn't,hated,himself.,+
1067,Omar,embarrassed,himself.,-
1069,That,boy,upset,himself.,+
1071,Diana,respected,herself.,-
1073,Charles,worked,with,himself.,+
1075,Veronica,is,shocking,herself.,-
1077,Lori,disgusted,herself.,+
1079,Steven,hasn't,helped,himself.,-
1081,Roger,did,listen,to,himself.,+
1083,Cindy,disturbed,herself.,-
1085,Laura,isn't,shocking,herself.,+
1087,Patrick,isn't,impressing,himself.,-
1089,Danielle,bored,herself.,+
1091,Some,movie,was,disagreeing,with,itself.,-
1093,Anna,investigated,herself.,+
1095,Lissa,hired,herself.,-
1097,Heidi,had,stunned,herself.,+
1099,Theodore,boasted,about,himself.,-
1101,Every,woman,would,care,for,herself.,+
1103,That,lady,cured,herself.,-
1105,Dana,was,criticizing,herself.,+
1107,Heidi,didn't,work,with,herself.,-
1109,Guy,isn't,concealing,himself.,+
1111,Patricia,was,approaching,herself.,-
1113,Alexander,insults,himself.,+
1115,Irene,wasn't,listening,to,herself.,-
1117,Ruth,returns,to,herself.,+
1119,Joel,has,hurt,himself.,-
1121,Katherine,criticizes,herself.,+
1123,Steven,visited,himself.,-
1125,Susan,knew,herself.,+
1127,Some,report,was,disagreeing,with,itself.,-
1129,Heather,is,worrying,herself.,+
1131,Thomas,reveals,himself.,-
1133,Aaron,visits,himself.,+
1135,This,company,had,disturbed,itself.,-
1137,Brian,hasn't,concealed,himself.,+
1139,Carmen,works,with,herself.,-
1141,Kayla,does,admire,herself.,+
1143,Marla,can,leave,herself.,-
1145,Kristin,has,cured,herself.,+
1147,This,girl,has,loved,herself.,-
1149,David,wasn't,confusing,himself.,+
1151,Samantha,appreciated,herself.,-
1153,Deanna,wouldn't,return,to,herself.,+
1155,Some,actress,described,herself.,-
1157,Sheila,hasn't,watched,herself.,+
1159,Susan,leaves,herself.,-
1161,That,woman,hasn't,described,herself.,+
1163,Christina,discussed,herself.,-
1165,Douglas,should,respect,himself.,+
1167,Karen,worked,with,herself.,-
1169,Elaine,can,reveal,herself.,+
1171,Rhonda,has,referenced,herself.,-
1173,Emily,had,hated,herself.,+
1175,Vanessa,complained,about,herself.,-
1177,Jessica,is,impressing,herself.,+
1179,Carrie,describes,herself.,-
1181,Melanie,wasn't,discovering,herself.,+
1183,William,is,discovering,himself.,-
1185,Elaine,observes,herself.,+
1187,Ellen,was,hiring,herself.,-
1189,Wendy,hasn't,worried,herself.,+
1191,Claire,had,concealed,herself.,-
1193,David,visited,himself.,+
1195,Suzanne,thought,about,herself.,-
1197,Carla,notices,herself.,+
1199,Derek,wasn't,describing,himself.,-
1201,Angela,can't,stun,herself.,+
1203,Some,story,hasn't,disagreed,with,itself.,-
1205,Amy,has,helped,herself.,+
1207,Ronald,does,see,himself.,-
1209,Susan,hid,herself.,+
1211,Laurie,boasted,about,herself.,-
1213,Kayla,upset,herself.,+
1215,Debra,was,listening,to,herself.,-
1217,Stacey,hasn't,watched,herself.,+
1219,Travis,wasn't,firing,himself.,-
1221,Wayne,praises,himself.,+
1223,Every,commentary,had,disagreed,with,itself.,-
1225,Steven,complains,about,himself.,+
1227,Connie,hadn't,alarmed,herself.,-
1229,Meredith,can't,see,herself.,+
1231,Peter,wouldn't,alarm,himself.,-
1233,Eva,has,respected,herself.,+
1235,Kristen,has,noticed,herself.,-
1237,Raymond,was,criticizing,himself.,+
1239,Stacey,isn't,alarming,herself.,-
1241,Janet,hasn't,scared,herself.,+
1243,The,lady,hasn't,hired,herself.,-
1245,Becca,describes,herself.,+
1247,Tara,hadn't,remembered,herself.,-
1249,Ann,might,worry,herself.,+
1251,Barbara,hadn't,referenced,herself.,-
1253,Joel,has,hugged,himself.,+
1255,Sheila,revealed,herself.,-
1257,Suzanne,hurt,herself.,+
1259,Dan,talks,about,himself.,-
1261,Bethany,was,confusing,herself.,+
1263,Guy,was,referencing,himself.,-
1265,Julia,isn't,healing,herself.,+
1267,Clyde,might,like,himself.,-
1269,Craig,forgets,himself.,+
1271,Joseph,won't,admire,himself.,-
1273,Irene,had,described,herself.,+
1275,Robert,had,fled,from,himself.,-
1277,Clyde,hadn't,noticed,himself.,+
1279,Martin,hasn't,visited,himself.,-
1281,Ella,criticized,herself.,+
1283,Barbara,was,watching,herself.,-
1285,Kirsten,has,shocked,herself.,+
1287,Ella,insulted,herself.,-
1289,Every,actress,shouldn't,aggravate,herself.,+
1291,Dennis,observed,himself.,-
1293,Aaron,was,discussing,himself.,+
1295,Holly,hasn't,sounded,like,herself.,-
1297,Pamela,hasn't,criticized,herself.,+
1299,Tina,irritated,herself.,-
1301,Donald,references,himself.,+
1303,Connie,wasn't,hiring,herself.,-
1305,Stacey,admires,herself.,+
1307,Kristin,should,think,about,herself.,-
1309,Scott,returns,to,himself.,+
1311,Samantha,was,hugging,herself.,-
1313,Linda,appreciated,herself.,+
1315,Holly,fires,herself.,-
1317,Samantha,should,reveal,herself.,+
1319,Sandra,is,referencing,herself.,-
1321,Susan,has,scared,herself.,+
1323,Bill,cured,himself.,-
1325,Jill,hadn't,praised,herself.,+
1327,Alice,shouldn't,know,herself.,-
1329,Vincent,does,attack,himself.,+
1331,Charles,is,confusing,himself.,-
1333,Bradley,won't,discover,himself.,+
1335,Becca,has,criticized,herself.,-
1337,Denise,might,upset,herself.,+
1339,Laurie,might,help,herself.,-
1341,Naomi,hasn't,concealed,herself.,+
1343,Anne,is,helping,herself.,-
1345,Karla,talked,about,herself.,+
1347,Catherine,was,curing,herself.,-
1349,William,had,admired,himself.,+
1351,Sabrina,isn't,escaping,from,herself.,-
1353,Karla,isn't,finding,herself.,+
1355,Gerald,had,worried,himself.,-
1357,A,lady,hasn't,visited,herself.,+
1359,Renee,hadn't,alarmed,herself.,-
1361,Sarah,fires,herself.,+
1363,Sara,hadn't,fled,from,herself.,-
1365,Anne,upset,herself.,+
1367,Richard,hadn't,bored,himself.,-
1369,Rachel,watched,herself.,+
1371,Samuel,describes,himself.,-
1373,Natalie,is,shocking,herself.,+
1375,Karen,didn't,see,herself.,-
1377,Andrew,did,annoy,himself.,+
1379,Meredith,was,disgusting,herself.,-
1381,Margaret,won't,heal,herself.,+
1383,Raymond,hasn't,referenced,himself.,-
1385,Lawrence,disturbed,himself.,+
1387,Clyde,stunned,himself.,-
1389,Kevin,hadn't,concealed,himself.,+
1391,Veronica,isn't,attacking,herself.,-
1393,Larry,discovered,himself.,+
1395,Natalie,hadn't,impressed,herself.,-
1397,Leslie,hated,herself.,+
1399,Andrea,isn't,kissing,herself.,-
1401,Carrie,noticed,herself.,+
1403,Beth,has,concealed,herself.,-
1405,Colleen,was,concealing,herself.,+
1407,Nicole,had,annoyed,herself.,-
1409,Charles,isn't,thinking,about,himself.,+
1411,Some,lady,isn't,bothering,herself.,-
1413,Douglas,wouldn't,confuse,himself.,+
1415,Ann,can,shock,herself.,-
1417,Noah,knows,himself.,+
1419,Eva,heals,herself.,-
1421,Theodore,wasn't,revealing,himself.,+
1423,Donna,hasn't,observed,herself.,-
1425,Vincent,will,alarm,himself.,+
1427,Connie,has,returned,to,herself.,-
1429,Amanda,insults,herself.,+
1431,Eva,was,disturbing,herself.,-
1433,Tamara,has,found,herself.,+
1435,Todd,isn't,talking,to,himself.,-
1437,Elizabeth,shouldn't,argue,about,herself.,+
1439,Kevin,hasn't,found,himself.,-
1441,That,lady,praises,herself.,+
1443,Donna,is,scaring,herself.,-
1445,That,guy,hasn't,respected,himself.,+
1447,Russell,isn't,confusing,himself.,-
1449,Dan,would,love,himself.,+
1451,Mitchell,flees,from,himself.,-
1453,Ronald,wasn't,curing,himself.,+
1455,Florence,upset,herself.,-
1457,Irene,is,disgusting,herself.,+
1459,Julia,hugs,herself.,-
1461,Regina,isn't,visiting,herself.,+
1463,Lisa,cured,herself.,-
1465,Laura,would,respect,herself.,+
