,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
determiner_noun_agreement_irregular_1,194.0,1.0,52.0,42.0,113.0,200.0,180.0,15.0,81.0,125.0,49.0,405.0,4.0,75.0,3.0,57.0,42.0,26.0,12.0,675.0,167.0,82.0,40.0,180.0,8.0,83.0,7.0,50.0,71.0,416.0,65.0,6.0,423.0,43.0,5.0,6.0,467.0,120.0,24.0,20.0,20.0,5.0,420.0,129.0,23.0,43.0,1.0,9.0,52.0,46.0,479.0,9.0,81.0,49.0,4.0,452.0,45.0,20.0,26.0,23.0,69.0,84.0,20.0,28.0,24.0,9.0,79.0
distractor_agreement_relative_clause,252.0,5.0,73.0,13.0,102.0,256.0,268.0,50.0,50.0,50.0,43.0,198.0,1.0,64.0,4.0,58.0,41.0,20.0,5.0,167.0,675.0,99.0,100.0,290.0,0.0,27.0,6.0,51.0,54.0,226.0,109.0,13.0,212.0,20.0,25.0,4.0,198.0,159.0,53.0,6.0,39.0,8.0,229.0,96.0,28.0,29.0,0.0,2.0,74.0,47.0,158.0,1.0,75.0,59.0,0.0,196.0,35.0,23.0,23.0,73.0,93.0,98.0,34.0,22.0,18.0,33.0,116.0
principle_A_case_2,113.0,1.0,83.0,18.0,87.0,107.0,116.0,24.0,33.0,39.0,32.0,107.0,2.0,64.0,9.0,39.0,38.0,15.0,9.0,82.0,99.0,675.0,60.0,87.0,0.0,30.0,6.0,41.0,40.0,128.0,68.0,14.0,100.0,21.0,7.0,3.0,110.0,87.0,56.0,8.0,26.0,39.0,125.0,66.0,24.0,25.0,8.0,1.0,46.0,9.0,93.0,5.0,65.0,55.0,1.0,111.0,24.0,31.0,18.0,16.0,65.0,64.0,28.0,8.0,19.0,24.0,56.0
wh_vs_that_no_gap_long_distance,44.0,6.0,90.0,13.0,80.0,54.0,54.0,133.0,24.0,10.0,45.0,45.0,10.0,31.0,7.0,26.0,36.0,12.0,3.0,40.0,100.0,60.0,675.0,39.0,5.0,7.0,16.0,39.0,29.0,53.0,32.0,75.0,43.0,5.0,21.0,4.0,48.0,47.0,367.0,11.0,25.0,12.0,56.0,52.0,38.0,22.0,2.0,3.0,23.0,10.0,34.0,5.0,40.0,63.0,1.0,55.0,20.0,9.0,16.0,20.0,47.0,58.0,48.0,10.0,28.0,69.0,14.0
distractor_agreement_relational_noun,337.0,0.0,67.0,7.0,76.0,328.0,387.0,22.0,79.0,47.0,41.0,222.0,2.0,74.0,2.0,41.0,49.0,18.0,6.0,180.0,290.0,87.0,39.0,675.0,0.0,28.0,3.0,49.0,39.0,225.0,117.0,5.0,230.0,20.0,5.0,5.0,190.0,173.0,25.0,3.0,26.0,7.0,230.0,91.0,30.0,21.0,5.0,6.0,80.0,69.0,162.0,7.0,42.0,64.0,0.0,180.0,42.0,33.0,15.0,44.0,86.0,76.0,17.0,18.0,10.0,12.0,130.0
sentential_subject_island,0.0,13.0,0.0,23.0,4.0,1.0,0.0,8.0,23.0,14.0,11.0,2.0,22.0,5.0,22.0,7.0,6.0,13.0,21.0,8.0,0.0,0.0,5.0,0.0,675.0,14.0,111.0,10.0,6.0,2.0,5.0,8.0,3.0,71.0,11.0,15.0,3.0,0.0,8.0,3.0,8.0,19.0,0.0,4.0,3.0,6.0,7.0,13.0,2.0,4.0,7.0,166.0,4.0,3.0,23.0,5.0,3.0,10.0,2.0,15.0,2.0,7.0,10.0,35.0,14.0,3.0,1.0
wh_vs_that_with_gap_long_distance,43.0,1.0,9.0,19.0,49.0,41.0,32.0,4.0,38.0,365.0,24.0,77.0,9.0,35.0,19.0,18.0,13.0,33.0,13.0,83.0,27.0,30.0,7.0,28.0,14.0,675.0,2.0,21.0,42.0,75.0,28.0,2.0,76.0,38.0,3.0,9.0,77.0,22.0,0.0,28.0,17.0,12.0,73.0,51.0,12.0,9.0,1.0,19.0,4.0,7.0,86.0,14.0,28.0,14.0,4.0,83.0,42.0,13.0,18.0,5.0,23.0,34.0,5.0,21.0,40.0,3.0,16.0
wh_questions_object_gap,3.0,16.0,1.0,25.0,5.0,3.0,4.0,68.0,35.0,4.0,23.0,6.0,82.0,11.0,12.0,27.0,2.0,57.0,33.0,7.0,6.0,6.0,16.0,3.0,111.0,2.0,675.0,31.0,10.0,5.0,0.0,65.0,6.0,39.0,33.0,64.0,7.0,4.0,25.0,14.0,1.0,34.0,5.0,6.0,0.0,7.0,23.0,24.0,3.0,8.0,8.0,180.0,4.0,1.0,30.0,8.0,3.0,19.0,8.0,13.0,4.0,3.0,23.0,64.0,14.0,3.0,3.0
npi_present_2,54.0,7.0,18.0,17.0,31.0,56.0,52.0,28.0,27.0,27.0,439.0,49.0,15.0,16.0,8.0,23.0,14.0,18.0,11.0,50.0,51.0,41.0,39.0,49.0,10.0,21.0,31.0,675.0,12.0,50.0,54.0,16.0,46.0,21.0,10.0,10.0,52.0,38.0,41.0,11.0,19.0,13.0,54.0,22.0,15.0,9.0,7.0,7.0,15.0,11.0,53.0,18.0,17.0,26.0,7.0,48.0,17.0,8.0,11.0,18.0,45.0,28.0,13.0,14.0,62.0,18.0,21.0
drop_argument,56.0,5.0,26.0,30.0,49.0,68.0,41.0,21.0,16.0,65.0,14.0,75.0,4.0,57.0,9.0,52.0,21.0,8.0,4.0,71.0,54.0,40.0,29.0,39.0,6.0,42.0,10.0,12.0,675.0,83.0,23.0,4.0,71.0,17.0,30.0,12.0,87.0,64.0,42.0,21.0,10.0,43.0,81.0,257.0,15.0,37.0,11.0,23.0,32.0,10.0,77.0,6.0,31.0,20.0,19.0,94.0,33.0,16.0,9.0,23.0,32.0,147.0,22.0,18.0,11.0,14.0,25.0
determiner_noun_agreement_with_adjective_1,242.0,2.0,77.0,28.0,135.0,248.0,224.0,23.0,76.0,118.0,41.0,465.0,4.0,87.0,4.0,55.0,51.0,25.0,11.0,416.0,226.0,128.0,53.0,225.0,2.0,75.0,5.0,50.0,83.0,675.0,98.0,7.0,473.0,39.0,8.0,6.0,493.0,140.0,36.0,16.0,25.0,14.0,593.0,134.0,24.0,37.0,3.0,9.0,70.0,46.0,404.0,5.0,80.0,66.0,2.0,486.0,49.0,26.0,18.0,30.0,75.0,110.0,22.0,23.0,19.0,11.0,89.0
existential_there_subject_raising,97.0,2.0,78.0,1.0,54.0,89.0,126.0,21.0,33.0,43.0,44.0,94.0,3.0,38.0,2.0,19.0,17.0,10.0,6.0,65.0,109.0,68.0,32.0,117.0,5.0,28.0,0.0,54.0,23.0,98.0,675.0,8.0,91.0,17.0,6.0,4.0,81.0,76.0,29.0,0.0,32.0,10.0,103.0,48.0,19.0,17.0,6.0,5.0,96.0,37.0,70.0,7.0,33.0,78.0,1.0,78.0,13.0,10.0,15.0,26.0,107.0,63.0,23.0,13.0,15.0,11.0,55.0
wh_questions_subject_gap_long_distance,7.0,16.0,5.0,14.0,9.0,7.0,5.0,225.0,4.0,10.0,14.0,10.0,23.0,1.0,11.0,13.0,11.0,20.0,7.0,6.0,13.0,14.0,75.0,5.0,8.0,2.0,65.0,16.0,4.0,7.0,8.0,675.0,5.0,9.0,16.0,26.0,9.0,8.0,73.0,16.0,4.0,17.0,9.0,5.0,4.0,7.0,14.0,12.0,6.0,8.0,10.0,11.0,6.0,7.0,18.0,11.0,13.0,7.0,12.0,4.0,16.0,8.0,12.0,8.0,23.0,18.0,5.0
determiner_noun_agreement_with_adj_irregular_2,246.0,2.0,53.0,26.0,108.0,241.0,227.0,12.0,71.0,116.0,39.0,528.0,2.0,80.0,5.0,52.0,50.0,21.0,11.0,423.0,212.0,100.0,43.0,230.0,3.0,76.0,6.0,46.0,71.0,473.0,91.0,5.0,675.0,40.0,5.0,3.0,442.0,135.0,25.0,12.0,20.0,10.0,486.0,128.0,20.0,38.0,0.0,10.0,46.0,55.0,451.0,9.0,75.0,51.0,3.0,427.0,48.0,26.0,20.0,32.0,78.0,91.0,14.0,29.0,22.0,12.0,106.0
coordinate_structure_constraint_object_extraction,33.0,7.0,12.0,23.0,23.0,31.0,25.0,9.0,27.0,39.0,15.0,38.0,6.0,22.0,10.0,19.0,9.0,11.0,40.0,43.0,20.0,21.0,5.0,20.0,71.0,38.0,39.0,21.0,17.0,39.0,17.0,9.0,40.0,675.0,6.0,9.0,36.0,20.0,6.0,5.0,11.0,0.0,36.0,19.0,11.0,6.0,7.0,26.0,13.0,5.0,38.0,72.0,27.0,14.0,8.0,39.0,12.0,8.0,6.0,13.0,30.0,15.0,10.0,102.0,20.0,8.0,7.0
only_npi_licensor_present,7.0,10.0,17.0,10.0,16.0,11.0,8.0,26.0,12.0,7.0,12.0,5.0,29.0,14.0,38.0,34.0,9.0,21.0,9.0,5.0,25.0,7.0,21.0,5.0,11.0,3.0,33.0,10.0,30.0,8.0,6.0,16.0,5.0,6.0,675.0,53.0,6.0,24.0,20.0,30.0,6.0,21.0,7.0,29.0,6.0,18.0,35.0,40.0,13.0,5.0,7.0,19.0,18.0,15.0,40.0,8.0,3.0,19.0,3.0,16.0,8.0,18.0,45.0,10.0,4.0,19.0,10.0
existential_there_quantifiers_2,4.0,29.0,7.0,9.0,2.0,4.0,4.0,22.0,9.0,6.0,7.0,5.0,51.0,6.0,17.0,39.0,7.0,46.0,17.0,6.0,4.0,3.0,4.0,5.0,15.0,9.0,64.0,10.0,12.0,6.0,4.0,26.0,3.0,9.0,53.0,675.0,7.0,4.0,7.0,15.0,3.0,27.0,6.0,7.0,5.0,33.0,42.0,37.0,12.0,6.0,5.0,40.0,6.0,3.0,42.0,7.0,5.0,15.0,3.0,16.0,2.0,5.0,11.0,8.0,12.0,3.0,3.0
determiner_noun_agreement_1,225.0,3.0,65.0,33.0,132.0,223.0,206.0,21.0,76.0,117.0,46.0,420.0,3.0,82.0,6.0,55.0,53.0,22.0,14.0,467.0,198.0,110.0,48.0,190.0,3.0,77.0,7.0,52.0,87.0,493.0,81.0,9.0,442.0,36.0,6.0,7.0,675.0,145.0,35.0,20.0,20.0,14.0,492.0,143.0,24.0,47.0,3.0,10.0,56.0,41.0,492.0,8.0,75.0,57.0,3.0,594.0,56.0,24.0,20.0,32.0,65.0,114.0,24.0,25.0,24.0,13.0,84.0
regular_plural_subject_verb_agreement_1,194.0,2.0,57.0,9.0,104.0,197.0,227.0,23.0,39.0,43.0,34.0,149.0,3.0,89.0,7.0,61.0,56.0,13.0,7.0,120.0,159.0,87.0,47.0,173.0,0.0,22.0,4.0,38.0,64.0,140.0,76.0,8.0,135.0,20.0,24.0,4.0,145.0,675.0,38.0,6.0,26.0,10.0,143.0,96.0,28.0,56.0,7.0,0.0,54.0,44.0,126.0,6.0,81.0,58.0,0.0,143.0,45.0,54.0,12.0,15.0,51.0,86.0,39.0,12.0,22.0,20.0,97.0
wh_vs_that_no_gap,27.0,7.0,82.0,11.0,60.0,38.0,41.0,140.0,15.0,1.0,38.0,31.0,11.0,55.0,5.0,42.0,34.0,16.0,9.0,24.0,53.0,56.0,367.0,25.0,8.0,0.0,25.0,41.0,42.0,36.0,29.0,73.0,25.0,6.0,20.0,7.0,35.0,38.0,675.0,15.0,32.0,19.0,43.0,54.0,40.0,29.0,1.0,4.0,35.0,4.0,24.0,9.0,33.0,53.0,7.0,39.0,23.0,8.0,6.0,12.0,30.0,59.0,52.0,5.0,24.0,50.0,14.0
ellipsis_n_bar_2,3.0,16.0,4.0,34.0,29.0,5.0,4.0,8.0,8.0,33.0,10.0,10.0,12.0,22.0,10.0,25.0,8.0,34.0,10.0,20.0,6.0,8.0,11.0,3.0,3.0,28.0,14.0,11.0,21.0,16.0,0.0,16.0,12.0,5.0,30.0,15.0,20.0,6.0,15.0,675.0,11.0,41.0,14.0,31.0,1.0,23.0,28.0,54.0,8.0,12.0,20.0,12.0,12.0,2.0,27.0,20.0,18.0,15.0,9.0,23.0,2.0,28.0,18.0,7.0,12.0,4.0,7.0
principle_A_domain_2,22.0,0.0,36.0,3.0,34.0,20.0,25.0,14.0,15.0,20.0,16.0,18.0,1.0,44.0,3.0,12.0,18.0,9.0,4.0,20.0,39.0,26.0,25.0,26.0,8.0,17.0,1.0,19.0,10.0,25.0,32.0,4.0,20.0,11.0,6.0,3.0,20.0,26.0,32.0,11.0,675.0,3.0,26.0,21.0,235.0,7.0,5.0,2.0,15.0,4.0,18.0,5.0,22.0,30.0,2.0,20.0,24.0,6.0,5.0,58.0,17.0,27.0,17.0,5.0,12.0,21.0,40.0
adjunct_island,10.0,6.0,9.0,22.0,25.0,10.0,12.0,12.0,8.0,14.0,7.0,8.0,35.0,8.0,16.0,13.0,16.0,28.0,18.0,5.0,8.0,39.0,12.0,7.0,19.0,12.0,34.0,13.0,43.0,14.0,10.0,17.0,10.0,0.0,21.0,27.0,14.0,10.0,19.0,41.0,3.0,675.0,14.0,26.0,0.0,9.0,21.0,75.0,11.0,7.0,9.0,19.0,9.0,3.0,31.0,16.0,3.0,24.0,9.0,8.0,4.0,30.0,7.0,2.0,11.0,4.0,3.0
determiner_noun_agreement_with_adj_2,245.0,2.0,79.0,27.0,127.0,247.0,227.0,28.0,79.0,114.0,43.0,473.0,4.0,90.0,4.0,55.0,50.0,25.0,10.0,420.0,229.0,125.0,56.0,230.0,0.0,73.0,5.0,54.0,81.0,593.0,103.0,9.0,486.0,36.0,7.0,6.0,492.0,143.0,43.0,14.0,26.0,14.0,675.0,138.0,25.0,37.0,3.0,8.0,68.0,45.0,403.0,5.0,81.0,69.0,2.0,487.0,47.0,31.0,17.0,32.0,80.0,110.0,21.0,23.0,22.0,10.0,91.0
intransitive,110.0,6.0,51.0,23.0,64.0,118.0,97.0,24.0,20.0,91.0,22.0,120.0,5.0,68.0,6.0,67.0,18.0,17.0,8.0,129.0,96.0,66.0,52.0,91.0,4.0,51.0,6.0,22.0,257.0,134.0,48.0,5.0,128.0,19.0,29.0,7.0,143.0,96.0,54.0,31.0,21.0,26.0,138.0,675.0,24.0,26.0,10.0,18.0,38.0,25.0,131.0,3.0,48.0,31.0,8.0,146.0,49.0,25.0,26.0,32.0,60.0,320.0,31.0,28.0,16.0,14.0,45.0
